simulation_id,r_mm,z_mm,T_solid_K,T_gas_K,h_W_m2K
E70,0.5359801043703685,0.9375,850.6130017519699,299.03999999999996,152178.55398444502
E70,0.5359801043703685,2.8125,878.4272386194439,850.6130017519699,89580.5142958798
E70,0.5359801043703685,4.6875,892.506567288131,878.4272386194439,74880.14859172337
E70,0.5359801043703685,6.5625,899.0721743641838,892.506567288131,66651.84971499135
E70,0.5359801043703685,8.4375,901.5672064817903,899.0721743641838,61188.026543927386
E70,0.5359801043703685,10.312499999999998,901.8759192806157,901.5672064817903,57203.74666824704
E70,0.5359801043703685,12.1875,901.0221702552817,901.8759192806157,54119.19565631336
E70,0.5359801043703685,14.062499999999998,899.5592894461358,901.0221702552817,51630.20496281993
E70,0.5359801043703685,17.772727272727273,896.0500038310702,899.5592894461358,47814.73132737564
E70,0.5359801043703685,23.31818181818182,890.7553644720084,896.0500038310702,43770.919086149726
E70,0.5359801043703685,28.863636363636363,885.5986635986578,890.7553644720084,40867.514052893785
E70,0.5359801043703685,34.40909090909091,880.6291100794112,885.5986635986578,38634.75346572367
E70,0.5359801043703685,39.95454545454545,875.8133357815752,880.6291100794112,36842.72523654494
E70,0.5359801043703685,45.5,871.1202463887439,875.8133357815752,35360.062789810676
E70,0.5359801043703685,51.04545454545455,866.5281225276555,871.1202463887439,34105.05161947491
E70,0.5359801043703685,56.59090909090909,862.0223034827898,866.5281225276555,33023.66363711148
E70,0.5359801043703685,62.13636363636364,857.5929966993145,862.0223034827898,32078.473025839245
E70,0.5359801043703685,67.68181818181819,853.2339557662381,857.5929966993145,31242.575981395632
E70,0.5359801043703685,73.22727272727273,848.9417754153213,853.2339557662381,30496.036226949403
E70,0.5359801043703685,78.77272727272727,844.7155931557842,848.9417754153213,29823.698593570698
E70,0.5359801043703685,84.31818181818181,840.5570933989753,844.7155931557842,29213.786066620905
E70,0.5359801043703685,89.86363636363637,836.4707836002782,840.5570933989753,28656.966226455104
E70,0.5359801043703685,95.40909090909092,832.4645624918872,836.4707836002782,28145.709406996164
E70,0.5359801043703685,100.95454545454547,828.5506413196575,832.4645624918872,27673.83343297959
E70,0.5359801043703685,106.50000000000001,824.7469176029103,828.5506413196575,27236.17010309051
E70,0.5359801043703685,112.04545454545456,821.0789316097781,824.7469176029103,26828.311867117085
E70,0.5359801043703685,117.59090909090911,817.5824857929651,821.0789316097781,26446.411564995382
E70,0.5359801043703685,123.13636363636364,814.3063934743788,817.5824857929651,26087.02110889431
E70,0.5359801043703685,128.6818181818182,811.3107173410883,814.3063934743788,25746.989427669338
E70,0.5359801043703685,134.22727272727275,808.6326279774374,811.3107173410883,25423.607844602164
E70,1.6079403131111056,0.9375,850.244231386534,299.03999999999996,151654.66413589017
E70,1.6079403131111056,2.8125,878.0812590457523,850.244231386534,89274.68259085127
E70,1.6079403131111056,4.6875,892.2174237012684,878.0812590457523,74622.96360666945
E70,1.6079403131111056,6.5625,898.8434798423136,892.2174237012684,66421.18266909159
E70,1.6079403131111056,8.4375,901.3903116004426,898.8434798423136,60974.806607427025
E70,1.6079403131111056,10.312499999999998,901.7390589352177,901.3903116004426,57003.317024987824
E70,1.6079403131111056,12.1875,900.9144080630127,901.7390589352177,53928.80572844068
E70,1.6079403131111056,14.062499999999998,899.471748865409,900.9144080630127,51448.05535850366
E70,1.6079403131111056,17.772727272727273,895.9889181504572,899.471748865409,47645.60766958665
E70,1.6079403131111056,23.31818181818182,890.707938072864,895.9889181504572,43615.76945636747
E70,1.6079403131111056,28.863636363636363,885.5570478570662,890.707938072864,40722.520725604554
E70,1.6079403131111056,34.40909090909091,880.5904427937808,885.5570478570662,38497.63759255964
