simulation_id,z_mm,Tperim_K,Tcore_K,Trear_K,Tgas_in_K,Tgas_out_K,h_W_m2K,Qgas_W,Qcore_source_W,Qperim_source_W
E76,2.74,1208.7750555499306,1292.7948460195387,755.848508118574,332.6051605305206,1292.2970144329115,216.27378350205936,90.21528638220364,115.54119657917306,42.85052061508403
E76,8.220000000000002,1198.7577639853139,1255.4025059711919,755.8483308320933,1292.2970144329115,1255.418617076813,226.12415970596015,-3.5441900076434143,12.436099708756648,0.0
E76,13.700000000000001,1182.8742886210723,1210.9489432932257,755.8478867014677,1255.418617076813,1210.981684290304,210.44933709998134,-4.262370892736501,2.7630863279681424,0.0
E76,19.180000000000003,1164.4334965419368,1179.1513586233332,755.8470491986501,1210.981684290304,1179.1832447130257,201.10157855953963,-3.04457176328592,0.6139100067224995,0.0
E76,24.66,1144.9768565208524,1154.5234271821068,755.8456200051813,1179.1832447130257,1154.5536113282728,195.004156121756,-2.3550227268826367,0.13640018863658357,0.0
E76,30.140000000000004,1125.0905341114046,1132.7776081974132,755.8432900037524,1154.5536113282728,1132.8085536411315,190.45252737061193,-2.0769104537333893,0.03030576347732583,0.0
E76,35.620000000000005,1104.971515083932,1111.994454108314,755.8395835446321,1132.8085536411315,1112.027970431705,186.63245539278063,-1.982779143385939,0.006733416640578478,0.0
E76,41.1,1084.6750159132023,1091.4292682452165,755.8337752922223,1112.027970431705,1091.4664008493257,183.17625937908772,-1.9599459599088884,0.0014960487528895574,0.0
E76,46.580000000000005,1064.208702736003,1070.7994568281804,755.8247666166467,1091.4664008493257,1070.8408977890983,179.91250200454886,-1.9641053838430498,0.00033239616534854973,0.0
E76,52.06,1043.5672475382603,1049.98682334357,755.8109039327842,1070.8408977890983,1050.0331768454166,176.7537034033877,-1.979493897628088,7.385268061954455e-5,0.0
E76,57.540000000000006,1022.7460857955911,1028.928098587242,755.7897153386759,1050.0331768454166,1028.980009352895,173.64956690026492,-2.0008366305543173,1.6408788678332602e-5,0.0
E76,63.02,1001.7489615675279,1007.5779237170954,755.757535062102,1028.980009352895,1007.6361377736,170.5675595794911,-2.0264033044756435,3.6457491269304164e-6,0.0
E76,68.5,980.594655648064,985.8987059708037,755.708979158075,1007.6361377736,985.9641013051344,167.4846221089935,-2.055436187756472,8.100224189043888e-7,0.0
E76,73.98,959.3250540568868,963.8619788903542,755.6362341708195,985.9641013051344,963.9355759474894,164.38367170899787,-2.0870539212404533,1.7997297572698295e-7,0.0
E76,79.46000000000001,938.0155271449014,941.4577665866639,755.5281302716238,963.9355759474894,941.5407083480072,161.2525967516304,-2.1194963221428935,3.9986883370259395e-8,0.0
E76,84.94,916.7878942443017,918.7133103103682,755.3690046320249,941.5407083480072,918.8067805724925,158.0850971566697,-2.1492487340806057,8.8843940886565e-9,0.0
E76,90.42000000000002,895.8253371979279,895.7243261589022,755.1374395428568,918.8067805724925,895.8293477937995,154.8834379477527,-2.1698770086593075,1.97395875021511e-9,0.0
E76,95.90000000000002,875.387102799504,872.7005936586595,754.8051068169955,895.8293477937995,872.8176225749771,151.6633629473068,-2.1707047590768966,4.3857950341552537e-10,0.0
E76,101.38000000000001,855.8186242108305,850.0203778433765,754.3361746943674,872.8176225749771,850.1486167278825,148.4609160201158,-2.136017115953515,9.74447823670315e-11,0.0
E76,106.86000000000001,837.550467751344,828.27189073274,753.6879819484591,850.1486167278825,828.4083676076774,145.33932838926847,-2.046304724723395,2.165054576561409e-11,0.0
E76,112.34,821.0793282666222,808.23773934176,752.8137533447828,828.4083676076774,808.3765214349941,142.39138888480645,-1.8835953234764362,4.81037691872912e-12,0.0
E76,117.82000000000001,806.929594351281,790.7692506065916,751.6676056516902,808.3765214349941,790.9016203927191,139.73030637562735,-1.6416733265215584,1.0687825771576068e-12,0.0
E76,123.30000000000001,795.6074203739266,776.5391728571839,750.2105064840027,790.9016203927191,776.6556297866189,137.46404926655455,-1.3373059104313478,2.3746500877886485e-13,0.0
E76,128.78,787.5774124133596,765.7955525923885,748.4132787567087,776.6556297866189,765.8890833793989,135.66039961071826,-1.0100692820496553,5.276061904406522e-14,0.0
E76,134.26000000000002,783.2989206546908,758.651629678727,746.2498318503687,765.8890833793989,758.716760517681,134.34848094906138,-0.672582747221949,1.172249729013845e-14,0.0
