simulation_id,z_mm,Tperim_K,Tcore_K,Trear_K,Tgas_in_K,Tgas_out_K,h_W_m2K,Qgas_W,Qcore_source_W,Qperim_source_W
E69,2.74,1086.5760293780284,1053.0153167445887,786.1553398258387,310.2501425023598,1044.322713979778,292.5823377903274,158.76806836684625,146.98595261021384,54.51237116222715
E69,8.220000000000002,1079.184194962983,1090.4971524372563,786.1552510834005,1044.322713979778,1089.0986065485954,234.35845139381632,9.86647177342878,15.82060785734232,0.0
E69,13.700000000000001,1071.1635804325194,1085.3379650997117,786.1549994553654,1089.0986065485954,1085.495327502106,212.90016366871285,-0.7947436206987134,3.515065518491118,0.0
E69,19.180000000000003,1062.148691900441,1073.8241556029427,786.154489124201,1085.495327502106,1074.4025031288463,201.4845702551271,-2.4457626299088875,0.7809867807039393,0.0
E69,24.66,1052.4343272821538,1062.2716937901075,786.1535767357221,1074.4025031288463,1062.9408828061169,194.1865360270159,-2.525706691464949,0.17352175896172975,0.0
E69,30.140000000000004,1042.234036448724,1051.1647927296685,786.1520406171503,1062.9408828061169,1051.86560476176,189.0009120346196,-2.4392534877542507,0.03855353455026894,0.0
E69,35.620000000000005,1031.6457310537992,1040.223369189467,786.1495370180847,1051.86560476176,1040.957901750443,184.98972362637082,-2.4010799162722094,0.008565928764280216,0.0
E69,41.1,1020.6978506744308,1029.1992823365651,786.1455344724113,1040.957901750443,1029.977782108525,181.66815785255756,-2.4157509528579233,0.0019032012615873488,0.0
E69,46.580000000000005,1009.3834143332695,1017.9338463244028,786.1392147164928,1029.977782108525,1018.7653625040946,178.76863211914585,-2.4655443467333793,0.00042285841288011716,0.0
E69,52.06,997.6788019333195,1006.3214194876045,786.1293239236932,1018.7653625040946,1007.2137936960745,176.13335619878956,-2.5387309353159955,9.395182787676239e-5,0.0
E69,57.540000000000006,985.5539841416735,994.279748723861,786.1139514492953,1007.2137936960745,995.2407805224004,173.66260486179075,-2.6298637815911197,2.0874471673068696e-5,0.0
E69,63.02,972.9791396833684,981.7337484249383,786.0902048962867,995.2407805224004,982.7720897071814,171.28875017418426,-2.7371269489059973,4.637946674132998e-6,0.0
E69,68.5,959.930552716927,968.608004350326,786.053740772012,982.7720897071814,969.7337068036328,168.9626618733758,-2.8604260887831723,1.0304715582264694e-6,0.0
E69,73.98,946.3975578457581,954.824896608308,785.9981015080693,969.7337068036328,956.0496679087389,166.64635636964945,-3.0001380084380713,2.2895296279192138e-7,0.0
E69,79.46000000000001,932.391775688802,940.3078995119064,785.9138075680613,956.0496679087389,941.6449934728662,164.30911448420966,-3.155990694069431,5.0869389603937594e-8,0.0
E69,84.94,917.9595616181379,924.992026463233,785.7871691041365,941.6449934728662,926.4554738358116,161.92592897715102,-3.325565811084252,1.130229880898707e-8,0.0
E69,90.42000000000002,903.1981137267376,908.8456477460893,785.5988359717716,926.4554738358116,910.4482305024613,159.47805888062263,-3.5019517889587672,2.511175372109096e-9,0.0
E69,95.90000000000002,888.2746637620123,891.9093926429222,785.3222302177136,910.4482305024613,893.6584153219608,156.9560261505927,-3.6702407418282026,5.579397480159533e-10,0.0
E69,101.38000000000001,873.4462161279583,874.355905889245,784.9222372369742,893.6584153219608,876.245691490681,154.36554137362012,-3.8032547660874454,1.2396456490995782e-10,0.0
E69,106.86000000000001,859.0743306579025,856.5633278011234,784.354871297632,876.245691490681,858.5642153850778,151.73611064640215,-3.8586727705028676,2.754278290435717e-11,0.0
E69,112.34,845.6265142361256,839.1698809064035,783.5689441816079,858.5642153850778,841.2165474398223,149.12970954797012,-3.7826165069106756,6.119530130788312e-12,0.0
E69,117.82000000000001,833.6561400905819,823.0434797116174,782.5106313563846,841.2165474398223,825.0309837838638,146.64292041813695,-3.5263656001700348,1.3596537848650569e-12,0.0
E69,123.30000000000001,823.7616354297636,809.0977283962095,781.1305173447781,825.0309837838638,810.897585047971,144.39331325195283,-3.0770127296116687,3.02091561800961e-13,0.0
E69,128.78,816.5454441178539,797.992724220283,779.389712802807,810.897585047971,799.4910786003936,142.48760076459152,-2.4818171148041226,6.711952169529816e-14,0.0
E69,134.26000000000002,812.6128379276687,790.2013920528698,777.257468470032,799.4910786003936,791.3033228378691,141.0061326258235,-1.780655466434418,1.491279718555588e-14,0.0
