simulation_id,flow_lpm,irradiance,power_scale,delivered_power_W,core_solar_W,perim_solar_W,suction_gas_heat_W,core_gas_heat_W,rear_tube_gas_heat_W,gas_heat_W,front_rad_loss_W,cavity_amb_loss_W,flange_loss_W,dE_stored_dt_W,instantaneous_residual_W,steady_flux_gap_W,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T9_minus_T10_model,T9_minus_T10_experiment,macro_htc
E67,15.2805125,456000.0,1.34,221.83807200000004,125.38610059280542,96.45197140719462,2.3299343071321665,126.22462523133548,-24.15813587179461,104.39642366667304,13.417058482134893,6.575917297772457,69.99295378827881,27.455718765140904,-8.526512829121202e-14,27.45571876514083,909.4189472199913,931.6279999999999,843.7055727606606,991.103,763.2714629401875,878.055,851.1317347417609,966.6659999999999,765.1496582815873,824.995,693.5639138769805,763.414,320.9568701712959,326.43699999999995,-65.71337445933068,59.47500000000002,85.98207646017352,141.67099999999994,24.301703495572873
E68,12.499871559633025,456000.0,1.34,221.83807200000004,125.38610059280542,96.45197140719462,2.630186898482792,113.43683625719892,-25.115523638433565,90.95149951724815,19.042069050794886,9.823516170719941,74.32087701694466,27.70011024429242,-2.842170943040401e-14,27.700110244292404,996.3891706859822,1012.649,916.4440200926773,1047.717,817.4559929188546,898.751,924.6452305435985,1020.928,817.9447301355845,850.0989999999999,737.1482411108335,773.207,334.0877270299455,338.52,-79.9451505933049,35.0680000000001,106.70050040801402,170.82900000000006,19.048487439175293
E69,10.499733944954128,456000.0,1.34,221.83807200000004,125.38610059280542,96.45197140719462,2.9004866217834593,103.05118919046403,-25.548542330848687,80.4031334813988,25.08178225667687,17.928101479282745,77.54702900642835,20.878025776213335,-8.526512829121202e-14,20.878025776213263,1069.8592722908654,1058.429,975.4460900484323,1070.73,860.5725256744137,896.755,983.9309491613708,1044.378,859.5762662216636,852.837,772.2027434165694,769.76,357.58864669554686,344.308,-94.4131822424331,12.30099999999993,124.35468293970723,191.54099999999994,15.491387328826871
E70,9.107139705882352,456000.0,1.34,221.83807200000004,125.38610059280542,96.45197140719462,3.0968856209322686,92.32478401478369,-25.256738001526365,70.1649316341896,30.684569300322373,14.395294197552762,78.54986314304678,28.04341372488849,2.842170943040401e-14,28.043413724888524,1126.1588952466625,1152.474,1016.5742039046235,1120.277,887.337418327566,912.173,1025.2252039667862,1093.725,885.0766032976918,871.483,792.8289688313032,779.518,348.7968376827554,352.421,-109.58469134203904,-32.19699999999989,140.14860066909444,222.24199999999996,12.834158349099786
E71,7.126846153846151,456000.0,1.34,221.83807200000004,125.38610059280542,96.45197140719462,3.412538066470949,75.97578884802805,-24.35510387867555,55.03322303582344,41.32641658306016,16.299669551899843,79.96193114868498,29.216831680531577,2.842170943040401e-14,29.216831680531612,1213.8482421936446,1203.298,1078.1999466697205,1120.348,926.8226801763971,882.823,1086.5647433670445,1095.306,922.2848906596,847.476,823.5628358578202,753.56,355.8312668367372,356.00399999999996,-135.64829552392416,-82.95000000000005,164.27985270744443,247.83000000000004,9.395476867785026
E72,18.707575757575754,304000.0,1.58,174.38017600000003,98.56220842618535,75.81796757381468,1.6592448901131402,105.73157229406618,-17.047843318753035,90.34297386542629,5.504109843747577,3.565068164135782,53.65134404618626,21.31668008050409,5.684341886080802e-14,21.316680080504142,727.2501555808826,737.656,679.5311842480558,797.899,623.8276386672812,733.977,684.8340765497139,771.112,626.0190364207546,684.1869999999999,575.0391307272894,652.9549999999999,310.139138686682,309.928,-47.71897133282687,60.24300000000005,58.81504012895937,86.92500000000007,28.256479799006264
E73,13.170870967741934,304000.0,1.58,174.38017600000003,98.56220842618535,75.81796757381468,2.071741902215162,91.38324747448479,-18.506169597680184,74.94881977901977,9.779865297020093,8.873527421626454,60.943523716259996,19.834439786073716,0.0,19.834439786073716,843.8356692157437,837.694,779.3770640009449,894.482,698.106813797863,791.76,786.0448167455095,867.5509999999999,698.7341949989288,747.4,633.0003043668584,694.626,329.4283704520834,325.12,-64.45860521479881,56.78800000000001,87.31062174658064,120.15099999999995,19.188147617135176
E74,9.023245901639344,304000.0,1.58,174.38017600000003,98.56220842618535,75.81796757381468,2.5702852293888396,72.02279846595289,-18.77360410843543,55.819479586906304,17.68133890956572,10.661834072316585,66.02123512774861,24.196288303462786,2.842170943040401e-14,24.196288303462808,981.0244515400295,948.538,884.427713809612,962.509,769.1916510913828,804.0,891.8412182410073,935.491,767.0764190471184,767.8009999999999,687.441424795596,697.672,335.0078834985137,333.964,-96.59673773041754,13.971000000000004,124.76479919388885,167.69000000000005,11.901707471400826
E75,6.944410852713178,304000.0,1.58,174.38017600000003,98.56220842618535,75.81796757381468,2.8892075321443675,58.79754075934471,-18.166306132547266,43.52044215894182,24.79447423090813,12.343973544024273,67.91888068414377,25.802405381982012,2.842170943040401e-14,25.802405381982055,1067.4525953160498,1008.725,944.4512821628082,979.689,806.6703599600952,788.678,951.6590129277763,954.178,802.3927455347406,757.393,715.6629141530592,681.066,340.5715215757503,336.517,-123.00131315324165,-29.036000000000058,149.26626739303572,196.78499999999997,8.498374945177238
E76,4.526673611111114,304000.0,1.58,174.38017600000003,98.56220842618535,75.81796757381468,3.310459884054946,39.758265257113685,-16.072579808432014,26.996145332736614,37.165506087628756,15.271107932566668,68.58389958111677,26.3635170659512,2.842170943040401e-14,26.363517065951243,1178.4258933697784,1067.693,1013.1493440180321,970.472,844.5124714369495,751.1579999999999,1019.1244842270219,947.353,836.9435977877914,726.308,742.6868338908841,647.019,349.48301436854734,338.123,-165.2765493517462,-97.221,182.18088643923045,221.04499999999996,4.89999491100286
E77,13.84748387096774,256000.0,1.11,103.16428800000001,58.309954085578006,44.85433391442201,1.2319752711679064,53.522499443501644,-9.67585284689493,45.078621867774615,2.735230485436398,4.9901860111756955,38.29965556674735,12.060594068865957,1.4210854715202004e-14,12.060594068865967,619.7922640075546,565.544,578.5491293959403,623.3499999999999,525.8559179743611,574.299,582.685492402144,602.429,526.3367861375607,543.727,486.15669447804447,525.356,316.0198611105608,308.37,-41.24313461161432,57.805999999999926,56.34870626458326,58.702,17.91243275194499
