variant,irradiance_kW_m2,model_slope_K_per_lpm,observed_slope_K_per_lpm,model_correlation,observed_correlation
graetz_equal_groove_d12,456.0,-14.805783859091756,17.33862389158247,-0.9940573400661249,0.9606473585973468
graetz_equal_groove_d12,304.0,-9.541144181717112,10.476819976890445,-0.9851572006240285,0.8895277435028278
graetz_equal_groove_d12,256.0,-6.422502028950972,6.898088829268151,-0.9893251076650604,0.8889864490590046
graetz_equal_groove_d13,456.0,-14.588715599919782,17.33862389158247,-0.9947140201039139,0.9606473585973468
graetz_equal_groove_d13,304.0,-9.39829128929607,10.476819976890445,-0.986557424031309,0.8895277435028278
graetz_equal_groove_d13,256.0,-6.2938497572635805,6.898088829268151,-0.9905252777168738,0.8889864490590046
graetz_equal_groove_d14,456.0,-14.583519534532924,17.33862389158247,-0.9947104589538257,0.9606473585973468
graetz_equal_groove_d14,304.0,-9.396305258718694,10.476819976890445,-0.9865495083206168,0.8895277435028278
graetz_equal_groove_d14,256.0,-6.292087790861161,6.898088829268151,-0.9905137302734541,0.8889864490590046
