simulation_id,max_abs_sensor_delta_K,rms_sensor_delta_K,axial_offset_delta_K,mid_radial_offset_delta_K,dp1_delta_mbar
E67,2.584294288415549,2.188241457380238,-0.3173955755859197,-0.06063229687981675,0.05253564474386696
E72,0.7489930888781942,0.6011986533127186,-0.08058816785558065,-0.017635797429761624,0.05809195273669632
E77,0.6063727686442348,0.5479468026215139,-0.058992849771073,-0.013394744593313135,0.030576777647576048
