variant,simulation_id,z_mm,core_solid_K,edge_solid_K,core_gas_K,edge_gas_K,core_Nu,edge_Nu
graetz_fd298_prescribed,E67,45.5,641.1299981203189,640.3440138400485,618.582164588101,619.2345299921271,3.1631834759858783,3.1468792765284612
graetz_fd298_prescribed,E67,51.04545454545455,651.3866772736611,650.6075966359866,631.7505409376425,632.2447375404929,3.1413635433691978,3.1270027628622215
graetz_fd298_prescribed,E67,56.59090909090909,660.2901967945187,659.5177954997495,643.2422542347106,643.5888588335213,3.124080583074095,3.111260680760212
graetz_fd298_prescribed,E67,62.13636363636364,667.9920343616499,667.2261978251705,653.2391717861937,653.451086542787,3.1100864486399487,3.0985146603624547
graetz_fd298_prescribed,E67,67.68181818181819,674.6259433423137,673.8666018575938,661.9059664050499,661.9967036290814,3.0985461192720036,3.0880035677524384
graetz_fd298_prescribed,E67,73.22727272727273,680.3102487986605,679.5573400128094,669.3904246647103,669.3731199480111,3.0888811518050723,3.079200365573782
graetz_fd298_prescribed,E67,78.77272727272727,685.1494746832424,684.4029247677198,675.8243910208114,675.7112947875934,3.080678993749277,3.071729273646311
graetz_fd298_prescribed,E67,84.31818181818181,689.2354641270347,688.4951799737304,681.3248950412872,681.127147184601,3.073638040654497,3.065315623392232
graetz_fd298_prescribed,E67,89.86363636363637,692.6479791221501,691.913846711818,685.9952011264382,685.7227578368801,3.0675330719338736,3.0597543337394373
graetz_fd298_prescribed,E67,95.40909090909092,695.4546177817303,694.726504775099,689.9255851249114,689.5872141232762,3.0621928017789033,3.0548894482568127
graetz_fd298_prescribed,E67,100.95454545454547,697.709698570547,696.9874623956408,693.1936237451279,692.79691196039,3.0574849010539893,3.050600488755971
graetz_fd298_prescribed,E67,106.50000000000001,699.4514616985322,698.7349695333879,695.8636842641756,695.4150138609496,3.0533057831326094,3.046793153438732
graetz_fd298_prescribed,E67,112.04545454545456,700.696425291961,699.9856045290301,697.9850959664336,697.4895430951634,3.04957353110738,3.0433928793716576
graetz_fd298_prescribed,E67,117.59090909090911,701.4288221503368,700.7238085451313,699.5881052028103,699.0492022569856,3.046222980092929,3.0403403705439085
graetz_fd298_prescribed,E67,123.13636363636364,701.5812727036608,700.8830708211482,700.6760317207239,700.0953197294215,3.043202365864512,3.0375885553196666
graetz_fd298_prescribed,E67,128.6818181818182,700.9980163938114,700.3134592302499,701.2107398267054,700.5871720181556,3.0404712319595006,3.0351006857603386
graetz_fd298_prescribed,E67,134.22727272727275,699.3467911499863,698.7371284766389,701.085211286944,700.4164219510459,3.0379995804703896,3.032849472378213
graetz_fd298_prescribed,E72,0.9375,416.29659083398093,414.2523877017628,296.422,296.422,12.36868529127247,11.851793084854336
graetz_fd298_prescribed,E72,2.8125,415.75650937651284,414.7974711530653,358.00170395895435,358.92840314010186,6.934846055788134,6.646361619868332
graetz_fd298_prescribed,E72,4.6875,418.75551447820123,418.1424807068677,377.03376545086263,378.09559372638915,5.505516056117457,5.30705505196236
graetz_fd298_prescribed,E72,6.5625,423.00842635686433,422.50740908272917,388.40866040468967,389.5453653513051,4.833331280878044,4.682255383834175
graetz_fd298_prescribed,E72,8.4375,427.7089433821739,427.24347141250587,396.8929492745108,398.06749668364535,4.441064539550606,4.319323288044723
graetz_fd298_prescribed,E72,10.312499999999998,432.51163530152996,432.05737086280993,403.96061022390774,405.1518077536661,4.183582188400208,4.081820191299458
graetz_fd298_prescribed,E72,12.1875,437.2559394656447,436.8058365582034,410.218682743865,411.41541030532153,4.001478508521371,3.914208140256251
graetz_fd298_prescribed,E72,14.062499999999998,441.8656911431079,441.41831866121703,415.95705283757854,417.1535710487531,3.8658581962350134,3.7895803146835427
graetz_fd298_prescribed,E72,17.772727272727273,450.6768443730112,450.23574809734504,421.32704597087934,422.52008461351153,3.6849615928623805,3.623595723030537
graetz_fd298_prescribed,E72,23.31818181818182,462.0923475532598,461.66106185733497,435.58220741431717,436.7161035509644,3.5120513409319645,3.46530118826811
graetz_fd298_prescribed,E72,28.863636363636363,471.98893201808556,471.56896982899417,448.189264882414,449.2635347965433,3.4049150184058736,3.3673683429467762
graetz_fd298_prescribed,E72,34.40909090909091,480.5912369384034,480.1824464124467,459.3814613068265,460.38033114479174,3.3323845628156734,3.3011419084406954
graetz_fd298_prescribed,E72,39.95454545454545,488.08479940438014,487.6863393207219,469.2944309531806,470.2023807586963,3.280258731857996,3.2535856774104195
graetz_fd298_prescribed,E72,45.5,494.6179040089932,494.22878740360557,478.046575117827,478.853654115198,3.241135925550944,3.2179137495178076
graetz_fd298_prescribed,E72,51.04545454545455,500.3112746141472,499.9305738206694,485.7506637823836,486.4530028774885,3.2107833951579146,3.1902499669371704
graetz_fd298_prescribed,E72,56.59090909090909,505.26572367665045,504.89262539851865,492.51328259874555,493.1118655320738,3.186609454404857,3.1682235554956097
graetz_fd298_prescribed,E72,62.13636363636364,509.5671537430277,509.20095763718626,498.43324963243947,498.9323630237971,3.166941449733671,3.15030593907533
graetz_fd298_prescribed,E72,67.68181818181819,513.2897077058466,512.9298082577194,503.60077482932996,504.00667146900753,3.1506535814125827,3.1354691686320515
graetz_fd298_prescribed,E72,73.22727272727273,516.4977535813681,516.1436204139056,508.0972987074804,508.41720279839967,3.1369616414147927,3.1229977079605638
graetz_fd298_prescribed,E72,78.77272727272727,519.2471070494026,518.8982683613267,511.9957120068158,512.2371373220047,3.125303490263617,3.112378940470112
graetz_fd298_prescribed,E72,84.31818181818181,521.5856724260744,521.2417022918382,515.3607120706943,515.5310183139918,3.115266279899589,3.1032365622726905
graetz_fd298_prescribed,E72,89.86363636363637,523.5535172968478,523.2140264833345,518.2491143082428,518.3552251029529,3.106540453675569,3.095288520538971
graetz_fd298_prescribed,E72,95.40909090909092,525.1822461669002,524.8468764245708,520.7099590590152,520.7581757794882,3.098889742316645,3.088319601871252
graetz_fd298_prescribed,E72,100.95454545454547,526.4933585759243,526.1617816984655,522.7842293025292,522.7800852090677,3.0921310735523817,3.08216309287929
graetz_fd298_prescribed,E72,106.50000000000001,527.495014176355,527.1669401074794,524.5039154871032,524.4520188523421,3.086120838268478,3.0766882540113505
graetz_fd298_prescribed,E72,112.04545454545456,528.1762070600776,527.8514125292998,525.8900100694724,525.7938203513127,3.08074537610852,3.0717916510507557
graetz_fd298_prescribed,E72,117.59090909090911,528.4966543818516,528.1750677543654,526.9487461285953,526.810211321716,3.0759143807344707,3.067391156855593
graetz_fd298_prescribed,E72,123.13636363636364,528.3694868467057,528.0515098024254,527.6649404065795,527.4838966873365,3.071556449878112,3.0634219172219344
graetz_fd298_prescribed,E72,128.6818181818182,527.6311507156754,527.3197278195809,527.9905218390633,527.763759327038,3.0676163714577256,3.0598339061192914
graetz_fd298_prescribed,E72,134.22727272727275,525.9817940602634,525.7018177322475,527.8247427483193,527.5451815190081,3.064054073156573,3.0565909490918433
graetz_fd298_prescribed,E77,0.9375,376.8726667904756,375.8755700959899,297.13699999999994,297.13699999999994,10.875604611788456,10.409417741992048
graetz_fd298_prescribed,E77,2.8125,377.1142525305574,376.6351679652273,339.98935758833875,340.8161083839649,6.2540777108990895,6.007165387449097
graetz_fd298_prescribed,E77,4.6875,379.1711944965533,378.85856635346954,353.21664996530836,354.1227558544608,5.059711367942211,4.892634543590431
graetz_fd298_prescribed,E77,6.5625,381.8832520527407,381.6246314018372,361.01397882501254,361.9315095817431,4.503338691744661,4.377195962321653
graetz_fd298_prescribed,E77,8.4375,384.83102485155143,384.5894380314598,366.72183460349027,367.6224061808346,4.180492086588993,4.079304622905876
graetz_fd298_prescribed,E77,10.312499999999998,387.83055630139796,387.594156569201,371.39238411353546,372.26446885685385,3.9693658346521214,3.8850006679623768
graetz_fd298_prescribed,E77,12.1875,390.7941367267481,390.5594546399604,375.46728745808855,376.3078966114165,3.8204263205082833,3.7481730278220655
graetz_fd298_prescribed,E77,14.062499999999998,393.6788183726726,393.4451349030849,379.16133860362874,379.9713876194098,3.709695498593903,3.6465790649165966
graetz_fd298_prescribed,E77,17.772727272727273,399.20069640439965,398.9694510803696,382.5886354376286,383.3704440775493,3.5609170554681553,3.5102229784184327
graetz_fd298_prescribed,E77,23.31818181818182,406.3954561637054,406.1677460425762,391.5329219046263,392.2148293684341,3.420508720293729,3.3817961707294897
graetz_fd298_prescribed,E77,28.863636363636363,412.65379214992464,412.43061141665976,399.3943013320396,400.00648147979024,3.333371794521865,3.302178035737337
graetz_fd298_prescribed,E77,34.40909090909091,418.09865661270305,417.8801144247844,406.340833798544,406.8895402944759,3.274226132761753,3.24817873740461
graetz_fd298_prescribed,E77,39.95454545454545,422.83577240107536,422.6216055699086,412.4672060355918,412.9522195822358,3.2315874642445412,3.2092737792617174
graetz_fd298_prescribed,E77,45.5,426.9530590051755,426.7429161501282,417.8525665618361,418.2735489639082,3.1994804262087437,3.179991547922572
graetz_fd298_prescribed,E77,51.04545454545455,430.5244040693406,430.31794629061943,422.57039419141506,422.9285774537693,3.174489817636273,3.157207175090006
graetz_fd298_prescribed,E77,56.59090909090909,433.61286083685036,433.40978701677983,426.6891905047383,426.98735046072017,3.1545238632856933,3.1390081451572924
graetz_fd298_prescribed,E77,62.13636363636364,436.2728188862369,436.07286538999443,430.27193303333866,430.5138933075518,3.138231261934094,3.1241598160466983
graetz_fd298_prescribed,E77,67.68181818181819,438.5514075494519,438.3543415141888,433.3757358403107,433.5658606898814,3.124701251276811,3.111830560718965
graetz_fd298_prescribed,E77,73.22727272727273,440.4893789490656,440.29499160336474,436.0518074093707,436.19461212281,3.1132983744858356,3.1014404373889404
graetz_fd298_prescribed,E77,78.77272727272727,442.12161007250916,441.9297117347942,438.34557063851946,438.4454560070011,3.1035663143854118,3.092573172564354
graetz_fd298_prescribed,E77,84.31818181818181,443.47727240950485,443.2876893099641,440.2968111109368,440.35789225145817,3.0951693400976246,3.084922604806049
graetz_fd298_prescribed,E77,89.86363636363637,444.5796467906767,444.3922196773001,441.9397451437804,441.9657402068909,3.0878552850307885,3.0782588440297403
graetz_fd298_prescribed,E77,95.40909090909092,445.4454956736315,445.2600805768631,443.30290845704985,443.29705697087894,3.0814313836716343,3.072406198077733
graetz_fd298_prescribed,E77,100.95454545454547,446.0838297961321,445.9003022422829,444.40875400790355,444.37373925560826,3.0757480762000213,3.0672283866246945
graetz_fd298_prescribed,E77,106.50000000000001,446.49380496800234,446.31207074660216,445.2728119219803,445.2106639341176,3.070687917617311,3.062618421462644
graetz_fd298_prescribed,E77,112.04545454545456,446.6613382832048,446.48135800089466,445.90220088261003,445.81415551896555,3.0661578638542974,3.0584915730195847
graetz_fd298_prescribed,E77,117.59090909090911,446.55381159592315,446.3756593323055,446.2931791838638,446.1794643853316,3.0620838703807958,3.054780450291991
graetz_fd298_prescribed,E77,123.13636363636364,446.11186310201117,445.93591388919805,446.42726763822367,446.2867827185276,3.0584071437339526,3.051431591828771
graetz_fd298_prescribed,E77,128.6818181818182,445.2363662823823,445.06437480627073,446.2652252639583,446.0950997191764,3.0550816506808385,3.0484032042177374
graetz_fd298_prescribed,E77,134.22727272727275,443.76388076262447,443.6087303015814,445.7376025515962,445.532953827899,3.0520727008315824,3.045663844342355
graetz_capuano366_prescribed,E67,0.9375,498.2167328935401,494.698806702058,296.33849999999995,296.33849999999995,9.559017783598069,9.204496398164236
graetz_capuano366_prescribed,E67,2.8125,496.9713083299713,495.3022135335709,404.98428895589797,406.71077749957595,6.229529604923304,6.0280330781914016
graetz_capuano366_prescribed,E67,4.6875,502.12213803431683,501.0506073121675,440.83480990075554,442.82267252169646,5.29170060468222,5.156239109819814
graetz_capuano366_prescribed,E67,6.5625,509.5983928795273,508.722453263239,461.88136624888676,463.90701485006355,4.844629407525318,4.744287708317698
graetz_capuano366_prescribed,E67,8.4375,517.9274809746008,517.1122689378822,477.2426857385296,479.1996977942217,4.580879081798361,4.502063728128268
graetz_capuano366_prescribed,E67,10.312499999999998,526.4773398716338,525.6781029110431,489.86081961781434,491.70801217515117,4.406507394750468,4.342103579899827
graetz_capuano366_prescribed,E67,12.1875,534.9586116388213,534.1614799173883,500.9598711036089,502.6896486506258,4.282904982000193,4.228764965141474
graetz_capuano366_prescribed,E67,14.062499999999998,543.2383663835969,542.4400147016254,511.117008252385,512.7362199368373,4.1910980253199375,4.1446124995065325
graetz_capuano366_prescribed,E67,17.772727272727273,559.1706975793542,558.3708274041913,520.6252753550087,522.1451852548516,4.039984580051193,4.004136439552004
graetz_capuano366_prescribed,E67,23.31818181818182,579.7307893816861,578.9284079169817,545.3014726911795,546.4542408226049,3.932345403234805,3.9056332274927428
graetz_capuano366_prescribed,E67,28.863636363636363,597.6887698527087,596.8900496684658,567.311862215139,568.2431433412125,3.8707376489670606,3.8497086255915054
graetz_capuano366_prescribed,E67,34.40909090909091,613.4129107477783,612.6195130779465,586.7838990758538,587.5282914526007,3.832066060379884,3.8147845433080025
graetz_capuano366_prescribed,E67,39.95454545454545,627.1774271356874,626.389578210624,603.9239642111767,604.4948296289646,3.8061333267821613,3.7914447862911675
graetz_capuano366_prescribed,E67,45.5,639.2069307732102,638.4246588862968,618.9580981289513,619.3680232326111,3.7878400498889087,3.775023363448188
graetz_capuano366_prescribed,E67,51.04545454545455,649.6947516753225,648.9181461451097,632.1061311276749,632.3696708262472,3.774398910319802,3.762985039358333
graetz_capuano366_prescribed,E67,56.59090909090909,658.8109839477744,658.0401839618479,643.5721095944544,643.7047551190898,3.764181083450155,3.7538532569450433
graetz_capuano366_prescribed,E67,62.13636363636364,666.7065891638587,665.9417345297067,653.541456278964,653.5584116506903,3.7561839465171536,3.7467206662938835
graetz_capuano366_prescribed,E67,67.68181818181819,673.5159113539422,672.7571092330055,662.1808540615735,662.0962853516129,3.749764172666997,3.7410056125738733
graetz_capuano366_prescribed,E67,73.22727272727273,679.3584637843921,678.605774493566,669.6392085917478,669.4659098458621,3.7444948518417736,3.736322414309284
graetz_capuano366_prescribed,E67,78.77272727272727,684.3402851100519,683.5937199189766,676.0489789059733,675.7982932576847,3.740084936937846,3.732408413972641
graetz_capuano366_prescribed,E67,84.31818181818181,688.5549288149649,687.8144534080855,681.5275367304113,681.2094066384301,3.7363319899134217,3.7290812401227784
graetz_capuano366_prescribed,E67,89.86363636363637,692.0840180450253,691.3495579633023,686.1783583988434,685.8014261592245,3.733093772980004,3.7262131499252886
graetz_capuano366_prescribed,E67,95.40909090909092,694.9971705327035,694.2686174506683,690.0918866579501,689.6635984636433,3.730271243673023,3.7237157327491217
graetz_capuano366_prescribed,E67,100.95454545454547,697.3509120876527,696.6281325235483,693.3458575461896,692.8725406578064,3.727799200181478,3.721531616467737
graetz_capuano366_prescribed,E67,106.50000000000001,699.1858791561058,698.4687317956357,696.0047633954046,695.4916498020293,3.7256430595588186,3.7196318666785935
graetz_capuano366_prescribed,E67,112.04545454545456,700.5210436422325,699.8094230532851,698.1178763272827,697.5690395617805,3.7238020099769846,3.7180194002714915
graetz_capuano366_prescribed,E67,117.59090909090911,701.3426567063084,700.6366290925511,699.7148006642273,699.132955833464,3.722320775437166,3.7167405712156145
graetz_capuano366_prescribed,E67,123.13636363636364,701.5835733899613,700.8840155723051,700.7966861077006,700.18278884037,3.721315579641854,3.715909694486553
graetz_capuano366_prescribed,E67,128.6818181818182,701.0832394020537,700.3967618584895,701.3196138019171,700.672346896756,3.7210295613076836,3.7157540673198812
graetz_capuano366_prescribed,E67,134.22727272727275,699.4921707373423,698.8798051156601,701.162588839105,700.4800102427408,3.721988239178326,3.716669490603282
graetz_capuano366_prescribed,E72,0.9375,416.56351717535244,414.4406447697119,296.422,296.422,11.196180662309741,10.777421225021552
graetz_capuano366_prescribed,E72,2.8125,414.9390888160434,413.9639232671753,354.028156629468,355.1128320885983,7.115610696274704,6.861146466515307
graetz_capuano366_prescribed,E72,4.6875,417.271353848906,416.66839928120027,374.5069106590575,375.80678140858436,5.902558421636233,5.724436343725648
graetz_capuano366_prescribed,E72,6.5625,421.12385027000346,420.6424201271029,386.8455390985969,388.2255253580055,5.311612196977585,5.176053373677827
graetz_capuano366_prescribed,E72,8.4375,425.585346104029,425.1420763485898,395.9344217282669,397.3264862610812,4.959709536053165,4.85109585762218
graetz_capuano366_prescribed,E72,10.312499999999998,430.2502590251263,429.8180051234867,403.39404822219547,404.76430929970695,4.7257052544279095,4.635581841607093
graetz_capuano366_prescribed,E72,12.1875,434.9233809386482,434.49398919661246,409.91826181872136,411.25198820442785,4.55890432277726,4.482204485814243
graetz_capuano366_prescribed,E72,14.062499999999998,439.5081718861023,439.07981751928133,415.84665050375,417.1390109436541,4.434215179344632,4.3676770303728905
graetz_capuano366_prescribed,E72,17.772727272727273,448.3374638242712,447.9117995960447,421.35948309547086,422.61021959734904,4.2447099212778046,4.192352711285491
graetz_capuano366_prescribed,E72,23.31818181818182,459.84929151921716,459.42916258776194,435.7546974514127,436.8459801548749,4.091596207721219,4.052234181787321
graetz_capuano366_prescribed,E72,28.863636363636363,469.8921158328207,469.48029941065647,448.45561827989803,449.4265757964299,3.9997995368986006,3.9685369613780117
graetz_capuano366_prescribed,E72,34.40909090909091,478.668499044055,478.26560968960354,459.70198025735925,460.56070391274653,3.9398714661451546,3.9140441481169423
graetz_capuano366_prescribed,E72,39.95454545454545,486.3469485127062,485.9526641755957,469.6404482305845,470.38767239204,3.898295742208109,3.876304812663158
graetz_capuano366_prescribed,E72,45.5,493.0645401347676,492.67827295390254,478.3990912951645,479.0365130825755,3.868080944222131,3.848905892438483
graetz_capuano366_prescribed,E72,51.04545454545455,498.93534590080674,498.55648987289493,486.09781092042164,486.6298815710475,3.8452944587409528,3.8282548735751334
graetz_capuano366_prescribed,E72,56.59090909090909,504.0566270504133,503.68462701717954,492.8480815999085,493.28152339680867,3.827579531180409,3.812205761877455
graetz_capuano366_prescribed,E72,62.13636363636364,508.51271121111967,508.1470692800399,498.7519603679866,499.0947959824241,3.813451400080346,3.799409483248081
graetz_capuano366_prescribed,E72,67.68181818181819,512.377391257241,512.0176566114595,503.9017714328703,504.16248161940734,3.801936116638686,3.788982179978429
graetz_capuano366_prescribed,E72,73.22727272727273,515.7154460489177,515.3612037005715,508.38033274755276,508.56727657988165,3.7923734339863238,3.7803250468564062
graetz_capuano366_prescribed,E72,78.77272727272727,518.5835955919545,518.2344578628462,512.2614452511166,512.3825115272087,3.7843037911487696,3.7730214439591867
graetz_capuano366_prescribed,E72,84.31818181818181,521.0310042065641,520.6866048545297,515.6104337004937,515.6728538066245,3.7774010075833244,3.766775819134146
graetz_capuano366_prescribed,E72,89.86363636363637,523.0993014458342,522.7592916119172,518.4845830729528,518.4948400270096,3.7714312671528183,3.7613766025408357
graetz_capuano366_prescribed,E72,95.40909090909092,524.8219515757177,524.4859972335129,520.9333239200013,520.8971055464262,3.7662282582707127,3.756673831447526
graetz_capuano366_prescribed,E72,100.95454545454547,526.2226188401365,525.8904007734677,522.9979796428925,522.9201336030486,3.761679279942218,3.7525668224876823
graetz_capuano366_prescribed,E72,106.50000000000001,527.3118873380562,526.9831074997155,524.7107867739295,524.5952373098257,3.757720121834082,3.748999977420315
graetz_capuano366_prescribed,E72,112.04545454545456,528.0812109044697,527.7556159497869,526.092706436435,525.9422850546156,3.754338817610274,3.745966941432828
graetz_capuano366_prescribed,E72,117.59090909090911,528.4921375092583,528.1695942494133,527.1492039372444,526.9653264331076,3.7515907962505852,3.7435255959615628
graetz_capuano366_prescribed,E72,123.13636363636364,528.4573682537088,528.1381708682021,527.8625804832212,527.6446705629905,3.749631529504795,3.741829465314819
graetz_capuano366_prescribed,E72,128.6818181818182,527.8070129745556,527.4939394684767,528.1783936462513,527.9229544035643,3.748780708124218,3.7411852834177726
graetz_capuano366_prescribed,E72,134.22727272727275,526.2212087048257,525.9390641045428,527.9813665485459,527.6812162959164,3.7496667946643685,3.7421416642107257
graetz_capuano366_prescribed,E77,0.9375,376.08676628796826,375.06840267826635,297.13699999999994,297.13699999999994,10.393063497488521,9.985953943398162
graetz_capuano366_prescribed,E77,2.8125,375.98551650854387,375.50584627725806,338.24679320695725,339.15635828127404,6.6223198845317865,6.397115292909739
graetz_capuano366_prescribed,E77,4.6875,377.864467814476,377.5599572265447,352.28975729229154,353.31346530682345,5.565211184358202,5.411635123237002
graetz_capuano366_prescribed,E77,6.5625,380.4949661780143,380.2471009219374,360.5814810792279,361.60354096979137,5.060733794239436,4.944963961431949
graetz_capuano366_prescribed,E77,8.4375,383.41420449717396,383.1834380371158,366.5738559487978,367.5500654151973,4.763582072072752,4.6710801171637115
graetz_capuano366_prescribed,E77,10.312499999999998,386.4150539105155,386.18856488182354,371.4138167529881,372.3295737371199,4.567216697318486,4.490424587362647
graetz_capuano366_prescribed,E77,12.1875,389.3976347171996,389.1716793062258,375.5954326579954,376.44994687009773,4.4277222877164775,4.3622264694179025
graetz_capuano366_prescribed,E77,14.062499999999998,392.3126192622564,392.0865013934097,379.3615936095328,380.15985040555455,4.323601021902624,4.2666095756271
graetz_capuano366_prescribed,E77,17.772727272727273,397.91052040519304,397.6848323746881,382.8415237540278,383.5902302411605,4.167595113189346,4.122506462529202
graetz_capuano366_prescribed,E77,23.31818181818182,405.20811317764685,404.98386384208715,391.7981558963814,392.39646235755845,4.038656776123127,4.004354113106816
graetz_capuano366_prescribed,E77,28.863636363636363,411.5748162141671,411.35392496243867,399.6824734551532,400.1906534435691,3.9605775082326526,3.9330691327695253
graetz_capuano366_prescribed,E77,34.40909090909091,417.1315793378084,416.91457347174855,406.6410028355132,407.07786897523516,3.9090004911866427,3.8861056596265935
graetz_capuano366_prescribed,E77,39.95454545454545,421.979513882777,421.76634682212466,412.7677994772097,413.1398297396708,3.872792907177771,3.8531958932867374
graetz_capuano366_prescribed,E77,45.5,426.20305591961227,425.99351855775734,418.1455322453792,418.4565677622959,3.846188466124591,3.8290434274287715
graetz_capuano366_prescribed,E77,51.04545454545455,429.8741160189037,429.6679755005319,422.8510431337623,423.10501057123173,3.8259276883970017,3.8106653160013555
graetz_capuano366_prescribed,E77,56.59090909090909,433.0549058537182,432.8519420231707,426.9552549570377,427.15657086080984,3.8100437053221348,3.7962664976823057
graetz_capuano366_prescribed,E77,62.13636363636364,435.79971055909976,435.59972055395025,430.5227321275384,430.67608574736516,3.7972877546047688,3.784709402878252
graetz_capuano366_prescribed,E77,67.68181818181819,438.15600992936135,437.9588052856695,433.6115912415381,433.721660331522,3.7868342824988486,3.775242896229382
graetz_capuano366_prescribed,E77,73.22727272727273,440.1651878543669,439.9705912813906,436.27366898588775,436.3449099249144,3.7781196017414533,3.767354552817802
graetz_capuano366_prescribed,E77,78.77272727272727,441.8629359486871,441.67077923356777,438.55478786628004,438.5913084661713,3.7707490503418715,3.7606859138614075
graetz_capuano366_prescribed,E77,84.31818181818181,443.27937042599524,443.0894934259992,440.4949966507171,440.500486761108,3.7644414770301604,3.7549819380090703
graetz_capuano366_prescribed,E77,89.86363636363637,444.4388169098526,444.2510675233557,442.12868882618704,442.1063816320159,3.758995241089659,3.750060120876952
graetz_capuano366_prescribed,E77,95.40909090909092,445.35915465152425,445.17339013186734,443.48450447386926,443.4371459496291,3.7542673859636717,3.7457916582247424
graetz_capuano366_prescribed,E77,100.95454545454547,446.05053216230044,445.8666230515326,444.58489887976236,444.5147065298386,3.750161544310408,3.7420906167275083
graetz_capuano366_prescribed,E77,106.50000000000001,446.5131527212841,446.3309924646559,445.44521280741344,445.35380555535073,3.7466223545018362,3.7389091198794575
graetz_capuano366_prescribed,E77,112.04545454545456,446.7336572931839,446.55318470653737,446.07199717379797,445.9602756787566,3.7436356261875154,3.736237899876558
graetz_capuano366_prescribed,E77,117.59090909090911,446.6793676310335,446.5006225463632,446.4602143941928,446.3281653260184,3.7412346976436144,3.7341126693876907
graetz_capuano366_prescribed,E77,123.13636363636364,446.2892115580395,446.11251882274576,446.5887346770576,446.4351263232145,3.739514852117025,3.7326279188917413
graetz_capuano366_prescribed,E77,128.6818181818182,445.45912610376826,445.28617538469786,446.41321296806507,446.2351730977506,3.7386608757772963,3.731960775407081
graetz_capuano366_prescribed,E77,134.22727272727275,444.01467773085926,443.85835363998433,445.85471638293114,445.6475634159636,3.7390103627849633,3.7324019668646224
graetz_fd361_equal_open,E67,0.9375,492.0229177830347,487.48544510500545,296.33849999999995,296.33849999999995,11.755426561444722,11.768643298027456
graetz_fd361_equal_open,E67,2.8125,493.4641341641265,490.956701663507,419.39566279125074,415.91694605423953,6.581504757223171,6.603485076966614
graetz_fd361_equal_open,E67,4.6875,500.1222490086333,498.39829990152776,450.5373846250649,447.40068772661584,5.4471626616515865,5.459808919922989
graetz_fd361_equal_open,E67,6.5625,508.4721115808969,507.0741900146719,468.6385210028058,465.98007094857246,4.936027274384411,4.944204968904474
graetz_fd361_equal_open,E67,8.4375,517.320047300153,516.0699669733131,482.193431473631,479.9332561722382,4.644054533287107,4.649817363281948
graetz_fd361_equal_open,E67,10.312499999999998,526.1822679721046,525.0072157339929,493.6788095373681,491.7207574425142,4.454875867020669,4.4592045405271
graetz_fd361_equal_open,E67,12.1875,534.8529230207821,533.7210659572193,504.05067052243925,502.3155982471858,4.322269736886383,4.325682349761859
graetz_fd361_equal_open,E67,14.062499999999998,543.2477019145972,542.1435133790582,513.7288897421477,512.1573371438438,4.22418318467599,4.226975295487497
graetz_fd361_equal_open,E67,17.772727272727273,559.3190366361127,558.251591866543,522.9118550829372,521.4604143863879,4.095497675431551,4.0976246293380845
graetz_fd361_equal_open,E67,23.31818181818182,579.9737259278248,578.9437655157424,547.1000503557007,545.8586950996231,3.9725512787773325,3.97401829385909
graetz_fd361_equal_open,E67,28.863636363636363,597.992944660023,596.9926984639599,568.8718387215556,567.7291462696217,3.8971346630796972,3.8982469815914085
graetz_fd361_equal_open,E67,34.40909090909091,613.7572045111865,612.783244269778,588.1734080187299,587.0884479809403,3.846582462888284,3.847473050466271
graetz_fd361_equal_open,E67,39.95454545454545,627.5459059653529,626.596416980119,605.1702481649679,604.1269235783751,3.810567848108565,3.8113066278678827
graetz_fd361_equal_open,E67,45.5,639.5878898045165,638.6615871961135,620.0786332489663,619.0699072110546,3.7837384856173517,3.784367073298551
graetz_fd361_equal_open,E67,51.04545454545455,650.0799450041294,649.1756773695578,633.1155314670382,632.1376960209417,3.763055877809604,3.763601168624616
graetz_fd361_equal_open,E67,56.59090909090909,659.1948023370833,658.3114255033299,644.4834769556144,643.5340448601607,3.746673411725463,3.747153805538699
graetz_fd361_equal_open,E67,62.13636363636364,667.085344534263,666.2216978371633,654.3665557571939,653.4434954693171,3.7334076325608025,3.7338362499343436
graetz_fd361_equal_open,E67,67.68181818181819,673.8872799695114,673.0421976184253,662.930131319126,662.031602377058,3.722467082850252,3.7228535820379745
graetz_fd361_equal_open,E67,73.22727272727273,679.7210741720738,678.8934050354694,670.3218441049369,669.4461158041464,3.713303622911653,3.7136552971001517
graetz_fd361_equal_open,E67,78.77272727272727,684.6934187467045,683.8820448455715,676.6729853213293,675.818419078323,3.705526363517786,3.7058488377018843
graetz_fd361_equal_open,E67,84.31818181818181,688.8983027293881,688.1021539061959,682.0998742995428,681.2649253719313,3.6988495532165566,3.6991472445655305
graetz_fd361_equal_open,E67,89.86363636363637,692.417624372919,691.6356899033775,686.7050470822616,685.8882702773369,3.693059809844784,3.6933362416369495
graetz_fd361_equal_open,E67,95.40909090909092,695.3211538677311,694.5524939664084,690.578100544541,689.7781559595257,3.6879948456085234,3.6882528670294508
graetz_fd361_equal_open,E67,100.95454545454547,697.6654702579513,696.9092332921014,693.7959909762005,693.0116509356579,3.683529277368095,3.6837712208725284
graetz_fd361_equal_open,E67,106.50000000000001,699.4911775335786,698.7466345459467,696.4224579204835,695.652620008107,3.679564955258409,3.679792751363865
