variant,simulation_id,irradiance_kW_m2,mean_flow_lpm,model_T8_K,observed_T8_K,model_T12_K,observed_T12_K,model_T11_K,observed_T11_K,model_T9_K,observed_T9_K,model_T10_K,observed_T10_K,model_T3_K,observed_T3_K,model_T2_K,observed_T2_K,model_T12_minus_T8_K,observed_T12_minus_T8_K,model_T12_minus_T9_K,observed_T12_minus_T9_K,model_T11_minus_T10_K,observed_T11_minus_T10_K,model_dp1_mbar,observed_dp1_mbar,mean_Nu_5mm,mean_Nu_58mm,mean_Nu_107mm,core_mass_flux_kg_m2s,edge_mass_flux_kg_m2s,core_to_edge_mass_flux_ratio,max_groove_dp_Pa,pressure_equalization_error,nz
graetz_equal_groove_d12,E67,456.0,15.2805125,516.103005535603,931.6279999999999,664.8365512107557,991.103,699.0734048485469,878.055,663.1633860813099,966.6659999999999,699.1729777203742,824.995,699.0242342000922,763.414,331.10482416207054,326.43699999999995,148.73354567515275,59.47500000000002,1.673165129445806,24.437000000000012,-0.09957287182726304,53.059999999999945,1.5090771269549261,2.712,6.07861212360202,3.8053471350990606,3.7095652685932152,3.1157450226108745,0.7300168133448193,4.268045565053541,153.9968036148906,4.442733066914973e-6,30
graetz_equal_groove_d12,E68,456.0,12.499871559633025,557.8174985158698,1012.649,737.6776628751736,1047.717,776.62728911868,898.751,736.5652577967022,1020.928,777.1235046213958,850.0989999999999,776.2509974388277,773.207,343.7591795263327,338.52,179.86016435930378,35.0680000000001,1.1124050784713972,26.7890000000001,-0.4962155027158133,48.652000000000044,1.3389163934416852,2.004,5.5353356670721,3.75444271471821,3.6836799595673453,2.386284131205109,0.6476514104544169,3.684519314998173,134.55890973142263,6.495076279005054e-6,30
graetz_equal_groove_d12,E69,456.0,10.499733944954128,598.801740011325,1058.429,808.3526657970058,1070.73,849.0515876668137,896.755,807.7968058999312,1044.378,849.9390144853633,852.837,847.3475143859519,769.76,353.9715472088122,344.308,209.55092578568076,12.30099999999993,0.5558598970745834,26.35200000000009,-0.8874268185495566,43.918000000000006,1.1984816804123724,1.542,5.147359665360799,3.721439207205374,3.6669996302561416,1.8934801233431628,0.5818136909942098,3.2544440817601985,118.53106034970219,2.8340813961887977e-6,30
graetz_equal_groove_d12,E70,456.0,9.107139705882352,642.5730178629933,1152.474,875.876568952902,1120.277,915.0536498462396,912.173,875.8606320852575,1093.725,916.3041955940139,871.483,911.2998022596114,779.518,366.18193435832427,352.421,233.30355108990864,-32.19699999999989,0.015936867644427366,26.552000000000135,-1.2505457477742539,40.690000000000055,1.093473278992077,1.314,4.866794348793176,3.699630622400967,3.6560466287058717,1.5587447332178483,0.5309149461315092,2.9359594122854897,106.15262212042589,4.2170624423331895e-6,30
graetz_equal_groove_d12,E71,456.0,7.126846153846151,733.7634709660435,1203.298,1003.2834242953029,1120.348,1030.83536540103,882.823,1004.3085167960448,1095.306,1032.7392171566246,847.476,1021.4845194127212,753.56,390.9892050842641,356.00399999999996,269.51995332925935,-82.95000000000005,-1.0250925007419482,25.041999999999916,-1.9038517555945873,35.34699999999998,0.9189048551326507,0.825,4.489943918482976,3.672164661500239,3.6423052952082955,1.1195009379580818,0.4513384857633727,2.4804021222887975,86.01960705412613,7.687011664538797e-6,30
graetz_equal_groove_d12,E72,304.0,18.707575757575754,428.92180029811516,737.656,509.8552527375926,797.899,527.9807999305148,733.977,508.552901553508,771.112,527.8297848262415,684.1869999999999,526.3122362542113,652.9549999999999,313.52435921590217,309.928,80.93345243947743,60.24300000000005,1.302351184084614,26.787000000000035,0.15101510427325593,49.79000000000008,1.1588609258513798,2.485,6.819370717622678,3.8993283665805953,3.7592419976499216,4.009904326260867,0.7848455027246809,5.109163921230389,134.0728887903123,9.184810115404701e-6,30
graetz_equal_groove_d12,E73,304.0,13.170870967741934,469.3595732676956,837.694,582.0299754551262,894.482,607.2067309279777,791.76,581.1725421643106,867.5509999999999,607.3690788609836,747.4,605.4834488160989,694.626,323.6531051577111,325.12,112.67040218743057,56.78800000000001,0.8574332908156066,26.93100000000004,-0.1623479330058899,44.360000000000014,0.8713696267611172,1.827,5.864165195670545,3.7917869829813045,3.7032500527363688,2.630523747248128,0.6462398206990407,4.0705070517051665,104.5091604016635,4.162630885860537e-6,30
graetz_equal_groove_d12,E74,304.0,9.023245901639344,537.4992121903215,948.538,694.1209697644331,962.509,723.1293891347107,804.0,693.94007757484,935.491,723.7615664213494,767.8009999999999,718.9721388018233,697.672,337.5446658548942,333.964,156.6217575741116,13.971000000000004,0.18089218959312348,27.01800000000003,-0.6321772866386937,36.19900000000007,0.6143863328151625,1.071,5.014414644501497,3.7142244442699495,3.6635854730501585,1.5923686230055996,0.5095385866606115,3.1251188127705607,77.16738013547635,3.194797430584993e-6,30
graetz_equal_groove_d12,E75,304.0,6.944410852713178,605.4091492682685,1008.725,792.6468124074463,979.689,817.7463302882799,788.678,793.0488340336927,954.178,818.7700693595446,757.393,810.0011489144674,681.066,351.03994619249465,336.517,187.2376631391778,-29.036000000000058,-0.40202162624643734,25.510999999999967,-1.0237390712646857,31.284999999999968,0.46940128283934257,0.651,4.585341387024461,3.680609410439095,3.6465707208364804,1.1191278151248802,0.4280043063785309,2.6147583060417,61.36291402831264,6.316474692773304e-6,30
graetz_equal_groove_d12,E76,304.0,4.526673611111114,761.6061996435039,1067.693,975.8783570360856,970.472,973.7585567533522,751.1579999999999,977.3999448793965,947.353,975.4350654879754,726.308,956.7040464595614,647.019,381.58314490278553,338.123,214.27215739258168,-97.221,-1.52158784331084,23.119000000000028,-1.6765087346232121,24.84999999999991,0.2532546041957422,0.174,4.129980157569966,3.647977898933209,3.630104844371966,0.6303429808354586,0.31460798649616994,2.003582260754631,39.181278834236345,5.128314371575269e-6,30
