variant,simulation_id,time_s,flow_lpm,model_T8_K,observed_T8_K,model_T12_K,observed_T12_K,model_T11_K,observed_T11_K,model_T9_K,observed_T9_K,model_T10_K,observed_T10_K,model_T3_K,observed_T3_K,model_T2_K,observed_T2_K,model_dp1_mbar,observed_dp1_mbar
graetz_fd361_prescribed,E67,400.0,15.283999999999999,496.6664427338408,903.242,647.7956790439059,877.372,672.8729268459643,644.2819999999999,648.8796069865929,831.799,673.9677378046202,572.938,656.6838619463354,461.29599999999994,295.38375463906254,293.70799999999997,1.885649756196747,1.538
graetz_fd361_prescribed,E67,450.0,15.280000000000001,496.8865034410731,918.233,649.006449538451,900.886,675.96915339812,666.63,650.0577924868064,857.492,677.0256688756992,592.479,662.6911223991128,478.52299999999997,296.1857930923099,293.78099999999995,1.897008865087904,1.614
graetz_fd361_prescribed,E67,500.0,15.284,497.0598398146269,930.434,650.0504012645441,919.933,678.3817721119691,685.787,651.0749698849473,878.2909999999999,679.4060178331338,609.479,667.3407858738533,494.013,297.09682390526,293.83799999999997,1.907316789985141,1.707
graetz_fd361_prescribed,E67,550.0,15.283,497.2321162291333,938.485,650.917512620927,935.644,680.361817110586,703.467,651.9193219365864,895.824,681.3586928796792,625.688,671.081556195823,510.158,298.0938276009243,293.935,1.9151369926034203,1.761
graetz_fd361_prescribed,E67,600.0,15.276000000000002,497.45741956312247,945.481,651.7162006121132,947.425,682.034574200735,718.056,652.6988834250785,908.976,683.0079731771167,639.185,674.1663239675202,522.261,299.1538221858315,294.03099999999995,1.9210383396351718,1.819
graetz_fd361_prescribed,E67,650.0,15.271,497.6726216648932,950.697,652.4837603744857,957.418,683.5173143865683,730.835,653.4499474141771,919.996,684.4705811925023,651.1659999999999,676.7862773455136,536.413,300.2555183168289,294.145,1.9266254099343785,1.877
graetz_fd361_prescribed,E67,700.0,15.281,497.760232305495,955.255,653.1135837455456,966.3199999999999,684.8357856705791,743.392,654.0645640528688,930.026,685.7713089188012,663.016,679.0616837607196,550.509,301.3803213809176,294.32599999999996,1.9336202104433422,1.934
graetz_fd361_prescribed,E67,750.0,15.285999999999998,497.82957556863823,955.7379999999999,653.5647368434152,972.053,685.9355952544624,753.972,654.5015577213134,936.941,686.8547532279749,673.497,681.0059302226929,562.942,302.5125159470543,294.496,1.9387039904988974,1.981
graetz_fd361_prescribed,E67,800.0,15.292000000000002,497.8854778897868,959.4789999999999,653.9472050642178,977.4549999999999,686.8463872944424,763.094,654.8712889494739,942.962,687.7504580435715,682.845,682.6415960908922,574.229,303.6392894216457,294.692,1.9432566081522666,2.029
graetz_fd361_prescribed,E67,850.0,15.281,498.08794608270534,961.689,654.3550676007314,982.935,687.6520546194959,772.385,655.2682769806449,949.114,688.5426068056144,692.27,684.0421935373101,586.5219999999999,304.75046897842105,294.95399999999995,1.94502758584543,2.07
graetz_fd361_prescribed,E67,900.0,15.277,498.27693889120184,962.116,654.8613336028882,986.364,688.456149533924,780.284,655.7653516451315,953.384,689.3350246762269,700.508,685.3124586829497,596.6769999999999,305.8383244965684,295.22999999999996,1.9481734407899434,2.108
graetz_fd361_prescribed,E67,950.0,15.287999999999998,498.30353978228584,963.689,655.2603078087543,989.629,689.2421453583336,787.754,656.1550931148311,957.206,690.1105072664185,708.5129999999999,686.5089008341911,606.607,306.8971564693345,295.532,1.953159400207495,2.139
graetz_fd361_prescribed,E67,1000.0,15.282,498.386544197405,965.2819999999999,655.5414004969118,994.1569999999999,689.9038291663694,794.189,656.4274088551073,961.788,690.7620478636853,715.48,687.5695660969532,614.825,307.9228178112414,295.83,1.9547955137187758,2.183
graetz_fd361_prescribed,E67,1050.0,15.291,498.37687923392207,963.408,655.8092597878976,997.732,690.4783799250303,801.0699999999999,656.6871347177744,964.0079999999999,691.3270873521147,723.037,688.4899598302277,622.938,308.9124889734411,296.166,1.9585077418821975,2.222
graetz_fd361_prescribed,E67,1100.0,15.279,498.4779895128941,963.127,656.0415047140913,998.2529999999999,690.9868940632986,807.693,656.9120873665386,966.021,691.8267491105064,730.351,689.3003276859497,631.546,309.8644662890663,296.543,1.9586482422292697,2.238
graetz_fd361_prescribed,E67,1150.0,15.279,498.531628960489,960.8299999999999,656.344856164016,997.732,691.4872775833559,812.467,657.2091043504025,966.443,692.319245451581,735.948,690.0403400091806,638.8399999999999,310.7779053539208,296.935,1.960871982061613,2.272
graetz_fd361_prescribed,E67,1200.0,15.278999999999998,498.5424368191393,959.7379999999999,656.5735827603105,997.293,691.972417462352,816.3919999999999,657.4315200406029,966.6179999999999,692.797119788109,740.795,690.7427902902748,645.547,311.6526410974302,297.36499999999995,1.9627622739436879,2.3
graetz_fd361_prescribed,E67,1250.0,15.276,498.60553257250365,959.459,656.7717799387034,998.155,692.3967725762808,820.221,657.6238806897379,967.732,693.2145164345935,745.568,691.3764436553379,651.79,312.48909001547935,297.842,1.9640005944600727,2.315
graetz_fd361_prescribed,E67,1300.0,15.281999999999998,498.6247759347267,958.593,656.9578955352899,999.324,692.7813554531148,824.156,657.8044955045923,969.259,693.5925775467246,750.065,691.9450398205203,657.969,313.2882467185793,298.337,1.9665248494578411,2.35
graetz_fd361_prescribed,E67,1350.0,15.272,498.7525901293134,959.971,657.1453664562664,1000.691,693.1333917084991,827.909,657.9871729273707,970.793,693.9385472630371,754.442,692.4590042500041,663.902,314.05140140163843,298.86499999999995,1.9664850374477059,2.365
graetz_fd361_prescribed,E67,1400.0,15.267000000000001,498.90540927122174,961.14,657.4326528372027,1001.857,693.5115194961318,831.9259999999999,658.2706309248176,972.268,694.3114423465096,758.939,692.9520697498486,670.017,314.7800028564738,299.448,1.9676530677478739,2.39
graetz_fd361_prescribed,E67,1450.0,15.278,498.90873829162246,959.132,657.6511134918126,1002.353,693.9075836825654,835.31,658.484810612571,973.086,694.7027367356144,763.0429999999999,693.4558248060844,675.245,315.47563761090754,300.01399999999995,1.971079829196488,2.412
graetz_fd361_prescribed,E67,1500.0,15.276,498.97296742301296,960.8729999999999,657.761473269711,1003.879,694.2227017890651,838.6809999999999,658.5907916042577,974.5799999999999,695.0128944957659,767.0519999999999,693.9091717504933,680.717,316.1399074090698,300.644,1.9719435658994997,2.425
graetz_fd361_prescribed,E67,1550.0,15.28,499.0200728292746,960.36,657.9029949528605,1003.5219999999999,694.4849445261541,841.977,658.7285142134454,974.894,695.2703817110424,770.9179999999999,694.29065947153,685.712,316.7744445282732,301.243,1.9737459232761414,2.445
graetz_fd361_prescribed,E67,1600.0,15.272,499.1409208974144,958.961,658.0638709500712,1003.0849999999999,694.7451789068424,844.481,658.8861671202862,974.788,695.5263519066382,774.1279999999999,694.641844204805,690.2339999999999,317.3808270976069,301.84999999999997,1.9737082162311315,2.462
graetz_fd361_prescribed,E67,1650.0,15.286,499.0715297893399,957.069,658.2048505224516,1002.448,695.0120454961789,846.79,659.0236994117698,974.446,695.7893313380185,777.208,694.9870055348116,694.6769999999999,317.96048259554584,302.51099999999997,1.9769956312759045,2.46
graetz_fd361_prescribed,E67,1700.0,15.264000000000001,499.22109477253224,955.092,658.3094551815811,1000.703,695.2359730709123,848.728,659.1254264553556,973.215,696.0094458664082,779.741,695.3000549876781,698.333,318.5146463723373,303.11699999999996,1.974422527758295,2.482
graetz_fd361_prescribed,E67,1750.0,15.289999999999997,499.06401894445287,954.569,658.4403519831737,999.749,695.469691094496,850.108,659.2531777774459,972.321,696.2397413340461,781.96,695.5969169412369,701.8389999999999,319.04453929496464,303.736,1.979465623769591,2.48
graetz_fd361_prescribed,E67,1800.0,15.275,499.0895552631272,954.257,658.3984275841092,999.802,695.6192708304887,851.733,659.2078293061314,972.346,696.3855445658966,784.309,695.851069425446,705.354,319.5513361642767,304.39799999999997,1.9772614726711835,2.489
graetz_fd361_prescribed,E67,1850.0,15.280000000000001,499.0722335702337,955.423,658.4902855733837,1000.2869999999999,695.7433397755896,853.41,659.2972666726635,972.794,696.5061913736572,786.5849999999999,696.0435874461812,708.4549999999999,320.03615770407,305.012,1.9786565383933605,2.507
graetz_fd361_prescribed,E67,1900.0,15.271,499.1476167737784,956.5889999999999,658.5719850845933,1001.2049999999999,695.896686540379,855.321,659.3767635306165,973.619,696.6566133398167,788.891,696.2422881128173,711.199,320.50018706970314,305.64099999999996,1.9778817292084891,2.519
graetz_fd361_prescribed,E67,1950.0,15.286,499.0986089222295,955.79,658.6493575563666,1002.038,696.0551038592715,857.5169999999999,659.4517530874223,974.564,696.8123202664067,791.4449999999999,696.4461979026859,714.434,320.94470943132296,306.32899999999995,1.9809133992422598,2.529
graetz_fd361_prescribed,E67,2000.0,15.283000000000001,499.12751057083847,954.0029999999999,658.6401366007422,1001.9,696.1627888079287,859.3389999999999,659.4400362158406,974.6419999999999,696.917126296453,793.648,696.622364921617,717.367,321.3710339380217,306.96999999999997,1.9806972170373194,2.552
graetz_fd361_prescribed,E67,2050.0,15.283999999999999,499.1938870897236,952.7099999999999,658.7112439152463,1001.518,696.255775328225,860.814,659.509381366611,974.4119999999999,697.0074955802912,795.635,696.7623601382536,720.104,321.7803421910884,307.613,1.9814043149694927,2.55
graetz_fd361_prescribed,E67,2100.0,15.279,499.3002689795549,953.5169999999999,658.8295733904755,1001.712,696.3889743912822,862.091,659.6263717852945,974.4929999999999,697.1386001001382,797.485,696.9150817324,722.6320000000001,322.17376541995657,308.293,1.9813965733075425,2.578
graetz_fd361_prescribed,E67,2150.0,15.281000000000002,499.35853125645014,954.617,658.9686229593045,1001.542,696.5595120622684,863.542,659.7641406518042,974.592,697.3074095417294,799.309,697.0975487642678,724.988,322.5522969439216,308.94,1.982629265436771,2.574
graetz_fd361_prescribed,E67,2200.0,15.283000000000001,499.37752089917126,952.0889999999999,659.0526599053344,1001.03,696.7235088390175,864.771,659.8465923420433,974.2049999999999,697.469669022637,801.012,697.2896570148371,727.544,322.91682678447074,309.602,1.983629554712886,2.588
graetz_fd361_prescribed,E67,2250.0,15.278999999999998,499.4260995105469,952.5509999999999,659.1269472554704,1000.208,696.8575301302634,865.6659999999999,659.9194682038168,973.494,697.6018943952139,802.425,697.46037759669,729.6089999999999,323.268100026876,310.21799999999996,1.9835814988108744,2.595
graetz_fd361_prescribed,E67,2300.0,15.283999999999999,499.4263128831419,950.836,659.1971676249618,999.5509999999999,696.982146105343,866.4019999999999,659.9882479550108,972.929,697.7248066267715,803.709,697.6151675274381,731.569,323.60681494681677,310.83,1.984921830544431,2.595
graetz_fd361_prescribed,E67,2350.0,15.271,499.5424961537884,950.7719999999999,659.2851996336121,999.535,697.0984876018523,867.215,660.0753186950652,972.891,697.8395792622237,805.009,697.7577360116047,733.453,323.933695379588,311.46799999999996,1.9834714542246537,2.61
graetz_fd361_prescribed,E67,2400.0,15.277,499.5525425522726,949.99,659.4232755145106,999.3349999999999,697.2491140903521,868.174,660.2125221293206,972.744,697.9890074037581,806.313,697.9129556912153,735.324,324.2493995577896,312.058,1.9852517620120427,2.606
graetz_fd361_prescribed,E67,2450.0,15.291,499.4337039906285,948.415,659.3952749144115,998.304,697.3636225715167,868.793,660.1824943819987,971.823,698.1019798737283,807.472,698.0685864891842,736.95,324.5545328243839,312.635,1.987598274511996,2.619
graetz_fd361_prescribed,E67,2500.0,15.286999999999999,499.439018548091,949.93,659.3106056025938,998.3,697.3694060784827,869.323,660.0960311785839,971.576,698.1056820183182,808.4359999999999,698.1466610028583,738.574,324.8496555955788,313.253,1.986722818420132,2.623
graetz_fd361_prescribed,E67,2550.0,15.281,499.5251850391519,950.8629999999999,659.3651757835842,999.054,697.3819350314341,870.217,660.1499313525062,972.1469999999999,698.1165919495083,809.571,698.1823264214652,740.123,325.13532597597026,313.80899999999997,1.9860525402637852,2.644
graetz_fd361_prescribed,E67,2600.0,15.280000000000001,499.5861245571291,951.547,659.4796227972743,999.8829999999999,697.4739150192951,871.331,660.263927436956,972.901,698.2076344982803,810.9,698.2606034634632,741.78,325.4120625580665,314.41499999999996,1.9865253462549415,2.646
graetz_fd361_prescribed,E67,2650.0,15.276,499.66067000350483,952.322,659.5861620702264,1000.2049999999999,697.6012986804652,872.4159999999999,660.3699474724536,973.263,698.3342830542856,812.178,698.3829296027116,743.4369999999999,325.68035621950503,314.96799999999996,1.9865798125421121,2.646
graetz_fd361_prescribed,E67,2700.0,15.293,499.5676524997896,950.365,659.6098575025869,999.963,697.7090319031493,873.252,660.3923230965281,973.2049999999999,698.4410509967884,813.3249999999999,698.5110978208572,744.865,325.9406815189936,315.508,1.9896011600293484,2.64
graetz_fd361_prescribed,E67,2750.0,15.277,499.6827322626099,949.35,659.5932653929722,999.095,697.7451942446995,873.845,660.3748012206233,972.489,698.4758838277648,814.295,698.5917615927835,746.278,326.1934850251298,316.078,1.987151623926327,2.654
graetz_fd361_prescribed,E67,2800.0,15.27,499.83606445270425,947.946,659.777788705241,998.558,697.8343155127912,874.2049999999999,660.5596545976637,971.971,698.5643570981006,815.009,698.6664588670219,747.461,326.43921241901415,316.616,1.9869708398280013,2.661
graetz_fd361_prescribed,E67,2850.0,15.289000000000001,499.72354569523014,948.2139999999999,659.8607495353901,998.358,697.988042728039,874.54,660.641669788995,971.699,698.7177010093334,815.673,698.8054891591727,748.614,326.6782729543058,317.13199999999995,1.9905702283732385,2.663
graetz_fd361_prescribed,E67,2900.0,15.284,499.7049201843967,948.404,659.7772428582938,998.432,698.0365009733945,875.098,660.5566653000363,971.762,698.7649527111989,816.438,698.9101286207369,749.8820000000001,326.9108959095164,317.662,1.9895870354913496,2.666
graetz_fd361_prescribed,E67,2950.0,15.281,499.71172991800506,946.838,659.7941858275244,998.067,698.0400019731436,875.509,660.5729769793747,971.437,698.7672537545753,817.115,698.9460880269178,751.028,327.137236770929,318.145,1.9891732354904348,2.686
graetz_fd361_prescribed,E67,3000.0,15.28,499.73201668289533,945.62,659.8323195514238,998.304,698.0819675724961,876.05,660.6105703262973,971.6329999999999,698.8084240541996,817.889,698.9896480629291,751.943,327.35741457404515,318.652,1.989244602129384,2.695
graetz_fd361_prescribed,E67,3050.0,15.282,499.751510198322,947.942,659.864541553254,998.97,698.1335142846904,876.524,660.6422052837465,972.026,698.8592554395282,818.6089999999999,699.0485451864565,752.847,327.5717718574791,319.13399999999996,1.9898239447214525,2.697
graetz_fd361_prescribed,E67,3100.0,15.278,499.81687610139494,946.183,659.9115612480664,999.471,698.1857877729557,877.3389999999999,660.688848159825,972.59,698.9108775165853,819.4929999999999,699.1082624521432,753.822,327.78070044438897,319.59799999999996,1.9895171490277672,2.71
graetz_fd361_prescribed,E67,3150.0,15.289,499.79597265824594,947.278,659.9432407663121,999.0939999999999,698.2439899308289,877.976,660.7198517722263,972.338,698.9684667225689,820.345,699.1732594999291,755.016,327.984568804923,320.12399999999997,1.991550326525514,2.709
graetz_fd361_prescribed,E67,3200.0,15.281,499.8672754093426,946.712,659.9485472485094,998.256,698.2758373385757,878.293,660.7246277475068,971.739,698.9995679526455,820.92,699.22486210298,755.913,328.18373745724534,320.575,1.9904168123940589,2.716
graetz_fd361_prescribed,E67,3250.0,15.283,499.90420866578876,946.56,660.0287029840533,997.847,698.3278644167876,878.362,660.8046349312863,971.3,699.0511121678464,821.3059999999999,699.2742375635796,756.631,328.3784017841053,321.03999999999996,1.991166956975,2.732
graetz_fd361_prescribed,E67,3300.0,15.279,499.96333855473165,947.1229999999999,660.092346704105,997.579,698.4050110537894,878.6089999999999,660.8680338806748,971.0,699.1279301558741,821.7379999999999,699.3465715364912,757.373,328.5687216353766,321.50699999999995,1.9909524055862517,2.721
graetz_fd361_prescribed,E67,3350.0,15.272,500.0498192054761,945.468,660.2018965927914,997.482,698.4973804568826,878.8199999999999,660.9776783697125,970.9019999999999,699.2201031864138,822.167,699.4317881780539,758.0419999999999,328.75486128443237,321.94399999999996,1.9904548055103066,2.715
graetz_fd361_prescribed,E67,3400.0,15.289,499.9376528950766,942.838,660.2331040518131,996.877,698.5939579893792,879.087,661.008068672332,970.444,699.3163863708951,822.624,699.5319280782637,758.7639999999999,328.93692935304824,322.38899999999995,1.993444942397792,2.726
graetz_fd361_prescribed,E67,3450.0,15.284,499.90662778043924,944.692,660.1389401556478,996.117,698.5999217391319,879.1039999999999,660.9127340394753,969.77,699.3214096129886,822.9069999999999,699.5866697527765,759.396,329.1149960037896,322.77299999999997,1.9923113777710642,2.719
graetz_fd361_prescribed,E67,3500.0,15.283000000000001,499.9086908264484,943.771,660.1331712953869,996.322,698.574398520964,879.177,660.9065330444009,969.855,699.2950003380436,823.1519999999999,699.5860489191161,759.736,329.28906024564253,323.16999999999996,1.9920825891316878,2.721
graetz_fd361_prescribed,E67,3550.0,15.276000000000002,499.9816276227019,944.607,660.180469716649,996.293,698.5930395772152,879.411,660.9537885116381,969.709,699.31319916638,823.495,699.5976350420822,760.3009999999999,329.4592093997961,323.56399999999996,1.9912020712218101,2.732
graetz_fd361_prescribed,E67,3600.0,15.290000000000003,499.9217548695721,944.8389999999999,660.2061568991672,997.088,698.6402283649225,879.794,660.9789442792325,970.3489999999999,699.3600667806686,823.967,699.6399918255954,760.7919999999999,329.62567293805495,323.986,1.9936336617321029,2.744
graetz_fd361_prescribed,E67,3650.0,15.286000000000001,499.9532797663302,943.7909999999999,660.153766339266,997.481,698.6419571785436,880.332,660.9258349368383,970.731,699.3611220103868,824.55,699.6683197863833,761.45,329.7887194765508,324.371,1.9928644201886652,2.744
graetz_fd361_prescribed,E67,3700.0,15.273,500.1128550345826,944.542,660.2524099834749,996.97,698.6593937748564,880.832,661.0249575308353,970.539,699.3782269503912,825.101,699.6798246555197,762.155,329.9485692824396,324.76599999999996,1.99126720204982,2.751
graetz_fd361_prescribed,E67,3750.0,15.275999999999998,500.1574631559496,943.56,660.4139349792322,995.617,698.7735964828003,880.688,661.1869198729889,969.3439999999999,699.4927385917172,825.312,699.751860272036,762.6869999999999,330.10537915144357,325.17199999999997,1.9925696855070472,2.74
graetz_fd361_prescribed,E67,3800.0,15.282,500.12032218559807,944.3199999999999,660.4435512111402,995.655,698.8840457975765,880.5079999999999,661.2159585333652,969.244,699.6031989075817,825.357,699.862058883801,763.005,330.2592131479873,325.522,1.993858848794225,2.744
graetz_fd361_prescribed,E67,3850.0,15.290000000000001,500.0638358654003,940.545,660.379216579553,994.0799999999999,698.9046403895118,880.6419999999999,661.1505958467466,968.088,699.623126845738,825.591,699.9246601421128,763.524,330.4101716670474,325.881,1.9949794821590716,2.75
graetz_fd361_prescribed,E67,3900.0,15.283000000000001,500.11229655480673,939.569,660.3446015327715,992.978,698.8716495893307,879.994,661.1155405711397,966.722,699.58932499276,825.341,699.9240866026205,763.718,330.5584071694346,326.238,1.9937138727252188,2.742
graetz_fd361_prescribed,E67,3929.0,15.295,500.0486203971727,931.6279999999999,660.3476567939103,991.103,698.8615462254897,878.055,661.1183101323935,966.6659999999999,699.5788722064292,824.995,699.9181635898566,763.414,330.6431541018924,326.43699999999995,1.9956207301364,2.712
graetz_fd361_prescribed,E72,0.0,19.503,294.0745,295.56,294.0745,294.102,294.0745,294.015,294.0745,294.229,294.0745,294.226,294.07449999999994,294.17999999999995,294.0745,294.07599999999996,0.2747444275503551,0.255
graetz_fd361_prescribed,E72,50.0,19.479,398.26810451438604,373.46,408.5168103446571,362.34299999999996,353.45975772961276,324.21099999999996,409.0741776944245,328.62899999999996,353.74200029289875,307.11899999999997,334.494280877069,304.986,294.0754785457,294.07399999999996,0.8301879312782875,0.471
graetz_fd361_prescribed,E72,100.0,19.45,404.62528913485784,453.884,463.4961716910776,454.865,433.42327701084855,387.39599999999996,464.1661081100723,404.428,433.956852515592,351.84299999999996,402.5331254975034,338.248,294.0844464662097,294.046,1.1495745924492065,0.724
graetz_fd361_prescribed,E72,150.0,19.411,405.9944803902004,515.521,477.8546100659515,527.652,473.9807345738658,439.84399999999994,478.4928529029981,472.907,474.5864259531425,393.721,449.3498355175007,364.9,294.1170226905176,294.043,1.2816437034724175,0.932
graetz_fd361_prescribed,E72,200.0,19.372,406.64477861968794,566.458,482.57719611505905,587.3820000000001,489.4143863625542,484.692,483.16998487131036,532.14,490.0012662530411,430.62699999999995,472.204263060171,387.02099999999996,294.1947469605974,294.056,1.331003501576581,1.118
graetz_fd361_prescribed,E72,250.0,19.331,407.1313515739615,600.6179999999999,484.9742178105808,631.105,496.11275328882556,519.356,485.53026863000343,576.909,496.6641337162488,459.476,483.5443586691266,407.085,294.33647115190905,294.08,1.3522535580664452,1.266
graetz_fd361_prescribed,E72,300.0,19.286,407.5755707813922,625.5519999999999,486.63681329862834,662.649,499.9361603662127,546.762,487.16525989543607,610.781,500.45585308862684,483.17499999999995,490.21367523199683,423.78,294.5532625718535,294.12,1.3635452995113386,1.382
graetz_fd361_prescribed,E72,350.0,19.266000000000002,407.88137986672,644.915,487.90501080849253,688.435,502.6015962684507,570.3979999999999,488.41210282556045,638.979,503.0958540353401,503.76099999999997,494.79848028879013,441.294,294.847637522628,294.154,1.3728747119896325,1.482
graetz_fd361_prescribed,E72,400.0,19.227999999999998,408.21394705735537,660.424,488.90593332119045,707.871,504.603289060368,588.377,489.3962512594645,660.075,505.07709111470047,519.235,498.2046807824978,455.501,295.215135542553,294.215,1.377876839886404,1.563
graetz_fd361_prescribed,E72,450.0,19.202,408.502013033915,671.613,489.7946788529655,722.509,506.22617100203917,603.733,490.2715822718384,676.726,506.6835057030708,532.96,500.88096366058994,470.66999999999996,295.646812638337,294.27099999999996,1.3826588750869533,1.636
graetz_fd361_prescribed,E72,500.0,19.173,408.7867132542545,681.039,490.5604925297943,734.97,507.5882684908871,617.3599999999999,491.0262934031639,690.972,508.0320203655765,545.644,503.06676639215107,484.707,296.1313251462943,294.344,1.3860489450435414,1.717
graetz_fd361_prescribed,E72,550.0,19.139,409.08403456989174,687.9459999999999,491.27837042093347,744.2629999999999,508.7699247227215,628.391,491.7350076013448,701.685,509.2023466483417,556.144,504.8962799342387,496.54499999999996,296.6566737969881,294.423,1.3883118345674732,1.762
graetz_fd361_prescribed,E72,600.0,19.088,409.4458083658269,693.515,492.0146016689244,751.25,509.8584076281761,637.449,492.4638451399714,709.749,510.28144816488617,565.315,506.4861513622212,507.08,297.211342262269,294.52099999999996,1.3887217757824608,1.8
graetz_fd361_prescribed,E72,650.0,19.037000000000003,409.82208367575385,698.5070000000001,492.7942100598861,756.723,510.9275842725067,645.352,493.23740336403404,716.5409999999999,511.3429442249544,573.3820000000001,507.93983236063235,516.4449999999999,297.78489864835717,294.62699999999995,1.389185526515639,1.857
graetz_fd361_prescribed,E72,700.0,18.988999999999997,410.2040393936999,704.932,493.56264655326333,763.856,511.9736180194361,653.028,494.0006084012638,724.288,512.3824966854452,581.29,509.2994884905079,525.539,298.36838070215674,294.76,1.3898309679246355,1.908
graetz_fd361_prescribed,E72,750.0,18.967000000000002,410.4735912414522,707.6379999999999,494.2402920211323,768.467,512.9524585006872,659.949,494.67318418345985,729.995,513.3555170756744,588.575,510.55659659387265,533.712,298.95445357979406,294.892,1.3924984049733498,1.938
graetz_fd361_prescribed,E72,800.0,18.92,410.7792662822452,708.393,494.83421439517474,770.241,513.8110678138028,665.681,495.26255023752043,733.479,514.2086717829201,594.95,511.66840099589274,541.6469999999999,299.53718378750705,295.019,1.3920830342951551,1.972
graetz_fd361_prescribed,E72,850.0,18.894000000000002,411.0045217679248,710.553,495.41269988345704,770.93,514.6145054284635,669.906,495.8368649117638,735.2629999999999,515.0072319754846,600.3009999999999,512.6756909981752,548.774,300.11186667455917,295.178,1.3935024095364423,2.006
graetz_fd361_prescribed,E72,900.0,18.884999999999998,411.1160429985969,711.989,495.83527748227044,772.8779999999999,515.3146482259159,673.469,496.2549984187032,737.701,515.7026016410447,604.787,513.5780475452458,554.634,300.6748353598957,295.34499999999997,1.3957587930567947,2.044
graetz_fd361_prescribed,E72,950.0,18.852999999999998,411.27163389878666,713.896,496.18693579098334,774.5039999999999,515.8800882628866,677.169,496.60265975738605,740.002,516.2633593865013,609.28,514.3318955183522,560.228,301.2233556366628,295.501,1.3951579570231147,2.057
graetz_fd361_prescribed,E72,1000.0,18.839000000000002,411.3784048299,717.2090000000001,496.5391579534897,777.149,516.4017966442319,680.702,496.951247286868,742.7159999999999,516.7808414107695,613.44,514.9987013216753,565.664,301.7554687238245,295.67699999999996,1.3962305132832737,2.066
graetz_fd361_prescribed,E72,1050.0,18.809,411.51132871206727,719.933,496.85764429537704,779.527,516.8791711787716,684.7829999999999,497.26645884983134,745.646,517.2543237389335,617.928,515.6032065058664,571.3489999999999,302.2698413952629,295.899,1.3954604598767428,2.109
graetz_fd361_prescribed,E72,1100.0,18.796,411.62404566655204,721.0909999999999,497.1715291413483,781.153,517.3348742158208,688.1279999999999,497.5773095805352,747.813,517.7064974842556,621.819,516.1635364972451,576.26,302.7656649269459,296.114,1.3963541191253386,2.121
graetz_fd361_prescribed,E72,1150.0,18.768,411.81053761046905,721.613,497.4814504909496,782.594,517.7612325078177,691.095,497.88462056212586,749.6769999999999,518.1296175677293,625.4449999999999,516.6818604224163,580.81,303.2427000628822,296.35299999999995,1.3957170124300107,2.155
graetz_fd361_prescribed,E72,1200.0,18.742,412.01818542112755,724.1769999999999,497.8554395207515,784.7249999999999,518.210006275195,694.277,498.25651807846333,752.06,518.5756667919497,629.142,517.1905216121633,585.413,303.70112634124143,296.628,1.3955614192906989,2.167
graetz_fd361_prescribed,E72,1250.0,18.707,412.2634354776157,724.68,498.2660315020938,785.3199999999999,518.6947512320986,696.92,498.66540105446387,753.2339999999999,519.0581427754912,632.577,517.7176670713434,589.245,304.1413080830819,296.89799999999997,1.3947099123610496,2.183
graetz_fd361_prescribed,E72,1300.0,18.69,412.46385482288366,726.819,498.672810050428,787.651,519.1999676459719,699.364,499.07046970487755,755.362,519.5613574699873,635.622,518.2613909835259,592.576,304.5637660788107,297.17699999999996,1.395698209298354,2.205
graetz_fd361_prescribed,E72,1350.0,18.669,412.6580133971935,727.116,499.0237616550061,788.184,519.6689987030772,702.315,499.4196619768313,756.825,520.0283730704946,639.1569999999999,518.782780274264,596.443,304.96917537791575,297.508,1.3960002373920104,2.224
graetz_fd361_prescribed,E72,1400.0,18.66,412.7914935441346,728.573,499.3318036974884,788.674,520.0927416681927,704.068,499.72586781279836,757.512,520.4500876279991,641.707,519.2614225558843,599.887,305.35825294302,297.82,1.3972237934897063,2.248
graetz_fd361_prescribed,E72,1450.0,18.651,412.89809438439215,728.538,499.5669853976523,789.1759999999999,520.4522159598907,705.915,499.9591105230516,758.3820000000001,520.8074362076093,644.1569999999999,519.6842890350771,603.03,305.7316699896511,298.133,1.398029056547121,2.28
graetz_fd361_prescribed,E72,1500.0,18.63,413.0347367367288,728.813,499.802791994591,789.994,520.7671528376128,707.636,500.193300253697,759.3489999999999,521.120344040157,646.391,520.0521502657773,605.987,306.09009557104423,298.455,1.3975157032379992,2.286
graetz_fd361_prescribed,E72,1550.0,18.62,413.1224561965808,727.467,500.0417986165909,789.542,521.0827211812109,709.221,500.4307774105017,759.517,521.4341191275781,648.729,520.4046506065465,608.8340000000001,306.4341350503069,298.787,1.3980842236297493,2.296
graetz_fd361_prescribed,E72,1600.0,18.608,413.19025080518577,729.074,500.2287381095494,790.153,521.3676005062258,710.519,500.6161255039104,760.25,521.7172183769923,650.604,520.7342764219745,611.5360000000001,306.7643305718759,299.101,1.3981764661737826,2.301
graetz_fd361_prescribed,E72,1650.0,18.59,413.2934326297812,730.12,500.41758057100657,791.237,521.6238330186774,711.967,500.8036204941973,761.266,521.9717626423277,652.578,521.0298290691728,613.903,307.08123830019855,299.429,1.3976313005574532,2.314
