variant,simulation_id,irradiance_kW_m2,mean_flow_lpm,model_T8_K,observed_T8_K,model_T12_K,observed_T12_K,model_T11_K,observed_T11_K,model_T9_K,observed_T9_K,model_T10_K,observed_T10_K,model_T3_K,observed_T3_K,model_T2_K,observed_T2_K,model_T12_minus_T8_K,observed_T12_minus_T8_K,model_T12_minus_T9_K,observed_T12_minus_T9_K,model_T11_minus_T10_K,observed_T11_minus_T10_K,model_dp1_mbar,observed_dp1_mbar,mean_Nu_5mm,mean_Nu_58mm,mean_Nu_107mm,core_mass_flux_kg_m2s,edge_mass_flux_kg_m2s,core_to_edge_mass_flux_ratio,max_groove_dp_Pa,pressure_equalization_error,nz
betaopt_10,E81,256.0,4.527140495867768,485.9142957908451,760.0609999999999,575.0565580977096,749.902,603.6477613076056,618.9749999999999,575.3804819943058,728.5039999999999,604.0868269287728,597.766,599.2301448138717,550.499,324.2703950129048,319.315,89.14226230686455,-10.158999999999878,-0.3239238965961704,21.39800000000014,-0.43906562116717396,21.208999999999946,-0.12308325889086169,-0.023,4.262571799117046,3.6602711479876815,3.6357073246563667,0.5369229669196866,0.3248869209586771,1.6526456815661676,16.53084913877599,9.628215026412e-6,30
betaopt_50,E67,456.0,15.2805125,590.2850982312331,931.6279999999999,725.5815716287702,991.103,718.7333993582395,878.055,725.8379668356124,966.6659999999999,719.5971732156268,824.995,710.7439701894059,763.414,337.57026368658353,326.43699999999995,135.29647339753717,59.47500000000002,-0.2563952068421713,24.437000000000012,-0.8637738573872866,53.059999999999945,1.85184592269455,2.712,5.65582973825555,3.7664833637677106,3.693778664152756,2.2120729191530297,0.8773048797316666,2.521441485461265,142.68718844987472,6.220311031017099e-6,30
betaopt_50,E71,456.0,7.126846153846151,892.3247715296267,1203.298,1096.0837674237512,1120.348,1038.6471695643622,882.823,1098.4191164928566,1095.306,1040.6462114578235,847.476,1013.113559798048,753.56,409.26029689589905,356.00399999999996,203.7589958941245,-82.95000000000005,-2.335349069105405,25.041999999999916,-1.9990418934612535,35.34699999999998,1.2433104645759145,0.825,4.3119887559659364,3.6621878928519083,3.6386325390837984,0.8472310697888789,0.5144146936018622,1.6469806953932076,70.03546445459023,9.813376823531162e-6,30
betaopt_50,E72,304.0,18.707575757575754,472.4461596620307,737.656,542.3773105443405,797.899,538.9087443186563,733.977,542.2485651597391,771.112,539.294854848011,684.1869999999999,534.1958835434461,652.9549999999999,316.2390514964255,309.928,69.9311508823098,60.24300000000005,0.12874538460141594,26.787000000000035,-0.3861105293547098,49.79000000000008,1.370475761848599,2.485,6.381522473611778,3.844047242028477,3.7353830447806673,2.8294400741647068,0.9494236715153339,2.98016592492239,125.52297471007847,2.8525399941582895e-6,30
betaopt_50,E76,304.0,4.526673611111114,916.4123723642934,1067.693,1043.9176885818497,970.472,964.9487925231947,751.1579999999999,1045.973435876143,947.353,966.5048181199834,726.308,934.8165117891938,647.019,394.46538062173164,338.123,127.50531621755624,-97.221,-2.055747294293269,23.119000000000028,-1.556025596788686,24.84999999999991,0.43924283952928334,0.174,4.0355727259807255,3.6430161357105555,3.628399646297532,0.4994940260851582,0.3487077778136829,1.4324143534075156,29.718575576825014,5.432963152116027e-6,30
betaopt_50,E77,256.0,13.84748387096774,413.6785228246498,565.544,457.10157640425996,623.3499999999999,453.52830519850926,574.299,457.15062141693676,602.429,453.754396233932,543.727,448.97633157739983,525.356,308.8755307597107,308.37,43.423053579610155,57.805999999999926,-0.049045012676799615,20.920999999999935,-0.22609103542276898,30.572000000000003,0.5277445259069318,0.978,5.898880202844305,3.8072916504753387,3.7159881244015986,2.0678262439314143,0.7578523475036879,2.728534457592812,67.25113826431722,3.7585459520190103e-6,30
betaopt_50,E81,256.0,4.527140495867768,629.1190749552562,760.0609999999999,704.6484166744928,749.902,667.3335210679766,618.9749999999999,705.3839737323237,728.5039999999999,667.9444086448048,597.766,647.1562783912898,550.499,337.90333118594333,319.315,75.52934171923653,-10.158999999999878,-0.735557057830988,21.39800000000014,-0.6108875768281905,21.208999999999946,0.0022435242130147692,-0.023,4.153260179068099,3.6526090565191978,3.633490684202633,0.5174185085997499,0.3359129987417196,1.5403348799776224,19.103828056476146,4.32894342433814e-6,30
betaopt_110,E67,456.0,15.2805125,680.0757455989667,931.6279999999999,732.9864214512905,991.103,716.2596326943719,878.055,733.8632182560198,966.6659999999999,717.1664592380924,824.995,707.7357024107366,763.414,339.136347194421,326.43699999999995,52.910675852323834,59.47500000000002,-0.8767968047292243,24.437000000000012,-0.9068265437205127,53.059999999999945,1.9507702986666398,2.712,5.490659800807139,3.763401871879592,3.693474373176822,2.188482164795708,0.8905829974611987,2.457359023285257,146.42049794721254,6.52421988786312e-6,30
betaopt_110,E71,456.0,7.126846153846151,1044.2561557626059,1203.298,1090.6067955819549,1120.348,1017.1949510972247,882.823,1092.974528781868,1095.306,1019.0788316561861,847.476,991.3919800470564,753.56,410.53255675625365,356.00399999999996,46.350639819349,-82.95000000000005,-2.3677331999131184,25.041999999999916,-1.8838805589614367,35.34699999999998,1.2815043175219496,0.825,4.245810406501143,3.6618936635380677,3.6388581180034074,0.8395732935741916,0.5187394118251997,1.6184875766815725,69.69991515056537,3.5835523164259624e-6,30
betaopt_110,E72,304.0,18.707575757575754,525.5043898319198,737.656,545.9611988006079,797.899,537.894380279537,733.977,546.2872954438815,771.112,538.3267114744735,684.1869999999999,533.0041845064977,652.9549999999999,316.86076788643675,309.928,20.456808968688165,60.24300000000005,-0.3260966432735586,26.787000000000035,-0.4323311949365234,49.79000000000008,1.4359224008205562,2.485,6.2275580757286635,3.839879476232911,3.7349320676053446,2.8063368912055093,0.9624384046462356,2.915861293208719,128.6949698379523,2.9496387085174477e-6,30
betaopt_110,E76,304.0,4.526673611111114,1042.4008925440398,1067.693,1027.9013924910828,970.472,937.3054069626226,751.1579999999999,1029.8278317061156,947.353,938.7372999837354,726.308,907.3361908689192,647.019,393.3213186601906,338.123,-14.499500052957046,-97.221,-1.926439215032815,23.119000000000028,-1.4318930211128418,24.84999999999991,0.4448790783636354,0.174,4.002486499079832,3.643100235193508,3.6286669337048947,0.496401941673664,0.350461073424174,1.4164253302758485,29.140305546443567,5.541794259380522e-6,30
betaopt_110,E77,256.0,13.84748387096774,446.4382219140439,565.544,459.43396123854234,623.3499999999999,452.6457018068138,574.299,459.64565791891374,602.429,452.8858968281304,543.727,447.9572670069972,525.356,309.2355271516045,308.37,12.995739324498459,57.805999999999926,-0.21169668037140354,20.920999999999935,-0.24019502131659465,30.572000000000003,0.5536786778613965,0.978,5.8017920087366175,3.804750324758808,3.7157635550457138,2.0551026092376796,0.7650097116439691,2.686374536110611,68.3715807341434,3.868861818045194e-6,30
betaopt_110,E81,256.0,4.527140495867768,699.8067710599202,760.0609999999999,703.631166307057,749.902,658.4867748199881,618.9749999999999,704.3618065290186,728.5039999999999,659.071455241948,597.766,638.1786082675098,550.499,338.4193822385209,319.315,3.824395247136863,-10.158999999999878,-0.7306402219616075,21.39800000000014,-0.584680421959888,21.208999999999946,0.012692636801534207,-0.023,4.114847947615183,3.6523771856343705,3.633627961906386,0.5141071872958416,0.3377871779453847,1.5219855011162244,19.050899443702093,4.460363733134276e-6,30
betarad_20,E67,456.0,15.2805125,511.6358321763779,931.6279999999999,663.6503605476075,991.103,698.7813682675395,878.055,663.008394349403,966.6659999999999,699.1626758647972,824.995,699.3033504534803,763.414,330.9758257735862,326.43699999999995,152.01452837122963,59.47500000000002,0.6419661982045,24.437000000000012,-0.38130759725765984,53.059999999999945,1.593658606412248,2.712,5.829680958660681,3.7801960264521908,3.696816030807671,2.2630683712632003,0.8487071116153212,2.666489228487745,131.42683903555965,5.299955735864964e-6,30
betarad_20,E71,456.0,7.126846153846151,766.7164379915853,1203.298,1005.8249310909175,1120.348,1024.896522005161,882.823,1007.4217569432452,1095.306,1026.7444702293135,847.476,1018.0892272474077,753.56,391.5808221770609,356.00399999999996,239.10849309933224,-82.95000000000005,-1.5968258523276972,25.041999999999916,-1.8479482241525602,35.34699999999998,1.0750168928997088,0.825,4.38086234635451,3.6658932208429795,3.639253025384509,0.8660828543415113,0.5037793711309737,1.7191709386535106,67.42565616243053,8.594868465966716e-6,30
betarad_20,E72,304.0,18.707575757575754,423.72754011090717,737.656,507.50137408524796,797.899,527.4178559277452,733.977,506.8584641171265,771.112,527.469751295484,684.1869999999999,526.5823714072509,652.9549999999999,313.3328662510658,309.928,83.77383397434079,60.24300000000005,0.6429099681214439,26.787000000000035,-0.051895367738779896,49.79000000000008,1.2018699966965705,2.485,6.536644452335532,3.8611503059275565,3.7393336405675806,2.8787591204807375,0.921754686936763,3.1231293545657173,116.76860436143475,2.511079370145584e-6,30
betarad_20,E76,304.0,4.526673611111114,797.2765718034168,1067.693,970.4278705769186,970.472,965.1303813034879,751.1579999999999,972.0886183839875,947.353,966.6983791945925,726.308,952.9540373076175,647.019,380.9767391915467,338.123,173.15129877350182,-97.221,-1.6607478070689012,23.119000000000028,-1.5679978911045964,24.84999999999991,0.3603353719180339,0.174,4.073723512132536,3.6450189851518244,3.628612760891317,0.5086911063238954,0.34349592776295473,1.480923251803268,29.359188537562883,4.938643126331413e-6,30
betarad_20,E77,256.0,13.84748387096774,381.39129593511046,565.544,434.5925641104185,623.3499999999999,446.3107784030731,574.299,434.42056852536456,602.429,446.411378946283,543.727,444.4892333662758,525.356,307.1433194611508,308.37,53.20126817530803,57.805999999999926,0.17199558505393497,20.920999999999935,-0.1006005432099073,30.572000000000003,0.45662024216654507,0.978,6.001200405949874,3.8183154998641817,3.7184908575319917,2.0956997576353467,0.7422037750761032,2.8236177556769504,63.88697212880717,3.3601341361080018e-6,30
betarad_20,E81,256.0,4.527140495867768,552.7059794119724,760.0609999999999,658.0385448484046,749.902,660.0358249017247,618.9749999999999,658.5974801131442,728.5039999999999,660.6234585108457,597.766,648.1884624662634,550.499,332.73633570729504,319.315,105.33256543643222,-10.158999999999878,-0.5589352647396026,21.39800000000014,-0.5876336091209851,21.208999999999946,-0.04246846268013915,-0.023,4.204431521894206,3.6552721230415144,3.633913922375714,0.526346840879769,0.33086326561036894,1.5908288879056323,18.548367430707163,3.883429033670233e-6,30
betarad_300,E67,456.0,15.2805125,507.82538120548486,931.6279999999999,662.1672161487083,991.103,698.9012507597652,878.055,661.4841234612333,966.6659999999999,699.258972666664,824.995,699.5171682158259,763.414,330.83424843337764,326.43699999999995,154.3418349432235,59.47500000000002,0.6830926874750958,24.437000000000012,-0.35772190689885974,53.059999999999945,1.587361012570843,2.712,5.839371916739211,3.7806230980409934,3.6968654847480367,2.2648522135760114,0.8477074927586935,2.6717378729371677,131.1716534835859,5.275057594723226e-6,30
betarad_300,E71,456.0,7.126846153846151,724.7950098699388,1203.298,1002.6269317060171,1120.348,1032.6467279736448,882.823,1004.0672459817024,1095.306,1034.5331748885915,847.476,1022.5099639004818,753.56,390.8721879506396,356.00399999999996,277.8319218360783,-82.95000000000005,-1.4403142756852958,25.041999999999916,-1.8864469149466458,35.34699999999998,1.0609136840289617,0.825,4.411048828997979,3.6662179118184612,3.6391648519684816,0.8686837106232904,0.502311963639627,1.7293709358005833,67.3531967785609,8.477114046595296e-6,30
betarad_300,E72,304.0,18.707575757575754,422.73655668496644,737.656,507.2111977265897,797.899,527.4743592885142,733.977,506.55829245086204,771.112,527.5198225747606,684.1869999999999,526.6218139196517,652.9549999999999,313.31063352027985,309.928,84.47464104162327,60.24300000000005,0.6529052757276759,26.787000000000035,-0.04546328624644502,49.79000000000008,1.200276521135957,2.485,6.539971618595918,3.861344131052681,3.7393565586670308,2.8794195358767727,0.9213845646565856,3.1251006868668103,116.68917934203765,2.5088801945717957e-6,30
betarad_300,E76,304.0,4.526673611111114,754.0755357397052,1067.693,976.897307915711,970.472,975.92675827019,751.1579999999999,978.5383410278872,947.353,977.5580219982411,726.308,957.5746684157223,647.019,381.7124907639006,338.123,222.82177217600588,-97.221,-1.64103311217616,23.119000000000028,-1.6312637280510671,24.84999999999991,0.3591166163561611,0.174,4.091941371344374,3.6449752779469904,3.628491453054284,0.509354952527825,0.34311982009062425,1.4844812881788496,29.45690881730092,4.9242102529693756e-6,30
betarad_300,E77,256.0,13.84748387096774,380.849408130911,565.544,434.4545094862973,623.3499999999999,446.36917569388675,574.299,434.2789199333248,602.429,446.46772071444076,543.727,444.5152050677036,525.356,307.13358182508586,308.37,53.605101355386296,57.805999999999926,0.17558955297249668,20.920999999999935,-0.09854502055401326,30.572000000000003,0.45610984306932,0.978,6.003027312068554,3.818409047492987,3.7184960347037985,2.095988049879052,0.7420420879632657,2.824621519288826,63.86446382204579,3.3568844544142382e-6,30
betarad_300,E81,256.0,4.527140495867768,544.6482292209696,760.0609999999999,658.3539481857774,749.902,662.3667036511588,618.9749999999999,658.9020351656412,728.5039999999999,662.9615115460731,597.766,648.9033113761948,550.499,332.7470993997354,319.315,113.70571896480783,-10.158999999999878,-0.5480869798637968,21.39800000000014,-0.594807894914311,21.208999999999946,-0.043069080236566415,-0.023,4.210988323930115,3.6553060445591354,3.6338626711399593,0.5266418147280562,0.3306965121705397,1.5925230395428778,18.557717984459323,3.8740301504604225e-6,30
power_0p8,E67,456.0,15.2805125,469.62752939970784,931.6279999999999,591.8488143105453,991.103,620.9416133854428,878.055,591.2917354163974,966.6659999999999,621.1792540248259,824.995,620.5509997109684,763.414,322.92528297121845,326.43699999999995,122.22128491083748,59.47500000000002,0.557078894147935,24.437000000000012,-0.2376406393831303,53.059999999999945,1.2532757072856655,2.712,5.945249281634287,3.7947024324089424,3.70441328176695,2.290062064277073,0.8335107319424564,2.7474895961329664,112.5070737769567,4.521968828808394e-6,30
power_0p8,E71,456.0,7.126846153846151,651.3679625159971,1203.298,874.4683756805696,1120.348,902.7849363247617,882.823,875.4146932302465,1095.306,904.1093814342306,847.476,894.8269112912221,753.56,366.84215968666,356.00399999999996,223.1004131645725,-82.95000000000005,-0.9463175496769054,25.041999999999916,-1.3244451094689111,35.34699999999998,0.7712600640558014,0.825,4.471139433985853,3.6713877619706934,3.641794861028687,0.8813535213713092,0.49516858192464136,1.7799059826163213,57.2845245109659,7.632144918375213e-6,30
power_0p8,E72,304.0,18.707575757575754,399.37773726133025,737.656,466.2152474440806,797.899,482.0063744547915,733.977,465.7040965131933,771.112,482.0340645495995,684.1869999999999,480.8711871927351,652.9549999999999,309.53516590259267,309.928,66.83751018275035,60.24300000000005,0.511150930887311,26.787000000000035,-0.027690094808008325,49.79000000000008,0.9897715738926782,2.485,6.625723903848439,3.877410892228731,3.7484092010231627,2.901003921928291,0.9091838450372977,3.190778122338153,103.74113839595672,9.13254542807499e-6,30
power_0p8,E76,304.0,4.526673611111114,676.4704158909382,1067.693,855.7778747225079,970.472,858.822793131684,751.1579999999999,856.9261694757756,947.353,859.9994773196596,726.308,843.4568198060356,647.019,360.26998377944767,338.123,179.30745883156976,-97.221,-1.1482947532676917,23.119000000000028,-1.1766841879756385,24.84999999999991,0.20035617426260488,0.174,4.128395764821343,3.6480802775614465,3.6300844619670074,0.5158254499145533,0.33945695635296264,1.5195606991132187,25.3993467585693,4.5751477697545086e-6,30
power_0p8,E77,256.0,13.84748387096774,365.01904214532647,565.544,407.4730714315785,623.3499999999999,416.7341806775813,574.299,407.3335900268923,602.429,416.8092084789753,543.727,415.0312465356386,525.356,304.8516719281377,308.37,42.45402928625202,57.805999999999926,0.13948140468619386,20.920999999999935,-0.07502780139395782,30.572000000000003,0.36297362685163304,0.978,6.058435976116555,3.8289164787020624,3.7245309581771977,2.10870723788638,0.7348698075897152,2.8694977206951617,58.47671440182876,2.9765892934639983e-6,30
power_0p8,E81,256.0,4.527140495867768,500.058702455448,760.0609999999999,589.2063733987051,749.902,591.8394084330724,618.9749999999999,589.6019110218243,728.5039999999999,592.273782920178,597.766,579.8212006218453,550.499,324.9553389920633,319.315,89.14767094325708,-10.158999999999878,-0.3955376231192531,21.39800000000014,-0.4343744871055151,21.208999999999946,-0.12003584922591748,-0.023,4.24951559070936,3.6590432113830245,3.6358740239778995,0.5325296219955541,0.3273684935918805,1.6266978417887739,16.250448488118373,3.5601055892189613e-6,30
power_1p2,E67,456.0,15.2805125,546.0824480289282,931.6279999999999,731.897065403997,991.103,775.3914682835824,878.055,731.1268999721333,966.6659999999999,775.9124909247442,824.995,776.9912948284673,763.414,339.41453460534797,326.43699999999995,185.8146173750688,59.47500000000002,0.7701654318636884,24.437000000000012,-0.521022641161835,53.059999999999945,1.9349214629535534,2.712,5.743443766870739,3.7691992898347193,3.6908883004594673,2.241797434292991,0.8606814951578579,2.6046771621153795,150.17010135159774,5.993552132609685e-6,30
power_1p2,E71,456.0,7.126846153846151,809.1712514883649,1203.298,1125.3765856073833,1120.348,1148.8221616866604,882.823,1127.4871132266592,1095.306,1151.327318166503,847.476,1136.6793950525844,753.56,418.68118607458234,356.00399999999996,316.2053341190184,-82.95000000000005,-2.1105276192758993,25.041999999999916,-2.505156479842526,35.34699999999998,1.3520383226981854,0.825,4.354686961469274,3.6622293276351634,3.637261324539786,0.8572511477093983,0.5087592813104321,1.6849838011826366,76.7945456934408,9.246316705964614e-6,30
power_1p2,E72,304.0,18.707575757575754,445.77902037968795,737.656,547.8507359846953,797.899,572.5138662192107,733.977,547.0573313773741,771.112,572.5861561873938,684.1869999999999,572.0939267163714,652.9549999999999,317.1901367006443,309.928,102.0717156050074,60.24300000000005,0.7934046073212357,26.787000000000035,-0.07228996818309952,49.79000000000008,1.4180832002999348,2.485,6.4595273378579305,3.847650903354971,3.731790120832649,2.8592199945782557,0.9327925148521352,3.0652261344866116,129.92619714505707,2.86591975243785e-6,30
power_1p2,E76,304.0,4.526673611111114,842.9901570927448,1067.693,1086.8042217768789,970.472,1076.6455649254772,751.1579999999999,1089.01237730638,947.353,1078.7327671051871,726.308,1057.0854576844895,647.019,405.1581273467781,338.123,243.8140646841341,-97.221,-2.2081555295010276,23.119000000000028,-2.087202179709948,24.84999999999991,0.5131661529907967,0.174,4.058040086027482,3.642684115357877,3.627377317128623,0.5038582979135448,0.34623311530227935,1.45525738482193,33.10063549348861,5.211238407291194e-6,30
power_1p2,E77,256.0,13.84748387096774,396.50719828501065,565.544,461.26711651847415,623.3499999999999,475.8334392527131,574.299,461.0567876134348,602.429,475.9587428369773,543.727,473.9341775584959,525.356,309.44596078964906,308.37,64.75991823346351,57.805999999999926,0.2103289050393755,20.920999999999935,-0.12530358426420207,30.572000000000003,0.5518452827606091,0.978,5.950234089799496,3.8091310873984887,3.7132467050565183,2.0839613229553287,0.7488213587801225,2.7829886240828308,69.3451438217346,3.730122692806376e-6,30
power_1p2,E81,256.0,4.527140495867768,590.3054078602686,760.0609999999999,725.6379675911271,749.902,729.7730236973114,618.9749999999999,726.365429236897,728.5039999999999,730.5449000304164,597.766,715.7037128414738,550.499,341.0358272991143,319.315,135.33255973085852,-10.158999999999878,-0.7274616457698357,21.39800000000014,-0.7718763331050695,21.208999999999946,0.0356751825870385,-0.023,4.177355863848983,3.6523378943205502,3.6323030844929507,0.5215587189186149,0.3335708177128187,1.563562191965008,20.82029562164253,4.1467804636641685e-6,30
