simulation_id,max_abs_sensor_delta_K,rms_sensor_delta_K,axial_delta_difference_K,mid_radial_delta_difference_K,dp1_difference_mbar
E67,1.2633676861057666,0.9184185250752068,-0.35462651694035685,0.026726924520062312,0.05375700907430936
E72,0.6123882323103089,0.35455146632214735,-0.09855605781365284,0.03620823308557419,0.056973170094018144
E77,0.35396998212235076,0.25384924878930004,-0.05554945644473719,0.008882165018235355,0.02873295738653525
