variant,simulation_id,ring,radius_mm,groove_overlap,ring_mass_flow_kg_s,ring_mass_flux_kg_m2s,ring_dp_Pa,groove_dp_Pa,outlet_gas_K
apparent_prescribed_v9,E77,7,6.96774135681479,0.9409271337274929,3.6309485074735934e-5,1.2413499170849898,144.43937094374476,0.0,430.17186479471815
apparent_prescribed_v9,E77,8,8.039701565555527,1.0,4.1283147448083946e-5,1.223204368832116,141.49983950273906,0.0,429.73575868084856
apparent_prescribed_v9,E77,9,9.111661774296264,1.0,4.599434742705994e-5,1.2024665994002601,138.17208137269884,0.0,429.2321974663225
apparent_prescribed_v9,E77,10,10.183621983037002,1.0,5.0408090025747825e-5,1.1791366087894226,134.4684039540103,0.0,428.6585837685698
apparent_prescribed_v9,E78,1,0.5359801043703685,0.0,2.1075945038737204e-6,0.9367086683883201,117.15233992137173,0.0,464.987658748481
apparent_prescribed_v9,E78,2,1.6079403131111056,0.0,6.310134782415619e-6,0.9348347825800915,116.82435364738262,0.0,464.9035413014218
apparent_prescribed_v9,E78,3,2.6799005218518426,0.0,1.0474728873340882e-5,0.9310870109636341,116.16957636823074,0.0,464.7350252487589
apparent_prescribed_v9,E78,4,3.7518607305925795,0.0,1.4576079318238435e-5,0.9254653535389481,115.19039056853823,0.0,464.4815334714282
apparent_prescribed_v9,E78,5,4.8238209393333165,0.0,1.8588888658697172e-5,0.9179698103060333,113.89035031411399,0.0,464.14216314114947
apparent_prescribed_v9,E78,6,5.895781148074053,0.0,2.2487859436306017e-5,0.9086003812648897,112.27415895845667,0.0,463.71564071024545
apparent_prescribed_v9,E78,7,6.96774135681479,0.9409271337274929,2.6247694192653873e-5,0.8973570664155175,110.34764152621447,0.0,463.20026110466586
apparent_prescribed_v9,E78,8,8.039701565555527,1.0,2.9843095469329713e-5,0.8842398657579167,108.11771347127114,0.0,462.59381028883996
apparent_prescribed_v9,E78,9,9.111661774296264,1.0,3.324876580792233e-5,0.8692487792920872,105.59234781151312,0.0,461.89346997570414
apparent_prescribed_v9,E78,10,10.183621983037002,1.0,3.643940775002074e-5,0.8523838070180288,102.78054289302193,0.0,461.095702741237
apparent_prescribed_v9,E79,1,0.5359801043703685,0.0,1.6924750111011495e-6,0.7522111160449553,95.92784958470453,0.0,484.28154751745797
apparent_prescribed_v9,E79,2,1.6079403131111056,0.0,5.06726764388949e-6,0.7507063176132576,95.66088572299243,0.0,484.18031999232085
apparent_prescribed_v9,E79,3,2.6799005218518426,0.0,8.411588108435945e-6,0.7476967207498618,95.12790286586593,0.0,483.977524471936
apparent_prescribed_v9,E79,4,3.7518607305925795,0.0,1.1705121625912604e-5,0.7431823254547684,94.33078463330423,0.0,483.6724639205614
apparent_prescribed_v9,E79,5,4.8238209393333165,0.0,1.4927553417491534e-5,0.7371631317279771,93.27234153738948,0.0,483.26405236939786
apparent_prescribed_v9,E79,6,5.895781148074053,0.0,1.8058568704344822e-5,0.7296391395694879,91.95629408437813,0.0,482.7507658966493
apparent_prescribed_v9,E79,7,6.96774135681479,0.9409271337274929,2.1077852707644537e-5,0.7206103489793008,90.3872518743631,0.0,482.1305763143673
apparent_prescribed_v9,E79,8,8.039701565555527,1.0,2.396509064856281e-5,0.7100767599574159,88.57069001687711,0.0,481.4008665773279
apparent_prescribed_v9,E79,9,9.111661774296264,1.0,2.6699967748271618e-5,0.6980383725038333,86.51292442451515,0.0,480.5583264739029
apparent_prescribed_v9,E79,10,10.183621983037002,1.0,2.926216922794314e-5,0.6844951866185528,84.22108775372001,0.0,479.59882656844945
apparent_prescribed_v9,E80,1,0.5359801043703685,0.0,1.390187185735323e-6,0.6178609714379213,79.67490317834728,0.0,499.44465586795974
