groove_K,offset_mbar,resistance_scale,rmse_mbar
0.0,-0.6137813285193436,1.943631058627855,0.02540535192317744
2.0,-0.6087857517645743,1.9017411882323305,0.025257336339642254
5.0,-0.6018635746988217,1.84195318855472,0.025089131332119322
10.0,-0.5915852912020723,1.7511009962686153,0.024915784315710666
20.0,-0.5752105357470608,1.5977079188842445,0.024790611396387715
40.0,-0.5555501407658674,1.3840197453189207,0.024761978523104616
80.0,-0.5420558341578777,1.1630925752958525,0.024654191363912965
160.0,-0.5416260754794213,0.9962188858210483,0.024526299846326573
