phase,mean_sensor_rmse_K,steady_mae_K,t90_mae_s,axial_rmse_K,mid_radial_rmse_K,deep_radial_rmse_K,dp1_rmse_mbar,mean_core_to_side_flow_ratio
heating_training,65.61951402757744,54.936806938712174,810.1746031746031,106.70193906371058,42.57991687747618,55.29925829167094,0.2497795213775737,2.6871989533929406
heating_validation,61.464149181728175,50.03574510310756,875.0,107.7513980978815,43.723046463869146,55.70215310914843,0.1809603328724529,2.62696136016231
cooling_validation,33.59063885240828,27.916712538906864,892.8571428571429,9.246985054285755,5.056525229894252,12.601524911540352,0.05152401385386354,3.362828658670884
