phase,simulation_id,sensor,rmse_K,steady_error_K,t90_error_s
heating_validation,E80,T3,41.1534996157187,-55.360276337804066,-1300.0
heating_validation,E80,T2,14.39430824099421,13.583013876795121,-650.0
heating_training,E81,T8,58.593072987550315,-66.73048480373654,-550.0
heating_training,E81,T12,124.00660309739652,-143.84707578467408,-900.0
heating_training,E81,T11,58.769494032838345,-78.78530468997235,-1050.0
heating_training,E81,T9,94.91476765166475,-114.51067051296002,-1200.0
heating_training,E81,T10,41.02053481759132,-50.23631055670069,-1400.0
heating_training,E81,T3,31.060882554063433,-23.593975049386245,-1150.0
heating_training,E81,T2,15.603088492467057,16.6489609098125,-700.0
cooling_validation,C69,T8,43.61842066210777,8.62315018020621,-100.0
cooling_validation,C69,T12,22.736402990017186,19.34076448181554,-350.0
cooling_validation,C69,T11,31.759239666220772,58.39349985097084,-600.0
cooling_validation,C69,T9,78.66615563856773,10.969341666107937,-700.0
cooling_validation,C69,T10,67.36308934769009,37.79902387246682,-1000.0
cooling_validation,C69,T3,47.28419791316928,62.487760814756825,-850.0
cooling_validation,C69,T2,14.057027196842546,0.9655774708982676,-1250.0
cooling_validation,C80,T8,17.328867572153367,12.093196896618224,-600.0
cooling_validation,C80,T12,24.171610128614592,19.390741261848007,-950.0
cooling_validation,C80,T11,26.573528970461158,38.93353898612145,-1000.0
cooling_validation,C80,T9,46.66660823791618,17.356366333527887,-1250.0
cooling_validation,C80,T10,36.691323745131356,32.778892092574836,-1250.0
cooling_validation,C80,T3,30.931721848581972,43.64834327047896,-1050.0
cooling_validation,C80,T2,7.03354237161691,4.405684664546641,-1400.0
cooling_validation,C81,T8,18.942038706507535,19.306060302594744,-800.0
cooling_validation,C81,T12,29.792157991859703,28.70812325186256,-1400.0
cooling_validation,C81,T11,34.498119436110066,45.079078549834435,-500.0
cooling_validation,C81,T9,44.15366378203751,27.131436569815662,-1650.0
cooling_validation,C81,T10,37.74525580445365,41.28656341142113,-700.0
cooling_validation,C81,T3,38.4535845002398,50.16477353572549,-550.0
cooling_validation,C81,T2,6.9368593902748055,7.389045852851723,-800.0
