phase,simulation_id,sensor,rmse_K,steady_error_K,t90_error_s
heating_training,E67,T8,190.86234975175603,-169.74739794892128,150.0
heating_training,E67,T12,277.90177008887724,-278.3895495211941,50.0
heating_training,E67,T11,197.98209696301905,-228.61189002447372,-500.0
heating_training,E67,T9,229.30430376821138,-239.7611612530793,-250.0
heating_training,E67,T10,124.16838005883486,-158.67632040959995,-1150.0
heating_training,E67,T3,91.44321395527567,-126.41263938543,-1150.0
heating_training,E67,T2,22.005434713136374,18.874822793368537,-450.0
heating_validation,E68,T8,184.98505866436378,-176.60373099623678,150.0
heating_validation,E68,T12,266.4945859409882,-274.7018043602926,-50.0
heating_validation,E68,T11,172.20175979982957,-203.21533514788257,-850.0
heating_validation,E68,T9,217.89032647442585,-231.16014894117234,-400.0
heating_validation,E68,T10,110.48524668288775,-137.01615844076082,-1550.0
heating_validation,E68,T3,76.31922861587641,-93.35617547562083,-1450.0
heating_validation,E68,T2,25.130613481762868,20.918036297233925,-500.0
heating_training,E69,T8,163.6038407134035,-156.66593472934892,100.0
heating_training,E69,T12,242.7171768397706,-250.27762933984934,-100.0
heating_training,E69,T11,147.5076799789865,-170.26854366002,-850.0
heating_training,E69,T9,190.39152579359566,-205.1875834508154,-450.0
heating_training,E69,T10,86.41098719346982,-107.83972268883258,-1500.0
heating_training,E69,T3,52.95862779023974,-62.762683291522876,-1400.0
heating_training,E69,T2,19.57529971890759,21.901827628127307,-850.0
heating_validation,E70,T8,200.14694215868056,-192.75026043741786,100.0
heating_validation,E70,T12,246.6892855577947,-259.16034151325175,-250.0
heating_validation,E70,T11,129.04610453988946,-155.73960059077115,-1100.0
heating_validation,E70,T9,196.84271770778093,-212.53837296330983,-600.0
heating_validation,E70,T10,86.80943944667463,-96.38244691761315,-1800.0
heating_validation,E70,T3,63.67873338135853,-44.33501753765756,-1350.0
heating_validation,E70,T2,28.592284072858934,23.40398229960931,-600.0
heating_training,E71,T8,154.80201549605172,-149.04388607866076,50.0
heating_training,E71,T12,185.6053384400288,-200.85858276697775,-450.0
heating_training,E71,T11,74.46147334357596,-90.73763565486786,-1150.0
heating_training,E71,T9,140.94087638808853,-153.9506355104213,-800.0
heating_training,E71,T10,71.40852349044916,-36.00521734751135,-1800.0
heating_training,E71,T3,78.50183598718259,12.815755072318325,-1150.0
heating_training,E71,T2,34.153927325308054,30.647022835618827,-600.0
heating_training,E72,T8,164.3704636623133,-175.76247425030056,0.0
heating_training,E72,T12,250.58804796037933,-263.944473277362,100.0
heating_training,E72,T11,202.61059629053514,-231.8449646533639,-350.0
heating_training,E72,T9,208.11663423243047,-230.49484155510618,-350.0
heating_training,E72,T10,135.62127853103635,-172.7918692163439,-1000.0
heating_training,E72,T3,116.10626946245507,-156.1678380773776,-900.0
heating_training,E72,T2,12.034385129091618,11.04317170215586,-400.0
heating_validation,E73,T8,198.67207190718946,-201.29264573173646,50.0
heating_validation,E73,T12,283.30510215187513,-297.0271782209395,-50.0
heating_validation,E73,T11,207.86512530836637,-240.3125161268266,-700.0
heating_validation,E73,T9,239.98562211855324,-260.96887800487275,-400.0
heating_validation,E73,T10,148.418280039579,-185.78292447757735,-1350.0
heating_validation,E73,T3,114.8160413101021,-152.2497643792085,-1350.0
heating_validation,E73,T2,9.776232248693713,7.682774353443335,-650.0
heating_training,E74,T8,213.3011327680618,-211.718558947612,50.0
heating_training,E74,T12,276.01003122208647,-291.15615463137885,-200.0
heating_training,E74,T11,167.4498825689385,-199.6083359295435,-1000.0
heating_training,E74,T9,232.93829432557104,-252.53028086457596,-650.0
heating_training,E74,T10,120.98968923326208,-152.29211471902693,-1550.0
heating_training,E74,T3,80.71459861069589,-106.82804098332474,-1400.0
heating_training,E74,T2,16.50398820952106,10.971391520765849,-550.0
heating_validation,E75,T8,196.91277151900997,-198.6578957288025,0.0
heating_validation,E75,T12,241.10877151656967,-261.9396517548694,-500.0
heating_validation,E75,T11,123.61816495840819,-154.68359934262764,-1100.0
heating_validation,E75,T9,199.80046563960445,-223.47166844315802,-850.0
heating_validation,E75,T10,86.95415426676635,-111.6182396740669,-1700.0
heating_validation,E75,T3,55.0855222170515,-63.95479807402569,-1300.0
heating_validation,E75,T2,19.944605284683966,15.526384233070928,-550.0
heating_training,E76,T8,144.3844223906073,-147.64412038509136,-150.0
heating_training,E76,T12,172.10370633956842,-192.34723087840973,-750.0
heating_training,E76,T11,63.112701115970275,-81.10913097725609,-900.0
heating_training,E76,T9,134.24550153071763,-154.79241532001208,-950.0
heating_training,E76,T10,51.3688309523342,-43.87669538434932,-1350.0
heating_training,E76,T3,54.61787697549044,1.694855468347896,-950.0
heating_training,E76,T2,25.71661722930381,23.828014144920758,-700.0
heating_training,E77,T8,55.44377306122591,-65.25398619854911,-350.0
heating_training,E77,T12,131.89774028675072,-146.85562353990815,-300.0
heating_training,E77,T11,103.49603890789344,-125.12634076246104,-600.0
heating_training,E77,T9,101.601699769555,-121.00366683672098,-700.0
heating_training,E77,T10,64.48897911939626,-88.49566238520657,-1150.0
heating_training,E77,T3,56.54280052907063,-81.46828168471325,-1000.0
heating_training,E77,T2,5.585629903082516,5.998839491206013,-591.0
heating_validation,E78,T8,68.1709237105977,-77.30686195517671,-400.0
heating_validation,E78,T12,147.95482175846672,-166.3476431661744,-500.0
heating_validation,E78,T11,104.70447666899811,-128.57532247257603,-1050.0
heating_validation,E78,T9,117.7137387389212,-138.21909519964822,-950.0
heating_validation,E78,T10,71.1165881815674,-94.01471420426736,-1650.0
heating_validation,E78,T3,56.600002145106345,-78.11382364989771,-1350.0
heating_validation,E78,T2,11.598763233478277,10.916824038615175,-500.0
heating_training,E79,T8,74.5459948616484,-84.2202451500034,-400.0
heating_training,E79,T12,151.2714429441126,-170.96441369218542,-550.0
heating_training,E79,T11,96.30566010828207,-121.660111918067,-1100.0
heating_training,E79,T9,120.67250953373349,-142.31422238919117,-950.0
heating_training,E79,T10,65.66686455866564,-88.51937668192738,-1600.0
heating_training,E79,T3,48.234825557185786,-68.41433588556731,-1400.0
heating_training,E79,T2,11.428339264275042,11.752887179192669,-700.0
heating_validation,E80,T8,73.75881869273779,-83.11768609819933,-450.0
heating_validation,E80,T12,146.82707069860146,-167.45828017866313,-750.0
heating_validation,E80,T11,85.52837109217758,-110.17435140981593,-1150.0
heating_validation,E80,T9,116.52160982349118,-138.23742214073354,-1100.0
heating_validation,E80,T10,58.742931219177656,-78.6473268849096,-1600.0
