phase,simulation_id,time_s,model_T8_K,observed_T8_K,model_T12_K,observed_T12_K,model_T11_K,observed_T11_K,model_T9_K,observed_T9_K,model_T10_K,observed_T10_K,model_T3_K,observed_T3_K,model_T2_K,observed_T2_K
heating_training,E67,550.0,727.0223084737719,938.485,664.3672812153532,935.644,589.4536371404481,703.467,711.0848879844988,895.824,638.6459920277746,625.688,574.198581711903,510.158,312.70933044072956,293.935
heating_training,E67,600.0,733.9575192450934,945.481,672.7483943681563,947.425,597.8368357354619,718.056,712.856403578487,908.976,641.0333997746889,639.185,582.4557938746334,522.261,314.21375043700544,294.03099999999995
heating_training,E67,650.0,739.3649919135268,950.697,679.4064850116433,957.418,604.5669575544953,730.835,714.2868217759591,919.996,642.9438874018123,651.1659999999999,589.0941526175484,536.413,315.53969287743126,294.145
heating_training,E67,700.0,743.5520036811018,955.255,684.7019666233065,966.3199999999999,609.9961762567624,743.392,715.440760827042,930.026,644.5344454673066,663.016,594.4626620792869,550.509,316.71804457080714,294.32599999999996
heating_training,E67,750.0,746.7888762715739,955.7379999999999,688.9039851253685,972.053,614.3856130386877,753.972,716.3372028912987,936.941,645.8514889672002,673.497,598.819412598772,562.942,317.77577812399375,294.496
heating_training,E67,800.0,749.2915210282923,959.4789999999999,692.2415212554803,977.4549999999999,617.9421906120037,763.094,717.0459166817848,942.962,646.9421937449368,682.845,602.3648594621264,574.229,318.7349466044317,294.692
heating_training,E67,850.0,751.27662918183,961.689,694.906415161865,982.935,620.8317261553681,772.385,717.6436020099997,949.114,647.844759682001,692.27,605.2570896243917,586.5219999999999,319.61330085854166,294.95399999999995
heating_training,E67,900.0,752.8674586481721,962.116,697.0666662811176,986.364,623.2049047312988,780.284,718.2128333024248,953.384,648.6458384182797,700.508,607.6408166834957,596.6769999999999,320.4256100034061,295.22999999999996
heating_training,E67,950.0,754.1020796011361,963.689,698.8198424533775,989.629,625.1817933906856,787.754,718.7072704732585,957.206,649.393560449477,708.5129999999999,609.6393468402504,606.607,321.1839817881455,295.532
heating_training,E67,1000.0,755.0811120522401,965.2819999999999,700.2334502042812,994.1569999999999,626.8301089993626,794.189,719.0990614760792,961.788,650.0422836376239,715.48,611.3196130836006,614.825,321.8983284675562,295.83
heating_training,E67,1050.0,755.8370428220545,963.408,701.3841108310224,997.732,628.2168088700515,801.0699999999999,719.4354786208105,964.0079999999999,650.6240785820199,723.037,612.7452499167788,622.938,322.5759486071198,296.166
heating_training,E67,1100.0,756.4588384759988,963.127,702.3202506266337,998.2529999999999,629.3863589793004,807.693,719.7162148333188,966.021,651.1241555205071,730.351,613.9586969534258,631.546,323.2224245920905,296.543
heating_training,E67,1150.0,756.9682301816084,960.8299999999999,703.1055507591454,997.732,630.3901111327874,812.467,720.0042050046621,966.443,651.5930299571542,735.948,615.0074747731805,638.8399999999999,323.8422157074168,296.935
heating_training,E67,1200.0,757.3760409639298,959.7379999999999,703.7620808865478,997.293,631.2658481145177,816.3919999999999,720.2584952053093,966.6179999999999,652.0409728196064,740.795,615.9319583569321,645.547,324.4391259775175,297.36499999999995
heating_training,E67,1250.0,757.7165254081762,959.459,704.3147418441341,998.155,632.0348311534648,820.221,720.4860559043507,967.732,652.455513078259,745.568,616.7523840662362,651.79,325.01657756182885,297.842
heating_training,E67,1300.0,757.9872858652091,958.593,704.7864607250755,999.324,632.721559829572,824.156,720.6963316334871,969.259,652.8555940875015,750.065,617.4930062851439,657.969,325.5774027425649,298.337
heating_training,E67,1350.0,758.2387085798347,959.971,705.192589836245,1000.691,633.3365916848525,827.909,720.8927285970002,970.793,653.2220334966365,754.442,618.1628896529319,663.902,326.1237879900732,298.86499999999995
heating_training,E67,1400.0,758.4861855008704,961.14,705.5669536220826,1001.857,633.9010197706316,831.9259999999999,721.1296416337364,972.268,653.587833819355,758.939,618.7797302901795,670.017,326.6574705557456,299.448
heating_training,E67,1450.0,758.6797087108703,959.132,705.9090289253793,1002.353,634.4371277883354,835.31,721.3579316440035,973.086,653.9810516940822,763.0429999999999,619.3702011887762,675.245,327.1801120610508,300.01399999999995
heating_training,E67,1500.0,758.8455972402928,960.8729999999999,706.2057646268464,1003.879,634.9376945344983,838.6809999999999,721.5331215458581,974.5799999999999,654.3454227199437,767.0519999999999,619.928780012294,680.717,327.69315060676297,300.644
heating_training,E67,1550.0,758.9872660768156,960.36,706.4734702318048,1003.5219999999999,635.4061751033902,841.977,721.7004132721678,974.894,654.6886701221172,770.9179999999999,620.4558319427078,685.712,328.19737186371583,301.243
heating_training,E67,1600.0,759.1362818892636,958.961,706.7197884385254,1003.0849999999999,635.8464539745443,844.481,721.868194497266,974.788,655.010367564826,774.1279999999999,620.953918451716,690.2339999999999,328.6930312457523,301.84999999999997
heating_training,E67,1650.0,759.2371472347266,957.069,706.9509256529146,1002.448,636.2734338056486,846.79,722.0338021207942,974.446,655.349326021769,777.208,621.4394267149116,694.6769999999999,329.18036749947714,302.51099999999997
heating_training,E67,1700.0,759.371453279458,955.092,707.1578743037911,1000.703,636.6725098009666,848.728,722.1739105152859,973.215,655.6403058106108,779.741,621.8968047463585,698.333,329.6594913834231,303.11699999999996
heating_training,E67,1750.0,759.4379916328803,954.569,707.36174772772,999.749,637.0673024755947,850.108,722.3334073178713,972.321,655.9688202499447,781.96,622.3497458327591,701.8389999999999,330.1304964331962,303.736
heating_training,E67,1800.0,759.504227971232,954.257,707.5248054691536,999.802,637.4371980492599,851.733,722.4096235156459,972.346,656.2429258715254,784.309,622.7816825990114,705.354,330.59353005266144,304.39799999999997
heating_training,E67,1850.0,759.5637914386244,955.423,707.684326294718,1000.2869999999999,637.7884963270675,853.41,722.5206759488862,972.794,656.5058337489655,786.5849999999999,623.1922287208656,708.4549999999999,331.0484938944007,305.012
heating_training,E67,1900.0,759.6418828317907,956.5889999999999,707.8368365473036,1001.2049999999999,638.1275016003289,855.321,722.636345113115,973.619,656.7630993027813,788.891,623.5893649130603,711.199,331.49548900977834,305.64099999999996
heating_training,E67,1950.0,759.6880794283354,955.79,707.989296515701,1002.038,638.4666945089808,857.5169999999999,722.7632708568979,974.564,657.0490244641304,791.4449999999999,623.9868616827802,714.434,331.9353524798478,306.32899999999995
heating_training,E67,2000.0,759.7302957249041,954.0029999999999,708.1220898440035,1001.9,638.7956770335059,859.3389999999999,722.8479496020093,974.6419999999999,657.3139331458265,793.648,624.3766052698763,717.367,332.36887397366286,306.96999999999997
heating_training,E67,2050.0,759.7825519923261,952.7099999999999,708.2542940427377,1001.518,639.1146424049155,860.814,722.9529557985032,974.4119999999999,657.5685412703367,795.635,624.7546836526133,720.104,332.79631521579245,307.613
heating_training,E67,2100.0,759.8578968484228,953.5169999999999,708.3928114082604,1001.712,639.4302140933872,862.091,723.0838205998862,974.4929999999999,657.8280501812048,797.485,625.1271361643353,722.6320000000001,333.21791229219394,308.293
heating_training,E67,2150.0,759.9382775598987,954.617,708.54214086084,1001.542,639.7499755852424,863.542,723.2390830447714,974.592,658.1089248469276,799.309,625.5021049286792,724.988,333.6339922431224,308.94
heating_training,E67,2200.0,760.0104553644259,952.0889999999999,708.6909320727997,1001.03,640.0727899076732,864.771,723.3816239192304,974.2049999999999,658.3973385675398,801.012,625.8807544209499,727.544,334.04490148501327,309.602
heating_training,E67,2250.0,760.0883409953311,952.5509999999999,708.8367983819754,1000.208,640.3915854218219,865.6659999999999,723.5143924140713,973.494,658.672132654557,802.425,626.2551636460423,729.6089999999999,334.4506665130993,310.21799999999996
heating_training,E67,2300.0,760.1538512126641,950.836,708.981855467713,999.5509999999999,640.7088668221667,866.4019999999999,723.6452093514743,972.929,658.9479413263765,803.709,626.6278329325341,731.569,334.8511146897106,310.83
heating_training,E67,2350.0,760.2496186998118,950.7719999999999,709.1258455497758,999.535,641.0186050991774,867.215,723.7777238153066,972.891,659.2035792206011,805.009,626.9915159055078,733.453,335.2462314973526,311.46799999999996
heating_training,E67,2400.0,760.3374296866649,949.99,709.2823841734933,999.3349999999999,641.332807340241,868.174,723.9412715874232,972.744,659.4830610829789,806.313,627.3575106006331,735.324,335.63595530481007,312.058
heating_training,E67,2450.0,760.37019476768,948.415,709.4211742214711,998.304,641.6500838808171,868.793,724.0450787359181,971.823,659.7699125266624,807.472,627.7309693430999,736.95,336.02045795859397,312.635
heating_training,E67,2500.0,760.3962791504622,949.93,709.5319130885841,998.3,641.9488946112599,869.323,724.0927313978706,971.576,660.003255319426,808.4359999999999,628.0886896973368,738.574,336.3997753918418,313.253
heating_training,E67,2550.0,760.4490630279284,950.8629999999999,709.6439254321465,999.054,642.232290275719,870.217,724.1763812600587,972.1469999999999,660.213955973118,809.571,628.4275401495038,740.123,336.7734774156648,313.80899999999997
heating_training,E67,2600.0,760.5163320743018,951.547,709.7683782016569,999.8829999999999,642.5162582266464,871.331,724.3016936210847,972.901,660.4473033264026,810.9,628.7639423749456,741.78,337.14144910715703,314.41499999999996
heating_training,E67,2650.0,760.5979777234013,952.322,709.9017800092631,1000.2049999999999,642.8044585987208,872.4159999999999,724.4432389259671,973.263,660.698340173552,812.178,629.1032716401874,743.4369999999999,337.5042614167462,314.96799999999996
heating_training,E67,2700.0,760.6339043506999,950.365,710.0326154420042,999.963,643.1008121085016,873.252,724.5632226875608,973.2049999999999,660.9735425031452,813.3249999999999,629.4528986453928,744.865,337.86250578011493,315.508
heating_training,E67,2750.0,760.6986211059875,949.35,710.1466775708589,999.095,643.3835896486885,873.845,724.6442009016423,972.489,661.2002286063574,814.295,629.7900842550952,746.278,338.2164031477038,316.078
heating_training,E67,2800.0,760.8065239129182,947.946,710.2849501326695,998.558,643.6633882133001,874.2049999999999,724.8031193463092,971.971,661.4327361630135,815.009,630.1182976160314,747.461,338.56575207605556,316.616
heating_training,E67,2850.0,760.8612684341795,948.2139999999999,710.4290698744512,998.358,643.9601729476051,874.54,724.9533218417931,971.699,661.7188315828066,815.673,630.464980508831,748.614,338.91059691311057,317.13199999999995
heating_training,E67,2900.0,760.8998796791714,948.404,710.5443221673269,998.432,644.2476204887445,875.098,725.0208781125936,971.762,661.962788493947,816.438,630.8069774367664,749.8820000000001,339.25115009450406,317.662
heating_training,E67,2950.0,760.9444972084603,946.838,710.6544087935964,998.067,644.5201139630567,875.509,725.0987220632601,971.437,662.1742258881302,817.115,631.1321046643858,751.028,339.5868778208952,318.145
heating_training,E67,3000.0,760.9936105954316,945.62,710.7647651165483,998.304,644.7870886321251,876.05,725.1903312120131,971.6329999999999,662.386809769498,817.889,631.4502176709711,751.943,339.91712114530446,318.652
heating_training,E67,3050.0,761.041154121191,947.942,710.8755929023419,998.97,645.0529260394493,876.524,725.2878302461031,972.026,662.6078990162428,818.6089999999999,631.7667990029709,752.847,340.2423793926747,319.13399999999996
heating_training,E67,3100.0,761.1010814088165,946.183,710.9874404068821,999.471,645.3165720485002,877.3389999999999,725.3907433008857,972.59,662.8280400042191,819.4929999999999,632.0804816675839,753.822,340.5632184216439,319.59799999999996
heating_training,E67,3150.0,761.1390750793101,947.278,711.1004095423947,999.0939999999999,645.5838021090208,877.976,725.4939129600366,972.338,663.0648397388745,820.345,632.3981823535396,755.016,340.87998351587,320.12399999999997
heating_training,E67,3200.0,761.1917619059359,946.712,711.2048515839755,998.256,645.8443691412457,878.293,725.5770124286959,971.739,663.2795172436793,820.92,632.7098366679112,755.913,341.19299046117146,320.575
heating_training,E67,3250.0,761.2497521577421,946.56,711.3176758826588,997.847,646.1036387435332,878.362,725.6884608518375,971.3,663.4993919801692,821.3059999999999,633.0179636809892,756.631,341.5020203870645,321.03999999999996
heating_training,E67,3300.0,761.3180219945265,947.1229999999999,711.4333860893142,997.579,646.3638943558341,878.6089999999999,725.8029715908099,971.0,663.7237863506688,821.7379999999999,633.3263716267159,757.373,341.80706240325264,321.50699999999995
heating_training,E67,3350.0,761.408179240216,945.468,711.5591940483033,997.482,646.624870613611,878.8199999999999,725.9401192130914,970.9019999999999,663.9507070122853,822.167,633.633335855253,758.0419999999999,342.10829964418616,321.94399999999996
heating_training,E67,3400.0,761.4484450706321,942.838,711.6841211415907,996.877,646.8951675593438,879.087,726.058809093417,970.444,664.2052936975952,822.624,633.9513098879045,758.7639999999999,342.40574105777876,322.38899999999995
heating_training,E67,3450.0,761.4746334333653,944.692,711.7812149605725,996.117,647.1535039495853,879.1039999999999,726.1054301221835,969.77,664.4158578964885,822.9069999999999,634.2611235979757,759.396,342.69933790745074,322.77299999999997
heating_training,E67,3500.0,761.5045610195663,943.771,711.8725924791606,996.322,647.3974985621473,879.177,726.1628373999541,969.855,664.5994406399637,823.1519999999999,634.5549540515364,759.736,342.98845904470625,323.16999999999996
heating_training,E67,3550.0,761.5573406112109,944.607,711.9675814399029,996.293,647.634914099215,879.411,726.245570080341,969.709,664.7812670084742,823.495,634.8398639327095,760.3009999999999,343.2728092285847,323.56399999999996
heating_training,E67,3600.0,761.5810783874084,944.8389999999999,712.0662656975592,997.088,647.8783734825876,879.794,726.3363189457077,970.3489999999999,664.9945777476514,823.967,635.1309629503064,760.7919999999999,343.5529063828176,323.986
heating_training,E67,3650.0,761.6061206070843,943.7909999999999,712.1498240726497,997.481,648.1154755129467,880.332,726.3885194659204,970.731,665.187299463995,824.55,635.4179425800564,761.45,343.82939907605214,324.371
heating_training,E67,3700.0,761.6809800638134,944.542,712.2457512749007,996.97,648.3447805679585,880.832,726.4893333135486,970.539,665.3659804981698,825.101,635.6929841624251,762.155,344.1024167562316,324.76599999999996
heating_training,E67,3750.0,761.7628293338958,943.56,712.3655831515347,995.617,648.5859096600939,880.688,726.6420357642156,969.3439999999999,665.5876620585112,825.312,635.9764692930638,762.6869999999999,344.3719363209807,325.17199999999997
heating_training,E67,3800.0,761.8183941997942,944.3199999999999,712.4825041058725,995.655,648.8370741026907,880.5079999999999,726.7608159150602,969.244,665.8275097584076,825.357,636.2724256769923,763.005,344.638334793584,325.522
heating_training,E67,3850.0,761.8410247409275,940.545,712.5812511112482,994.0799999999999,649.0844388813558,880.6419999999999,726.8260210676463,968.088,666.0464413318489,825.591,636.5679858772403,763.524,344.90194354130057,325.881
heating_training,E67,3900.0,761.8749609412279,939.569,712.6661133711652,992.978,649.3166970140651,879.994,726.8728672349779,966.722,666.2236215817086,825.341,636.8485868470702,763.718,345.1624483280965,326.238
heating_training,E67,3929.0,761.8806020510787,931.6279999999999,712.7134504788058,991.103,649.4431099755262,878.055,726.9048387469206,966.6659999999999,666.3186795904,824.995,637.00136061457,763.414,345.3118227933685,326.43699999999995
heating_validation,E68,0.0,293.44449999999995,294.839,293.44449999999995,293.585,293.44449999999995,293.493,293.44449999999995,293.60699999999997,293.44449999999995,293.66999999999996,293.44450000000006,293.688,293.44449999999995,293.464
heating_validation,E68,50.0,384.1409300634834,395.04499999999996,334.0372385127707,350.197,308.0186176675698,307.61699999999996,397.1732562741419,319.7,331.2131465853252,299.80699999999996,304.16657943908695,298.01399999999995,293.468431615496,293.45799999999997
heating_validation,E68,100.0,472.02401197317903,552.832,394.3667042835732,472.90599999999995,344.46041946310766,368.618,513.3501901927092,416.08799999999997,409.90006363110354,342.68899999999996,336.13993239297116,321.91999999999996,293.7200745469386,293.453
heating_validation,E68,150.0,546.723104505098,675.702,456.26734611327186,577.13,389.885753040921,425.735,602.0220714107455,511.938,487.6105034911639,389.541,378.069989962048,344.582,294.6968210855074,293.471
heating_validation,E68,200.0,607.4731310754314,766.255,512.2008150434056,661.876,435.23433999456546,473.04699999999997,661.5263744548761,595.0799999999999,548.0159286038268,429.431,420.9226372829957,364.28999999999996,296.6182488304644,293.491
heating_validation,E68,250.0,655.8345834705735,835.5649999999999,559.8830034137405,735.066,476.1931851483561,515.683,699.5430800431877,670.4159999999999,590.3076518870225,465.121,460.11443863161367,380.299,299.2546763597396,293.53299999999996
heating_validation,E68,300.0,693.923079610085,881.4789999999999,599.2960108749328,788.904,511.3184972518079,549.395,723.506718654524,727.527,618.5971604187855,494.042,493.9666676666767,400.67499999999995,302.228607209453,293.561
heating_validation,E68,350.0,723.7641318295563,916.164,631.3353009707681,831.0559999999999,540.5900641063646,577.912,738.8079504616898,773.017,637.3062221058426,519.087,522.2970914542166,417.221,305.2258768447549,293.60799999999995
heating_validation,E68,400.0,747.0213839347134,942.081,657.1351093621122,867.308,564.6059909071136,604.1379999999999,748.8523685594731,812.697,649.8610698635136,541.9739999999999,545.6048809617164,433.42499999999995,308.05291213103885,293.654
heating_validation,E68,450.0,765.1393364393739,960.31,677.7828429373293,894.127,584.1281635541172,625.505,755.6442245450827,842.568,658.4887894028375,560.814,564.59082181651,449.365,310.61878073257606,293.719
heating_validation,E68,500.0,779.2138335782614,975.043,694.2678536009092,916.249,599.9246821340835,644.059,760.445699082226,867.606,664.6376502910208,577.731,579.9790720661096,465.08299999999997,312.8995375960451,293.77299999999997
heating_validation,E68,550.0,790.1248225532809,987.1809999999999,707.3945737601092,935.992,612.6808614029035,662.0509999999999,763.9192632768335,889.398,669.178407235583,594.005,592.4292934774995,481.10799999999995,314.9076349330644,293.87899999999996
heating_validation,E68,600.0,798.6404047387736,995.86,717.8437523201526,950.818,622.9649753968384,677.008,766.5241671900246,906.635,672.6053990580039,607.8820000000001,602.4851554609509,494.669,316.67224891695804,293.94599999999997
heating_validation,E68,650.0,805.2912592861733,1001.882,726.1879774051902,963.369,631.2707617165818,690.625,768.5930787301264,921.51,675.3005582003723,620.785,610.6204306068571,508.187,318.2273506119027,294.063
heating_validation,E68,700.0,810.4754791819217,1008.092,732.8555853127417,974.073,638.0023572072389,703.0319999999999,770.2449715761136,934.0029999999999,677.4955452328851,632.66,617.2304656873547,520.0699999999999,319.6066952630283,294.202
heating_validation,E68,750.0,814.5794286280412,1014.1949999999999,738.1953259477253,984.3729999999999,643.4671468856931,715.1869999999999,771.5915091405715,945.99,679.2874826834452,644.352,622.6115504880486,531.421,320.841053274253,294.36199999999997
heating_validation,E68,800.0,817.8002746682777,1016.922,742.5012500885891,992.417,647.933306292821,725.847,772.751852585987,955.442,680.8211492730263,654.643,627.0226601908142,541.423,321.9564396218494,294.544
heating_validation,E68,850.0,820.3532458385466,1021.178,745.9700346411187,999.259,651.6011368744144,735.652,773.7051459203077,963.351,682.1344129882212,664.125,630.6619558704781,551.072,322.97472753266936,294.762
heating_validation,E68,900.0,822.3655145444596,1023.201,748.78272562,1005.557,654.6319334068758,745.316,774.5256288569904,970.703,683.2800357431189,673.9639999999999,633.6843561759223,561.0989999999999,323.91398368070116,295.02
heating_validation,E68,950.0,823.8898597700388,1025.897,751.0534981371169,1010.572,657.1590629010914,753.717,775.1807199949864,976.497,684.3050659784333,682.37,636.2243354982015,570.2429999999999,324.7884541831153,295.303
heating_validation,E68,1000.0,825.1339321692986,1026.396,752.8786626843773,1015.091,659.2562098716305,761.5989999999999,775.6844182695987,981.7719999999999,685.1453688415487,690.374,638.3501346829856,579.226,325.6095350484207,295.60699999999997
heating_validation,E68,1050.0,826.1309804516535,1027.413,754.3875257743425,1018.453,661.0179052644332,768.923,776.185272320563,985.965,685.896495193706,697.924,640.146376040862,587.683,326.38543349928193,295.924
heating_validation,E68,1100.0,826.9119135424719,1027.013,755.6259322251116,1022.05,662.5204219353021,776.098,776.606073762371,990.1129999999999,686.5932412815635,705.4259999999999,641.693127829374,596.165,327.12310013589604,296.29999999999995
heating_validation,E68,1150.0,827.5555586581687,1028.73,756.6476582313594,1024.893,663.8048431870574,782.4590000000001,776.9680863809405,993.514,687.2104752750636,712.0840000000001,643.0286408480454,603.776,327.8286274642583,296.671
heating_validation,E68,1200.0,828.0608590032069,1028.179,757.5044179735957,1027.579,664.9197145601327,788.486,777.3057229398249,996.617,687.789133339672,718.473,644.1991152513342,611.028,328.50654837611364,297.075
heating_validation,E68,1250.0,828.4103600274173,1029.731,758.2085575970232,1029.9560000000001,665.9009253019921,794.54,777.5627146897695,999.439,688.3388378681497,724.93,645.2442407522389,618.469,329.16067590117007,297.543
heating_validation,E68,1300.0,828.7048688538063,1029.464,758.7806064983356,1031.835,666.7549701196206,799.831,777.7479521248144,1001.6569999999999,688.8042774504869,730.614,646.1679773660334,625.131,329.7941160192483,298.01399999999995
heating_validation,E68,1350.0,828.947121879642,1030.103,759.2743258601798,1033.409,667.5123155551943,804.7049999999999,777.9611744628293,1003.528,689.2414485101573,736.0039999999999,646.994691797417,631.488,330.4093323906992,298.51399999999995
heating_validation,E68,1400.0,829.1937855402236,1029.7350000000001,759.7057891640751,1035.338,668.1946062327227,809.6419999999999,778.1783462372865,1005.683,689.6555619489225,741.509,647.746147389664,638.159,331.0084800655859,299.08299999999997
heating_validation,E68,1450.0,829.4205514594398,1030.451,760.108295647347,1037.199,668.8280109325756,814.081,778.4449718883907,1007.7479999999999,690.0873800308414,746.544,648.4464462594372,643.996,331.5938199819062,299.659
heating_validation,E68,1500.0,829.6045604203257,1030.5929999999998,760.4727825795884,1039.097,669.4294705111789,818.427,778.68968131067,1009.8,690.5379560760364,751.4169999999999,649.1171482135043,649.711,332.1674740035925,300.24199999999996
heating_validation,E68,1550.0,829.7814999307484,1029.632,760.8014918883213,1040.425,669.9953860158823,822.6229999999999,778.9094264513406,1011.337,690.965506714112,756.208,649.7540159504631,655.159,332.7311269779019,300.85999999999996
heating_validation,E68,1600.0,829.9043235906881,1030.75,761.1048430783546,1041.3249999999998,670.5372230355528,826.682,779.1233296158883,1012.5079999999999,691.3971388519769,760.9110000000001,650.3679988704965,660.7249999999999,333.2854438993067,301.50699999999995
heating_validation,E68,1650.0,830.0527873878084,1028.946,761.3743286679099,1042.136,671.0455186402787,830.2719999999999,779.2979771468742,1013.5559999999999,691.7817712842977,765.027,650.9497020746031,665.653,333.83067943005494,302.14099999999996
heating_validation,E68,1700.0,830.1445376745094,1028.345,761.6365959113868,1042.711,671.5382624812554,833.588,779.5040640949925,1014.328,692.1850343927003,768.944,651.5144987884079,670.44,334.36681059703017,302.77099999999996
heating_validation,E68,1750.0,830.2622338093162,1026.7269999999999,761.866117360644,1043.1399999999999,672.0054573569713,836.944,779.6526837739765,1014.9499999999999,692.5470066111321,772.896,652.0558330636213,675.229,334.89398280932124,303.44599999999997
heating_validation,E68,1800.0,830.3887926457531,1025.9,762.1021039703459,1043.2559999999999,672.4550875153507,839.8349999999999,779.8601320222821,1015.2669999999999,692.9066177465903,776.336,652.5752487857875,679.421,335.4123747523954,304.096
heating_validation,E68,1850.0,830.5006908193634,1026.317,762.3306575627327,1043.476,672.8995390162033,842.487,780.0577660841634,1015.621,693.2829213234603,779.555,653.0894888643383,683.434,335.9221916665746,304.736
heating_validation,E68,1900.0,830.6514988766772,1026.498,762.5550993379304,1044.1619999999998,673.330323248653,845.069,780.2575009859783,1016.304,693.6383612430742,782.63,653.5887210978966,687.222,336.4240340170685,305.399
heating_validation,E68,1950.0,830.7358430964064,1025.5169999999998,762.7837428810593,1044.616,673.7666435341589,847.762,780.4756414301754,1016.901,694.0370525155867,785.837,654.0932563147632,691.112,336.9184924605346,306.09499999999997
heating_validation,E68,2000.0,830.8300637124302,1027.63,762.9811489806251,1045.509,674.1901598947339,850.1809999999999,780.6133526776167,1017.737,694.3972440270933,788.771,654.5892985419505,694.623,337.4061735059737,306.784
heating_validation,E68,2050.0,830.9179230177052,1025.6,763.1809803652651,1046.0169999999998,674.6020897515514,852.625,780.7871637945138,1018.422,694.7467678120776,791.5609999999999,655.0714702655891,697.979,337.88722597456183,307.46999999999997
heating_validation,E68,2100.0,831.0190533627735,1025.167,763.3740551168473,1046.6309999999999,675.0071892500187,855.009,780.95226721,1019.034,695.0912328980045,794.389,655.5466676052655,701.365,338.36162474934736,308.21099999999996
heating_validation,E68,2150.0,831.132500688718,1025.0639999999999,763.5735566598652,1047.626,675.4077284718874,857.216,781.1443582796329,1019.982,695.4380629806691,796.952,656.0151364126408,704.461,338.8297629043135,308.883
heating_validation,E68,2200.0,831.1544379561167,1024.94,763.762731253775,1048.7060000000001,675.816768808019,859.387,781.3062141947449,1021.062,695.822474571518,799.4929999999999,656.4951391946398,707.429,339.291710756249,309.532
heating_validation,E68,2250.0,831.2367917065511,1025.132,763.9181019701907,1049.38,676.2004102797717,861.6229999999999,781.391762437219,1021.803,696.1249565403402,802.0849999999999,656.9526387537935,710.468,339.7474997772299,310.21999999999997
heating_validation,E68,2300.0,831.3482353284169,1024.155,764.1019563434571,1050.548,676.5737538718006,863.691,781.5864223590717,1022.927,696.4312517168848,804.384,657.3920220327069,713.307,340.1965477098613,310.849
heating_validation,E68,2350.0,831.4181251780992,1021.971,764.2864971959846,1050.1999999999998,676.9583027460905,865.794,781.7678962962534,1022.891,696.784887147064,806.789,657.8433470563145,716.086,340.63882632434377,311.479
heating_validation,E68,2400.0,831.5240997013839,1022.4019999999999,764.4595901192195,1049.499,677.3334370982766,867.304,781.9163077738347,1022.353,697.1058824856599,808.817,658.2863585388508,718.674,341.07519587675654,312.138
heating_validation,E68,2450.0,831.6485244842615,1021.048,764.6508184604953,1049.186,677.7060047177885,868.846,782.1204944385355,1022.193,697.4324869365528,810.778,658.7224925047061,721.239,341.5058211880863,312.81199999999995
