simulation_id,flow_lpm,irradiance,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment
E67,15.2805125,456000.0,984.7245598081345,931.6279999999999,878.6664870529352,991.103,748.5271772755904,878.055,880.2835758420944,966.6659999999999,748.9433157643199,824.995,688.5369069194172,763.414,368.93796759100155,326.43699999999995,-1.6170887891591974,24.437000000000012,-0.41613848872952985,53.059999999999945
E68,12.499871559633025,456000.0,1014.5358689266307,1012.649,900.0197766898483,1047.717,762.8483842653716,898.751,901.7320846179537,1020.928,763.2691190066175,850.0989999999999,698.2923722022375,773.207,387.2450035031403,338.52,-1.7123079281053606,26.7890000000001,-0.4207347412459512,48.652000000000044
E69,10.499733944954128,456000.0,1030.0274578681388,1058.429,907.4714642212526,1070.73,765.8419731668944,896.755,909.2233245315381,1044.378,766.2637941153124,852.837,699.0962991260803,769.76,388.6316915435863,344.308,-1.7518603102854513,26.35200000000009,-0.42182094841803064,43.918000000000006
E70,9.107139705882352,456000.0,1043.2028822538646,1152.474,915.2892044495767,1120.277,770.275653604796,912.173,917.0671217220174,1093.725,770.6889053539126,871.483,701.6894261373604,779.518,398.23054998854457,352.421,-1.7779172724407317,26.552000000000135,-0.41325174911651175,40.690000000000055
E71,7.126846153846151,456000.0,1058.6468981766072,1203.298,922.0602113440009,1120.348,772.6258598905438,882.823,923.8657179498896,1095.306,773.0315266387818,847.476,702.1512277852403,753.56,402.5127797299096,356.00399999999996,-1.805506605888695,25.041999999999916,-0.40566674823799076,35.34699999999998
E72,18.707575757575754,304000.0,740.1979303391104,737.656,671.9044500047478,797.899,594.2191452420635,733.977,672.4815149021576,771.112,594.3796890014673,684.1869999999999,561.0671477932918,652.9549999999999,333.6519493454985,309.928,-0.5770648974098549,26.787000000000035,-0.16054375940382215,49.79000000000008
E73,13.170870967741934,304000.0,792.7032463844499,837.694,711.9996623299762,894.482,622.6516053409188,791.76,712.6863592504334,867.5509999999999,622.8427715677217,747.4,582.1151910176376,694.626,348.27190857546697,325.12,-0.686696920457166,26.93100000000004,-0.1911662268029204,44.360000000000014
E74,9.023245901639344,304000.0,831.5019203844821,948.538,738.3964376796171,962.509,639.857858741562,804.0,739.1620214941462,935.491,640.0659732571271,767.8009999999999,593.9794081857963,697.672,358.3739748327346,333.964,-0.7655838145291227,27.01800000000003,-0.20811451556505745,36.19900000000007
E75,6.944410852713178,304000.0,849.3681439459156,1008.725,749.2187446463877,979.689,646.2631491177507,788.678,750.0194989928526,954.178,646.4783970442566,757.393,598.1118354304666,681.066,361.2949738583948,336.517,-0.8007543464649416,25.510999999999967,-0.21524792650586733,31.284999999999968
E76,4.526673611111114,304000.0,873.8371109237654,1067.693,763.3332135965661,970.472,654.2986781962692,751.1579999999999,764.1790702335369,947.353,654.5208687860596,726.308,603.4590805375658,647.019,365.6608624635309,338.123,-0.8458566369707796,23.119000000000028,-0.22219058979044348,24.84999999999991
E77,13.84748387096774,256000.0,603.865741504414,565.544,556.3656345650584,623.3499999999999,506.3621404962607,574.299,556.6228805943496,602.429,506.4377448790216,543.727,484.5445587012253,525.356,320.740619708111,308.37,-0.25724602929119555,20.920999999999935,-0.07560438276090053,30.572000000000003
E78,10.009137614678897,256000.0,644.7515035636325,631.689,589.2076161358059,685.819,530.9033159810111,612.092,589.5145833297655,663.635,530.9930002672969,583.704,503.93864833445207,554.4549999999999,334.7479635732587,312.95899999999995,-0.3069671939596219,22.18399999999997,-0.08968428628577385,28.388000000000034
E79,8.033490566037736,256000.0,657.0485123230274,676.213,597.4271677906293,716.108,536.2729263568439,622.325,597.752229222639,694.063,536.3693162542794,595.766,507.6470570448181,560.0329999999999,334.794801273983,314.96,-0.3250614320097611,22.04499999999996,-0.09638989743552884,26.559000000000083
E80,6.605050847457628,256000.0,669.0952670989507,710.3340000000001,605.9242329089345,735.351,542.0857572907048,626.4849999999999,606.2657748847327,713.233,542.1873848375536,601.77,511.9448998104767,561.2539999999999,336.81777939160895,316.11899999999997,-0.3415419757981226,22.118000000000052,-0.10162754684881747,24.714999999999918
E81,4.527140495867768,256000.0,687.8676960029678,760.0609999999999,618.4120613607407,749.902,550.2651249285626,618.9749999999999,618.779225901148,728.5039999999999,550.3745085181632,597.766,517.9646133292384,550.499,339.70662112943825,319.315,-0.36716454040731605,21.39800000000014,-0.10938358960061123,21.208999999999946
