irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-9.0139967504315,-34.14928244526689
456000.0,T12_perim,-5.262362109034314,-16.81065855368442
456000.0,T11_perim,-2.900353450176033,-1.3657133576718719
456000.0,T9_core,-5.285291974159804,-16.731949144758126
456000.0,T10_core,-2.8990888412785134,-3.5441256722753445
456000.0,T3,-1.6184436000964475,0.5430107656374393
456000.0,T2,-4.016261031880826,-3.714704533708543
304000.0,T8,-9.369699564478088,-23.65036823444102
304000.0,T12_perim,-6.44112350449503,-13.173548257550575
304000.0,T11_perim,-4.245193780591779,-1.9289615808695002
304000.0,T9_core,-6.4600549229942095,-13.384545690629912
304000.0,T10_core,-4.249563871325971,-3.67897996265457
304000.0,T3,-2.9914738055487415,-0.13175631351821884
304000.0,T2,-2.275458822800986,-2.0439067897339482
256000.0,T8,-8.844527563570052,-20.88606484778701
256000.0,T12_perim,-6.534015822398098,-13.987976018518863
256000.0,T11_perim,-4.622806229160328,-5.174190237226035
256000.0,T9_core,-6.545632298904459,-13.924381477027032
256000.0,T10_core,-4.6264136017890625,-6.148389808009175
256000.0,T3,-3.511110653860721,-3.039355302230513
256000.0,T2,-1.940544731620407,-1.1393701213842518
