simulation_id,z_mm,Tperim_K,Tcore_K,Trear_K,Tgas_in_K,Tgas_out_K,h_W_m2K,Qgas_W,Qcore_source_W,Qperim_source_W
E74,2.74,1008.9115695450375,937.1752306319412,695.7518345156096,310.7527980792301,923.9952808805122,217.27878853463767,113.4604892894649,90.85921418835485,75.81796757381467
E74,8.220000000000002,993.5143619461098,974.0810248500899,695.751743520268,923.9952808805122,972.4255702688313,194.91298954700557,9.102872973710568,6.560651562744407,0.0
E74,13.700000000000001,981.2077351718898,978.1605319231877,695.7514841277485,972.4255702688313,977.92949329554,183.83153568910825,1.0358151286834136,0.9729349425820067,0.0
E74,19.180000000000003,969.9599147558034,972.8259602911756,695.7509490918208,977.92949329554,973.0555498447161,177.5157787417864,-0.9172593599671275,0.14428481583635208,0.0
E74,24.66,959.0238660658756,964.3124090681597,695.7499772915286,973.0555498447161,964.736893590347,173.09594281298538,-1.5650386770584637,0.021397225209819553,0.0
E74,30.140000000000004,948.0830705096864,954.4468183624596,695.7483215365727,964.736893590347,954.9768558999153,169.63655892275239,-1.835411587829497,0.0031731769141877123,0.0
E74,35.620000000000005,936.9877010029638,943.8720295247904,695.7456012350808,954.9768558999153,944.4730571682175,166.72425950306646,-1.9743124516904604,0.0004705774524499068,0.0
E74,41.1,925.6564705159145,932.8246167134836,695.7412310467477,944.4730571682175,933.4831852591842,164.14463273866798,-2.064604257758651,6.978594157928679e-5,0.0
E74,46.580000000000005,914.0370179705236,921.3799623849937,695.7343134424154,933.4831852591842,922.0921558014098,161.77280425507627,-2.138811443918222,1.034915212523073e-5,0.0
E74,52.06,902.0898895682786,909.5439853809742,695.7234780208998,922.0921558014098,910.3107465270173,159.5293130333703,-2.210872412768451,1.534763983795816e-6,0.0
E74,57.540000000000006,889.7828518632737,897.2902202422158,695.7066435423856,910.3107465270173,898.1153499721482,157.35986780613462,-2.2872344092812185,2.2760323333292196e-7,0.0
E74,63.02,877.0902778569198,884.5754212805421,695.6806699917903,898.1153499721482,885.4647333103078,155.22498284063016,-2.3711850059570283,3.375322353830538e-8,0.0
E74,68.5,863.9956497450556,871.3468432117595,695.6408583180365,885.4647333103078,872.3078167532179,153.09424871940035,-2.4645437955396496,5.005553227622028e-9,0.0
E74,73.98,850.4966726452643,857.5472673114551,695.5802471564018,872.3078167532179,858.5888485712172,150.94309759183264,-2.5681540380085854,7.423161549628758e-10,0.0
E74,79.46000000000001,836.6131356895156,843.1215195057179,695.4886544411264,858.5888485712172,844.2537997026118,148.75117968454106,-2.681657668675115,1.1008439004865974e-10,0.0
E74,84.94,822.3978439691529,828.0280165511347,695.3514288166704,844.2537997026118,829.261450251173,146.50209789183307,-2.802623122589557,1.6325352548728337e-11,0.0
E74,90.42000000000002,807.9507003159197,812.2595660421763,695.1479316560993,829.261450251173,813.6032251927262,144.1846521190379,-2.9249210621512134,2.4210256851354155e-12,0.0
E74,95.90000000000002,793.4351769900852,795.877905193526,694.8498960211188,813.6032251927262,797.336062299682,141.79600313426914,-3.036311649490326,3.5903453543133264e-13,0.0
E74,101.38000000000001,779.0947831665483,779.063717402341,694.4200358624418,797.336062299682,780.6300501871993,139.34711302666742,-3.1157241590492935,5.3244291633851056e-14,0.0
E74,106.86000000000001,765.2648027499189,762.1739309197826,693.811601832944,780.6300501871993,763.8233891475438,136.87002873679464,-3.131941400691818,7.896049855440046e-15,0.0
E74,112.34,752.3725975468677,745.7779917861403,692.9698643716704,763.8233891475438,747.4586355064832,134.4245413560357,-3.047133589268172,1.1709725382083244e-15,0.0
E74,117.82000000000001,740.9208365876826,730.621882284466,691.8363499027934,747.4586355064832,732.2527836036711,132.09872792696547,-2.8291768130163786,1.73653498944583e-16,0.0
E74,123.30000000000001,731.4559624130361,717.473579092391,690.3553734618989,732.2527836036711,718.9570077487871,129.99645637839325,-2.4720857716800535,2.5752557563678428e-17,0.0
E74,128.78,724.5402688432487,706.8992663548948,688.4794443610499,718.9570077487871,708.146697683225,128.21167995533222,-2.008795462052852,3.8190662733621e-18,0.0
E74,134.26000000000002,720.759914764828,699.4241118253674,686.1652968652689,708.146697683225,700.3480111483166,126.82412755571978,-1.4485239314096066,5.663618910186519e-19,0.0
