simulation_id,z_mm,Tperim_K,Tcore_K,Trear_K,Tgas_in_K,Tgas_out_K,h_W_m2K,Qgas_W,Qcore_source_W,Qperim_source_W
E69,2.74,1099.8658823178134,1003.0631403431959,782.2596721144116,310.47749019748983,984.7226516195092,238.5778706131232,145.65157604233215,115.58672184721092,96.4519714071946
E69,8.220000000000002,1082.397509174996,1051.395217803058,782.2595885477467,984.7226516195092,1048.5139882854598,210.04215158212418,14.023368202150463,8.346145342478644,0.0
E69,13.700000000000001,1069.358404870001,1061.176018876399,782.2593419325831,1048.5139882854598,1060.5163516059097,197.89157653007018,2.6431581533500417,1.2377210345505276,0.0
E69,19.180000000000003,1058.0256640504049,1058.8201631755667,782.2588229414006,1060.5163516059097,1058.9179633779975,191.14324565908984,-0.3520780538498592,0.1835522024247264,0.0
E69,24.66,1047.3146536927468,1052.0256892467564,782.257867912506,1058.9179633779975,1052.451522511996,186.47635192382185,-1.4240811164389646,0.02722052067831475,0.0
E69,30.140000000000004,1036.7425992690635,1043.2690788331454,782.2562258351711,1052.451522511996,1043.8673138386127,182.85688386626367,-1.8897804683649675,0.004036763036403356,0.0
E69,35.620000000000005,1026.077036371309,1033.50310318324,782.2535097341771,1043.8673138386127,1034.2086193566065,179.83978946980437,-2.1253897931384924,0.000598645999635641,0.0
E69,41.1,1015.1943854694941,1023.1125760846096,782.2491231210843,1034.2086193566065,1023.8973488483315,177.1957722464595,-2.2678986372036074,8.877831808504205e-5,0.0
E69,46.580000000000005,1004.019100397609,1012.2420711754557,782.2421487587902,1023.8973488483315,1013.0954442138305,174.79032780931055,-2.3746040167024303,1.316569352640112e-5,0.0
E69,52.06,992.4972692480777,1000.9277408688135,782.2311814804023,1013.0954442138305,1001.8479124787403,172.53671200290353,-2.4712554182971855,1.9524529160946774e-6,0.0
E69,57.540000000000006,980.585833923578,989.1537766257844,782.2140791972026,1001.8479124787403,990.1439281543369,170.37482182973062,-2.5701242770865864,2.895458854425147e-7,0.0
E69,63.02,968.2494358587766,976.8771356903045,782.1875964517,990.1439281543369,977.9436913156944,168.26040640637652,-2.677555604197293,4.2939227412654316e-8,0.0
E69,68.5,955.46161845256,964.0387894214127,782.1468534623558,977.9436913156944,965.1906700494817,166.1590009481972,-2.7971900535309318,6.367824042734353e-9,0.0
E69,73.98,942.2092833200409,950.5700270424329,782.084582706542,965.1906700494817,951.8183083615662,164.0423655935486,-2.931184408068986,9.443389059970763e-10,0.0
E69,79.46000000000001,928.5003193901936,936.3987427020007,781.9900901991963,951.8183083615662,937.7563155256887,161.8865228911202,-3.0803072892277483,1.4004406582139624e-10,0.0
E69,84.94,914.3747449215946,921.4598990560935,781.8478815518736,937.7563155256887,922.9407035471048,159.67112776572955,-3.2431234108552305,2.0768328242369594e-11,0.0
E69,90.42000000000002,899.9196384022363,905.7151063245112,781.6359557800114,922.9407035471048,907.3323194811122,157.38033264203565,-3.4141452390509803,3.0799124222292314e-12,0.0
E69,95.90000000000002,885.2874418031722,889.1872194071198,781.3238980455061,907.3323194811122,890.9494803390037,155.00564364378437,-3.580771755249285,4.567464659601131e-13,0.0
E69,101.38000000000001,870.715627055396,872.014458990879,780.8711480480866,890.9494803390037,873.919057919834,152.55136749073375,-3.7192996679720123,6.77348266987599e-14,0.0
E69,106.86000000000001,856.5431308824728,854.51972833005,780.2261945635987,873.919057919834,856.5423246805606,150.04266141740527,-3.7917675360680416,1.0044974816097779e-14,0.0
E69,112.34,843.2161839993605,837.2686374391407,779.3278252973674,856.5423246805606,839.3516610087629,147.53418573453106,-3.748026489407464,1.489654937847299e-15,0.0
E69,117.82000000000001,831.2759151084584,821.0576774942137,778.1095124247994,839.3516610087629,823.1046977719844,145.1137028756338,-3.539412899163441,2.2091362840418471e-16,0.0
E69,123.30000000000001,821.327166192224,806.7644511942513,776.5067155284552,823.1046977719844,808.6521915409265,142.8920100320793,-3.14616169559987,3.276116500189471e-17,0.0
E69,128.78,814.0054733228704,795.0840441875582,774.4635883407884,808.6521915409265,796.6953852333063,140.9758892798438,-2.601225891577201,4.8584324110492544e-18,0.0
E69,134.26000000000002,809.9781972561798,786.637587919436,771.9302738651234,796.6953852333063,787.8584855127314,139.45811072220658,-1.9215335592761296,7.204983550300572e-19,0.0
