irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-38.995812370560444,-34.14928244526689
456000.0,T12_perim,-31.64114752133737,-16.81065855368442
456000.0,T11_perim,-22.15028250871812,-1.3657133576718719
456000.0,T9_core,-32.41904722862851,-16.731949144758126
456000.0,T10_core,-21.186824847051724,-3.5441256722753445
456000.0,T3,-17.006971742384668,0.5430107656374393
304000.0,T8,-25.989286696800182,-23.65036823444102
304000.0,T12_perim,-18.11070743007585,-13.173548257550575
304000.0,T11_perim,-11.928662304877355,-1.9289615808695002
304000.0,T9_core,-17.98361823072232,-13.384545690629912
304000.0,T10_core,-11.278623094511063,-3.67897996265457
304000.0,T3,-9.360286275934,-0.13175631351821884
256000.0,T8,-19.555199051854053,-20.88606484778701
256000.0,T12_perim,-12.209404171787455,-13.987976018518863
256000.0,T11_perim,-7.585697618695347,-5.174190237226035
256000.0,T9_core,-11.728014134752007,-13.924381477027032
256000.0,T10_core,-7.018672095717326,-6.148389808009175
256000.0,T3,-6.062793069237618,-3.039355302230513
