variant,simulation_id,z_mm,Tperim_K,Tcore_K,Trear_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qcore_rear_W,Qperim_rear_W,Qrear_tube_W,Qrear_cavity_W,rear_contact_weight,active_flow_fraction,flange_scale,flange_cool_gain,flange_cool_tau_s,k_core_axial_scale,G_rear_axial_W_K
fitted_energy_accounting,E72,2.74,576.8847601227952,649.4557001140099,413.26576228239526,296.422,629.9881844230651,6.872541850523521,177.06615413046148,6.495814327414187,0.9448784612593882,67.00679106949462,142.5450339013858,136.07837500988478,-2.2678465370077534,0.04733992976557825,7.047694426162589e-5,0.0,0.02102230832806616,0.0016997520250656762,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,8.220000000000002,624.1709430663282,666.480610094286,413.26322027629726,629.9881844230651,656.3699360677841,2.4719260405965375,81.20485053891493,6.495814327414187,0.7229605023805337,5.487686916847394,22.70616146474264,119.27363640029948,-1.3221798127862352,0.05075276940016242,9.084600211228819e-5,0.0,0.021021769482293593,0.0016997520250656762,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,13.700000000000001,658.7513879609062,670.5106114048141,413.25777149628175,656.3699360677841,664.4391233184845,1.6055963531794737,53.66573340146453,6.495814327414187,0.5706520364496581,1.6840362530443675,5.994276704971671,104.54416683854025,-0.3674764880873158,0.10570128238482691,0.00021677410516308062,0.0,0.04309225966044887,0.003484491651384637,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,19.180000000000003,682.9926483779448,672.47481763934,413.24618420756144,664.4391233184845,668.2410477419223,1.2114492772520595,40.71945346332349,6.495814327414187,0.4731404423222693,0.7943288147552034,1.5824494717682236,91.63368494344907,0.3286828862939635,0.21724055152593977,0.0004858036874241669,0.0,0.08787925492984183,0.007106852078135713,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,24.66,699.0313173761383,674.4066055021023,413.2218954648815,668.2410477419223,670.7439277628159,0.9820339165425481,33.11356792710581,6.495814327414187,0.40595356549201705,0.523249335460347,0.4177562121252407,80.31755831277827,0.7695238280654332,0.33044276436278197,0.0007770915002863068,0.0,0.13263878608900853,0.010729212504886787,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,30.14,708.6405717712153,676.0397025779367,413.178160559046,670.7439277628159,672.633345860638,0.8305587548723876,28.07004882924873,6.495814327414187,0.35678473878462336,0.39517813119657386,0.11028488168675679,70.39889509308372,1.018779256715839,0.4448434535558039,0.0010745571299268335,0.0,0.17734156805186632,0.014351572931637859,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,35.620000000000005,713.2503598112673,676.898285458583,413.1081011372531,672.633345860638,673.9943391018373,0.7225638419277118,24.457220608912618,6.495814327414187,0.31911705272490215,0.28474177606782936,0.02911448058853897,61.70511821371563,1.1360046589414947,0.5590908807808818,0.0013670929500026845,0.0,0.22194582859323342,0.017973933358388938,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,41.1,714.0032742830363,676.6859537040032,413.0048458009262,673.9943391018373,674.7728206397456,0.6414785863279535,21.72639458179951,6.495814327414187,0.28922893440730135,0.1628913607538855,0.007686030641516325,54.08496267923257,1.1661686655266355,0.6714889830544294,0.0016472944113156977,0.0,0.26639738515360223,0.02159629378514001,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,46.580000000000005,711.8111544385848,675.2886329824106,412.8617056453116,674.7728206397456,674.9094332910993,0.5782785598568876,19.579187706233082,6.495814327414187,0.2648530378203881,0.028583228726659582,0.0020290613408910684,47.40584367544026,1.1413311418758392,0.7803886645049811,0.0019105017240835112,0.0,0.3106302126234323,0.02521865421189108,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,52.06,707.4035598468552,672.7187481215547,412.6723433336413,674.9094332910993,674.3737461426675,0.527599717052473,17.839380511406173,6.495814327414187,0.2445324950708657,-0.11205110111939985,0.0005356587967344387,41.551549696145194,1.0839025947233298,0.8843863666420615,0.0021540929619536316,0.0,0.35456746366825664,0.028841014638642158,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,57.54,701.3670206073365,669.0669200222627,412.4309147926827,674.3737461426675,673.1675754217314,0.486040164582105,16.396168461337957,6.495814327414187,0.22728922929265638,-0.2521825568139457,0.00014141038554949773,36.42022055280274,1.0093802183867178,0.9824080354037564,0.0023769675603569004,0.0,0.39812283648210894,0.03246337506539323,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,63.02,694.1761228183145,664.4685287055607,412.1321748076869,673.1675754217314,671.3195505876703,0.45133180963501085,15.17634465008125,6.495814327414187,0.21244217159732084,-0.38613473106988905,3.733140809628361e-5,31.922575085998417,0.928364224572488,1.0737323428251526,0.0025791708800780026,0.0,0.44120216414085267,0.03608573549214431,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,68.50000000000001,686.2179231097838,659.0819235307441,411.771544256666,671.3195505876703,668.8781405843881,0.4219011297213256,14.129559067783228,6.495814327414187,0.19950224961852048,-0.5097169176141148,9.855245249744768e-6,27.980357742308808,0.8480017301831685,1.1579826593389986,0.0027616226584062323,0.0,0.4837051002054896,0.03970809591889539,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,73.98000000000002,677.8110998732296,653.0746191892489,411.3451400431994,668.8781405843881,665.9053844342056,0.3966204673212884,13.220007691406643,6.495814327414187,0.1881089418898092,-0.6200800765003913,2.601719674814158e-6,24.524976988180644,0.7730166105567339,1.2351040032637535,0.002925922174059793,0.0,0.5255267849942475,0.04333045634564647,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,79.46000000000002,669.221024601816,646.6148729486854,410.8497703732032,665.9053844342056,662.4718876261575,0.3746595323152931,12.421503613961063,6.495814327414187,0.17799044419834129,-0.7154500766003471,6.868368158053052e-7,21.496311870284224,0.7064436914807867,1.3053345215985763,0.0030742105946736627,0.0,0.5665593900583357,0.046952816772397536,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,84.94000000000001,660.6716998806256,639.8669628354155,410.2828985835472,662.4718876261575,658.6530922674908,0.35539276170647177,11.714428423647984,6.495814327414187,0.16893781941261582,-0.7948563681306856,1.8132038440277666e-7,18.841665957412243,0.6501493692523267,1.3691776555957327,0.0032090766036648095,0.0,0.6066934515042917,0.05057517719914862,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,90.42000000000002,652.3552996037187,632.9891263539743,409.64257863119485,658.6530922674908,654.5266732923621,0.3383393464153021,11.08377870030891,6.495814327414187,0.1607877358940295,-0.8578904867708463,4.7867384280242794e-8,16.514850463323377,0.6051941582242404,1.4273794819825363,0.003333495434675799,0.0,0.6458189137284591,0.0541975376258997,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
fitted_energy_accounting,E72,95.90000000000002,644.4398692816031,626.1335654652269,408.9273647681489,654.5266732923621,650.170900017905,0.3231231444745068,10.517876360123452,6.495814327414187,0.15341065467045917,-0.9044983628913501,1.2636673396536955e-8,14.475380597575906,0.5720731703407257,1.4809152005428894,0.003450794225401219,0.0,0.6838258121570995,0.05781989805265076,0.5337812357652217,0.10001106651091418,4.471981551600768,204.5841033528072,0.1439014975852253,9.413409676345719
