simulation_id,flow_lpm,irradiance,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment
E67,15.2805125,456000.0,677.3950083334513,931.6279999999999,666.391499004752,991.103,652.5680842503402,878.055,667.1406567873339,966.6659999999999,653.2677460275166,824.995,644.3658231904767,763.414,331.184035705041,326.43699999999995,-0.7491577825819604,24.437000000000012,-0.6996617771764022,53.059999999999945
E68,12.499871559633025,456000.0,755.564303705491,1012.649,737.1764243375355,1047.717,716.9233689828486,898.751,738.1587224583734,1020.928,717.8184083670113,850.0989999999999,706.5037417668432,773.207,343.5422807599067,338.52,-0.9822981208378678,26.7890000000001,-0.8950393841627147,48.652000000000044
E69,10.499733944954128,456000.0,829.0516615277007,1058.429,801.5893565232869,1070.73,773.5462309448407,896.755,802.8207165138887,1044.378,774.6408355339656,852.837,760.779007247022,769.76,352.955792556722,344.308,-1.2313599906017316,26.35200000000009,-1.0946045891249696,43.918000000000006
E70,9.107139705882352,456000.0,897.52202175931,1152.474,859.4181103851204,1120.277,823.1303551299281,912.173,860.8968238902673,1093.725,824.4161975543493,871.483,808.0691864728728,779.518,363.53007586539974,352.421,-1.4787135051469704,26.552000000000135,-1.285842424421162,40.690000000000055
E71,7.126846153846151,456000.0,1020.6774069343869,1203.298,957.7095369870375,1120.348,902.8034457720214,882.823,959.6687360774079,1095.306,904.427735330785,847.476,883.3353362189353,753.56,382.68623452359725,356.00399999999996,-1.9591990903703618,25.041999999999916,-1.6242895587636212,35.34699999999998
E72,18.707575757575754,304000.0,512.6773525585878,737.656,508.03189756301305,797.899,501.4341133706931,733.977,508.36932597523077,771.112,501.7579746565278,684.1869999999999,496.31625239275695,652.9549999999999,313.3116451956471,309.928,-0.3374284122177187,26.787000000000035,-0.3238612858346528,49.79000000000008
E73,13.170870967741934,304000.0,591.3657101901915,837.694,581.2569302533209,894.482,569.2812860022879,791.76,581.7582468740607,867.5509999999999,569.7475631814726,747.4,561.6059099548559,694.626,323.4911023421964,325.12,-0.5013166207397717,26.93100000000004,-0.46627717918477174,44.360000000000014
E74,9.023245901639344,304000.0,709.1772506604019,948.538,685.7659288686453,962.509,662.1696201654538,804.0,686.5710317566609,935.491,662.8844433024791,767.8009999999999,650.4026032160441,697.672,336.5054097460426,333.964,-0.80510288801554,27.01800000000003,-0.7148231370252915,36.19900000000007
E75,6.944410852713178,304000.0,808.5289931720638,1008.725,768.5125366021795,979.689,732.048259820986,788.678,769.6119622857427,954.178,732.9855703693911,757.393,716.7578421136868,681.066,347.86008499451975,336.517,-1.099425683563254,25.510999999999967,-0.9373105484050939,31.284999999999968
E76,4.526673611111114,304000.0,984.5601842267395,1067.693,899.5387343999691,970.472,833.0002303314151,751.1579999999999,901.2011767723136,947.353,834.3070512369492,726.308,811.1774741665083,647.019,368.9164970617169,338.123,-1.662442372344458,23.119000000000028,-1.3068209055340958,24.84999999999991
E77,13.84748387096774,256000.0,466.7204051055642,565.544,461.2491157677478,623.3499999999999,454.49876609015985,574.299,461.4917089344199,602.429,454.72909397429885,543.727,449.42048431925673,525.356,309.4407238261365,308.37,-0.24259316667206576,20.920999999999935,-0.23032788413900107,30.572000000000003
E78,10.009137614678897,256000.0,526.7736574115163,631.689,515.9676398250223,685.819,504.1622059829627,612.092,516.3135635494667,663.635,504.4795623401643,583.704,496.67334696823394,554.4549999999999,317.25941179443225,312.95899999999995,-0.34592372444444663,22.18399999999997,-0.3173563572016178,28.388000000000034
E79,8.033490566037736,256000.0,574.661099409047,676.213,557.9843858536724,716.108,540.8387469423134,622.325,558.4268202073494,694.063,541.2338275966289,595.766,531.3111269557044,560.0329999999999,321.40677268995626,314.96,-0.4424343536769584,22.04499999999996,-0.39508065431550676,26.559000000000083
E80,6.605050847457628,256000.0,624.7058331640399,710.3340000000001,600.0228880541171,735.351,576.5900906646485,626.4849999999999,600.5736130173801,713.233,577.0690153061367,601.77,564.993402759708,561.2539999999999,325.5063682309447,316.11899999999997,-0.5507249632630646,22.118000000000052,-0.47892464148822,24.714999999999918
E81,4.527140495867768,256000.0,736.5400639218951,760.0609999999999,688.2248558777541,749.902,647.8060824775198,618.9749999999999,689.0372369314088,728.5039999999999,648.4701398749794,597.766,631.6459918997662,550.499,336.8383615020007,319.315,-0.8123810536546898,21.39800000000014,-0.6640573974596009,21.208999999999946
