simulation_id,flow_lpm,irradiance,power_scale,incident_aperture_W,nominal_aperture_absorbed_W,scaled_aperture_absorbed_W,participating_absorbed_W,core_absorbed_W,perim_absorbed_W,spill_capture,flux_receiver_fraction,flux_spillover_fraction,f_perim_source,beta_perim_1_m,core_front_cell_source_fraction,perim_front_cell_source_fraction,core_downstream_source_fraction,perim_downstream_source_fraction,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T11_minus_T8_model,T11_minus_T8_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment,mean_nu,mean_effectiveness,receiver_gas_heat,rear_tube_gas_heat,active_flow_fraction,G_core_perim_W_m_K,C_perim_eff_J_K,C_participating_eff_J_K,f_core_tube,flange_scale,G_rear_core_W_m_K,G_rear_perim_W_m_K,rear_sink_shape,k_core_axial_scale
E67,15.2805125,456000.0,0.4045336336807978,8058.18515645782,6446.548125166257,2607.84553777164,248.31019456488127,180.4698273221788,67.84036724270247,0.027948029203168107,0.06920265203911855,0.9307973479608814,0.02601395146304214,1.8113013095398545,1.0,0.04494458635772889,0.0,0.9550554136422711,828.4721288512848,931.6279999999999,823.0856906251694,991.103,752.7303465261351,878.055,806.503139688046,966.6659999999999,709.1490522880241,824.995,587.4194313464172,763.414,318.96701014223055,326.43699999999995,-5.386438226115388,59.47500000000002,-75.74178232514964,-53.57299999999998,16.582550937123415,24.437000000000012,43.58129423811101,53.059999999999945,11.686485797197163,0.9732716626319251,90.72283268496557,-13.761932607248596,1.0,5.659465713578377,224.30626671090894,296.83319927672983,0.9992924713173996,0.10134052798425752,3.133910601038435,0.0,0.9997522642242102,0.0
E68,12.499871559633025,456000.0,0.4045336336807978,8058.18515645782,6446.548125166257,2607.84553777164,248.31019456488127,180.4698273221788,67.84036724270247,0.027948029203168107,0.06920265203911855,0.9307973479608814,0.02601395146304214,1.8113013095398545,1.0,0.04494458635772889,0.0,0.9550554136422711,898.9803644087904,1012.649,883.3251036891259,1047.717,790.6111507451512,898.751,876.4697394248145,1020.928,742.3425882137337,850.0989999999999,600.0099000943613,773.207,328.2157110343102,338.52,-15.655260719664511,35.0680000000001,-108.36921366363913,-113.89800000000002,6.8553642643113335,26.7890000000001,48.2685625314175,48.652000000000044,10.260147160382958,0.9819667627386001,76.77565115795329,-13.979501073870127,1.0,5.659465713578377,224.30626671090894,296.83319927672983,0.9992924713173996,0.10134052798425752,3.133910601038435,0.0,0.9997522642242102,0.0
E69,10.499733944954128,456000.0,0.4045336336807978,8058.18515645782,6446.548125166257,2607.84553777164,248.31019456488127,180.4698273221788,67.84036724270247,0.027948029203168107,0.06920265203911855,0.9307973479608814,0.02601395146304214,1.8113013095398545,1.0,0.04494458635772889,0.0,0.9550554136422711,959.7243014696103,1058.429,932.446988674028,1070.73,818.1088008422265,896.755,932.8370509539272,1044.378,763.1520325707027,852.837,600.7834882932335,769.76,337.38976090053825,344.308,-27.277312795582247,12.30099999999993,-141.61550062738377,-161.6740000000001,-0.3900622798992117,26.35200000000009,54.956768271523856,43.918000000000006,9.197419893524716,0.9873598888560697,65.24864805632664,-13.656138757942813,1.0,5.659465713578377,224.30626671090894,296.83319927672983,0.9992924713173996,0.10134052798425752,3.133910601038435,0.0,0.9997522642242102,0.0
E70,9.107139705882352,456000.0,0.4045336336807978,8058.18515645782,6446.548125166257,2607.84553777164,248.31019456488127,180.4698273221788,67.84036724270247,0.027948029203168107,0.06920265203911855,0.9307973479608814,0.02601395146304214,1.8113013095398545,1.0,0.04494458635772889,0.0,0.9550554136422711,1008.9017352532776,1152.474,969.3915049533755,1120.277,835.2422593164434,912.173,975.295618653934,1093.725,774.0603404664408,871.483,596.4212221142939,779.518,336.3161337378777,352.421,-39.510230299902105,-32.19699999999989,-173.65947593683416,-240.30099999999993,-5.904113700558469,26.552000000000135,61.1819188500026,40.690000000000055,8.410122272000766,0.9906982390921496,55.466487162721435,-13.097434783372467,1.0,5.659465713578377,224.30626671090894,296.83319927672983,0.9992924713173996,0.10134052798425752,3.133910601038435,0.0,0.9997522642242102,0.0
E71,7.126846153846151,456000.0,0.4045336336807978,8058.18515645782,6446.548125166257,2607.84553777164,248.31019456488127,180.4698273221788,67.84036724270247,0.027948029203168107,0.06920265203911855,0.9307973479608814,0.02601395146304214,1.8113013095398545,1.0,0.04494458635772889,0.0,0.9550554136422711,1089.41927429524,1203.298,1025.4819336997637,1120.348,856.9731570450822,882.823,1034.484688670317,1095.306,781.6208048300414,847.476,580.5463297905692,753.56,341.0245606917042,356.00399999999996,-63.93734059547637,-82.95000000000005,-232.44611725015784,-320.475,-9.00275497055327,25.041999999999916,75.35235221504081,35.34699999999998,7.251167935881689,0.994599618165852,41.456862674877414,-11.742063098610574,1.0,5.659465713578377,224.30626671090894,296.83319927672983,0.9992924713173996,0.10134052798425752,3.133910601038435,0.0,0.9997522642242102,0.0
E72,18.707575757575754,304000.0,0.6754156737484791,5372.123437638546,4297.698750110837,2902.7330968741076,276.3883863576609,200.87682846541188,75.51155789224904,0.027948029203168107,0.06920265203911855,0.9307973479608814,0.02601395146304214,1.8113013095398545,1.0,0.04494458635772889,0.0,0.9550554136422711,815.4426577831233,737.656,818.6665900954418,797.899,762.251480342347,733.977,791.6847390856963,771.112,715.0276735230786,684.1869999999999,603.1651061269195,652.9549999999999,315.748523889961,309.928,3.2239323123185386,60.24300000000005,-53.1911774407763,-3.6789999999999736,26.981851009745583,26.787000000000035,47.22380681926836,49.79000000000008,12.90092216470099,0.964697237326738,114.7402125146338,-15.129898189035906,1.0,5.659465713578377,224.30626671090894,296.83319927672983,0.9992924713173996,0.10134052798425752,3.133910601038435,0.0,0.9997522642242102,0.0
E73,13.170870967741934,304000.0,0.6754156737484791,5372.123437638546,4297.698750110837,2902.7330968741076,276.3883863576609,200.87682846541188,75.51155789224904,0.027948029203168107,0.06920265203911855,0.9307973479608814,0.02601395146304214,1.8113013095398545,1.0,0.04494458635772889,0.0,0.9550554136422711,932.8775753037271,837.694,922.9175231539477,894.482,833.1454515262345,791.76,913.4761063494973,867.5509999999999,779.4124439388322,747.4,629.3162214162656,694.626,330.2630501938893,325.12,-9.960052149779358,56.78800000000001,-99.73212377749257,-45.93399999999997,9.441416804450455,26.93100000000004,53.73300758740231,44.360000000000014,10.41883581286101,0.9810700704282389,89.62490198964224,-15.880859696265082,1.0,5.659465713578377,224.30626671090894,296.83319927672983,0.9992924713173996,0.10134052798425752,3.133910601038435,0.0,0.9997522642242102,0.0
E74,9.023245901639344,304000.0,0.6754156737484791,5372.123437638546,4297.698750110837,2902.7330968741076,276.3883863576609,200.87682846541188,75.51155789224904,0.027948029203168107,0.06920265203911855,0.9307973479608814,0.02601395146304214,1.8113013095398545,1.0,0.04494458635772889,0.0,0.9550554136422711,1067.8133556633993,948.538,1030.1787340530063,962.509,891.768486792032,804.0,1038.2192462112341,935.491,820.9167766957514,767.8009999999999,625.4222476812207,697.672,337.0885997940805,333.964,-37.63462161039297,13.971000000000004,-176.04486887136727,-144.538,-8.040512158227784,27.01800000000003,70.85171009628061,36.19900000000007,8.201065468163055,0.9914804979742295,61.18044419491109,-14.715981032782015,1.0,5.659465713578377,224.30626671090894,296.83319927672983,0.9992924713173996,0.10134052798425752,3.133910601038435,0.0,0.9997522642242102,0.0
E75,6.944410852713178,304000.0,0.6754156737484791,5372.123437638546,4297.698750110837,2902.7330968741076,276.3883863576609,200.87682846541188,75.51155789224904,0.027948029203168107,0.06920265203911855,0.9307973479608814,0.02601395146304214,1.8113013095398545,1.0,0.04494458635772889,0.0,0.9550554136422711,1153.8711084255951,1008.725,1089.9663949619326,979.689,915.4478105952571,788.678,1100.7389135323447,954.178,827.2346933214579,757.393,605.3174682436565,681.066,340.76796467346065,336.517,-63.904713463662574,-29.036000000000058,-238.42329783033802,-220.04700000000003,-10.772518570412103,25.510999999999967,88.21311727379918,31.284999999999968,6.993078351043197,0.9952998037224691,44.96228935842352,-12.981185969094476,1.0,5.659465713578377,224.30626671090894,296.83319927672983,0.9992924713173996,0.10134052798425752,3.133910601038435,0.0,0.9997522642242102,0.0
E76,4.526673611111114,304000.0,0.6754156737484791,5372.123437638546,4297.698750110837,2902.7330968741076,276.3883863576609,200.87682846541188,75.51155789224904,0.027948029203168107,0.06920265203911855,0.9307973479608814,0.02601395146304214,1.8113013095398545,1.0,0.04494458635772889,0.0,0.9550554136422711,1269.3374666481218,1067.693,1154.2715257576644,970.472,926.3478267365035,751.1579999999999,1144.0308372490808,947.353,809.0958357926819,726.308,563.040044019943,647.019,345.2385792453845,338.123,-115.06594089045734,-97.221,-342.98963991161827,-316.5350000000001,10.240688508583617,23.119000000000028,117.25199094382162,24.84999999999991,5.494487136075502,0.9983641733207611,27.280961087683497,-9.825945686078457,1.0,5.659465713578377,224.30626671090894,296.83319927672983,0.9992924713173996,0.10134052798425752,3.133910601038435,0.0,0.9997522642242102,0.0
