irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-38.499460280581246,-34.14928244526689
456000.0,T12_perim,-25.360162908918088,-16.81065855368442
456000.0,T11_perim,-9.784348329894394,-1.3657133576718719
456000.0,T9_core,-24.48894126939092,-16.731949144758126
456000.0,T10_core,-6.85561068773253,-3.5441256722753445
456000.0,T3,1.97310531506785,0.5430107656374393
304000.0,T8,-34.423793722289155,-23.65036823444102
304000.0,T12_perim,-21.44891074343739,-13.173548257550575
304000.0,T11_perim,-6.040805392281824,-1.9289615808695002
304000.0,T9_core,-20.842067830225098,-13.384545690629912
304000.0,T10_core,-4.442617603433679,-3.67897996265457
304000.0,T3,3.0231165764297865,-0.13175631351821884
256000.0,T8,-39.28045099259056,-20.88606484778701
256000.0,T12_perim,-21.86667201335097,-13.987976018518863
256000.0,T11_perim,-3.118495203901807,-5.174190237226035
256000.0,T9_core,-20.75622006461543,-13.924381477027032
256000.0,T10_core,-1.25761995510626,-6.148389808009175
256000.0,T3,5.6425279896697464,-3.039355302230513
