irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-31.74884301256988,-34.14928244526689
456000.0,T12_perim,-24.767429754498668,-16.81065855368442
456000.0,T11_perim,-12.89743169819506,-1.3657133576718719
456000.0,T9_core,-28.026982097401394,-16.731949144758126
456000.0,T10_core,-9.120183564454772,-3.5441256722753445
456000.0,T3,0.6226942983677851,0.5430107656374393
304000.0,T8,-31.552762828859574,-23.65036823444102
304000.0,T12_perim,-23.838269529161252,-13.173548257550575
304000.0,T11_perim,-12.109349524607502,-1.9289615808695002
304000.0,T9_core,-25.72938851790232,-13.384545690629912
304000.0,T10_core,-7.485620376321726,-3.67897996265457
304000.0,T3,2.154195076020222,-0.13175631351821884
256000.0,T8,-25.62592575001877,-20.88606484778701
256000.0,T12_perim,-15.629428612234808,-13.987976018518863
256000.0,T11_perim,-4.353771171044613,-5.174190237226035
256000.0,T9_core,-16.369469641160933,-13.924381477027032
256000.0,T10_core,-2.4394488217990506,-6.148389808009175
256000.0,T3,2.6387764287810684,-3.039355302230513
