phase,simulation_id,time_s,model_T8_K,observed_T8_K,model_T12_K,observed_T12_K,model_T11_K,observed_T11_K,model_T9_K,observed_T9_K,model_T10_K,observed_T10_K,model_T3_K,observed_T3_K,model_T2_K,observed_T2_K
heating_validation,E68,1450.0,867.7181238940418,1030.451,846.4801585224204,1037.199,762.4700508504347,814.081,857.8005191573006,1007.7479999999999,785.2168187071579,746.544,735.3365011932976,643.996,326.33211314299115,299.659
heating_validation,E68,1500.0,868.1342727338857,1030.5929999999998,847.4683924017934,1039.097,763.8295898553342,818.427,858.4688252809259,1009.8,786.2367901796964,751.4169999999999,736.7406249668448,649.711,327.7920020861237,300.24199999999996
heating_validation,E68,1550.0,868.5237763810953,1029.632,848.373487017146,1040.425,765.096260020399,822.6229999999999,859.0852104833281,1011.337,787.1986798103551,756.208,738.0556411856616,655.159,329.1951115966841,300.85999999999996
heating_validation,E68,1600.0,868.8405953099468,1030.75,849.2077499665627,1041.3249999999998,766.286201686853,826.682,859.6597457752777,1012.5079999999999,788.1281971998359,760.9110000000001,739.2984070094502,660.7249999999999,330.5418840912762,301.50699999999995
heating_validation,E68,1650.0,869.1676231022184,1028.946,849.969145399812,1042.136,767.3955500829549,830.2719999999999,860.1767942374355,1013.5559999999999,788.9777743517279,765.027,740.4630880477704,665.653,331.83312914726577,302.14099999999996
heating_validation,E68,1700.0,869.4233002044228,1028.345,850.6844410519976,1042.711,768.4448498270883,833.588,860.6908309712386,1014.328,789.8122172529979,768.944,741.5698959311056,670.44,333.0699319055668,302.77099999999996
heating_validation,E68,1750.0,869.6918816702625,1026.7269999999999,851.3353484531112,1043.1399999999999,769.4291141057653,836.944,861.1354275135237,1014.9499999999999,790.5764797557683,772.896,742.6142567673977,675.229,334.253610573011,303.44599999999997
heating_validation,E68,1800.0,869.9592345779661,1025.9,851.961709919987,1043.2559999999999,770.3596309219058,839.8349999999999,861.6171214740692,1015.2669999999999,791.3127485934627,776.336,743.6029839720283,679.421,335.3857118903228,304.096
heating_validation,E68,1850.0,870.2023821635302,1026.317,852.5540450616807,1043.476,771.2510496582837,842.487,862.0715978103053,1015.621,792.039248356849,779.555,744.5538460528726,683.434,336.46793917511354,304.736
heating_validation,E68,1900.0,870.4757835496943,1026.498,853.1192803668428,1044.1619999999998,772.1001576880553,845.069,862.5192938710137,1016.304,792.7267403282302,782.63,745.46166533153,687.222,337.5021190333216,305.399
heating_validation,E68,1950.0,870.673783645683,1025.5169999999998,853.6637128119081,1044.616,772.9262573129706,847.762,862.9565354125167,1016.901,793.4337016217917,785.837,746.3490659324059,691.112,338.4902794746662,306.09499999999997
heating_validation,E68,2000.0,870.8715015934911,1027.63,854.1555138629407,1045.509,773.7146262744996,850.1809999999999,863.3023619266738,1017.737,794.0826310925698,788.771,747.2033637262639,694.623,339.4345394880952,306.784
heating_validation,E68,2050.0,871.0529895685834,1025.6,854.6256563338532,1046.0169999999998,774.4671562816575,852.625,863.6608306698073,1018.422,794.7010657136083,791.5609999999999,748.0222495751763,697.979,340.3370476130915,307.46999999999997
heating_validation,E68,2100.0,871.2391508230683,1025.167,855.0683587257306,1046.6309999999999,775.1882494626964,855.009,863.996970406574,1019.034,795.2911908100892,794.389,748.8105543623617,701.365,341.19990322302306,308.21099999999996
heating_validation,E68,2150.0,871.4309742209668,1025.0639999999999,855.4982636377788,1047.626,775.8823805746135,857.216,864.3468300012305,1019.982,795.8653060949009,796.952,749.5710016799657,704.461,342.02513635147875,308.883
heating_validation,E68,2200.0,871.522427141405,1024.94,855.8974962866956,1048.7060000000001,776.5627835037907,859.387,864.6400992723826,1021.062,796.4559544303668,799.4929999999999,750.3230887984693,707.429,342.8145617685834,309.532
heating_validation,E68,2250.0,871.6669232939938,1025.132,856.2477433113826,1049.38,777.200177800548,861.6229999999999,864.8598388115635,1021.803,796.9529815963177,802.0849999999999,751.0344293137514,710.468,343.56989341346855,310.21999999999997
heating_validation,E68,2300.0,871.8365781919374,1024.155,856.6094648884882,1050.548,777.8089623757347,863.691,865.1747389009072,1022.927,797.439905325584,804.384,751.7116501968349,713.307,344.29278853562164,310.849
heating_validation,E68,2350.0,871.9605630960733,1021.971,856.9585728609827,1050.1999999999998,778.4098466752893,865.794,865.464349622945,1022.891,797.9551876724571,806.789,752.3823884765144,716.086,344.9848324648011,311.479
