phase,simulation_id,sensor,rmse_K,steady_error_K,t90_error_s
cooling_validation,C80,T10,27.59896130282443,43.459545876922505,-850.0
cooling_validation,C80,T3,34.6978603443072,55.78384356703202,-850.0
cooling_validation,C80,T2,12.468016773116426,1.497462123367029,-400.0
cooling_validation,C81,T8,25.811867654703438,30.783816245272305,-450.0
cooling_validation,C81,T12,29.776585365132078,44.766050152263404,-850.0
cooling_validation,C81,T11,45.795820372447615,66.09656825017976,-550.0
cooling_validation,C81,T9,33.956072188596636,43.030655162493815,-1050.0
cooling_validation,C81,T10,42.08573425219847,61.97109501607912,-700.0
cooling_validation,C81,T3,53.02576289463903,73.22472677628349,-700.0
cooling_validation,C81,T2,11.174683436116078,4.316604185816232,-750.0
