phase,simulation_id,sensor,rmse_K,steady_error_K,t90_error_s
heating_training,E67,T8,166.3545674323042,-141.13042861583517,200.0
heating_training,E67,T12,218.0107669586582,-208.81108126695653,150.0
heating_training,E67,T11,129.151509808051,-149.26442021865842,-350.0
heating_training,E67,T9,174.32412561380326,-179.0223134163781,-150.0
heating_training,E67,T10,66.14496725205414,-81.07967666512707,-950.0
heating_training,E67,T3,51.094819146218775,-51.64541066676168,-1000.0
heating_training,E67,T2,19.923688012087513,20.893939251772167,-550.0
heating_validation,E68,T8,148.86720884723675,-136.0062418105298,200.0
heating_validation,E68,T12,182.45137853649595,-180.96927760577444,100.0
heating_validation,E68,T11,80.44640035720082,-98.95574507023218,-650.0
heating_validation,E68,T9,140.31723394009722,-147.10037326631925,-250.0
heating_validation,E68,T10,58.33211633386524,-34.088899344062725,-1300.0
heating_validation,E68,T3,68.47454607879251,4.859530500090045,-1250.0
heating_validation,E68,T2,26.18396065023527,24.51131992871649,-950.0
heating_training,E69,T8,116.62809224522745,-102.34362151360449,150.0
heating_training,E69,T12,139.2674331972416,-131.73513495766258,50.0
heating_training,E69,T11,41.08708603888856,-42.14617648068156,-600.0
heating_training,E69,T9,91.24197977092997,-96.81441335974375,-250.0
heating_training,E69,T10,59.154786979208616,19.566672706389113,-1200.0
heating_training,E69,T3,82.83589084187003,57.345589690804786,-1150.0
heating_training,E69,T2,26.064736398643902,29.647247075155292,-1350.0
heating_validation,E70,T8,140.5119470584754,-125.66171633319959,200.0
heating_validation,E70,T12,119.9995247487647,-119.08219912182233,-50.0
heating_validation,E70,T11,35.051492373790374,-6.309674104216697,-850.0
heating_validation,E70,T9,78.5193323403002,-82.90266582686593,-300.0
heating_validation,E70,T10,103.35230531119775,52.610192402678194,-1450.0
heating_validation,E70,T3,131.97666587720033,96.08411013797468,-1300.0
heating_validation,E70,T2,35.48722135133072,33.10463550005397,-1300.0
heating_training,E71,T8,75.42690218421144,-58.33745075078605,200.0
heating_training,E71,T12,28.901410133855087,-24.12292540768408,-200.0
heating_training,E71,T11,108.69389959904426,92.12642180003161,-1000.0
heating_training,E71,T9,45.67786463185006,12.02625236977724,-500.0
heating_training,E71,T10,180.59679510525518,147.14377025434464,-1550.0
heating_training,E71,T3,203.38231224445954,183.85795892143835,-1300.0
heating_training,E71,T2,46.55426968943149,46.97521406244715,-1250.0
heating_training,E72,T8,151.936685942071,-160.8796873880766,50.0
heating_training,E72,T12,223.17233661159028,-230.52794275724057,200.0
heating_training,E72,T11,170.67978256244635,-193.23381727513072,-200.0
heating_training,E72,T9,182.9038982267115,-201.4189535913349,-200.0
heating_training,E72,T10,103.93714515259525,-135.40123894261774,-800.0
heating_training,E72,T3,86.07455256925905,-119.47245882799734,-750.0
heating_training,E72,T2,8.839318645836265,10.220554017232473,-350.0
heating_validation,E73,T8,174.57124397702196,-174.0972421665149,100.0
heating_validation,E73,T12,233.23038666812843,-239.9141940750742,100.0
heating_validation,E73,T11,152.71528001454746,-177.23122776448645,-500.0
heating_validation,E73,T9,192.6195946773252,-209.10828583450325,-300.0
heating_validation,E73,T10,94.33659775173024,-123.51839089566272,-1100.0
heating_validation,E73,T3,65.88549772953237,-92.45184927220055,-1150.0
heating_validation,E73,T2,9.559829947285433,8.680173505355697,-850.0
heating_training,E74,T8,166.78202097799192,-159.73729636463202,150.0
heating_training,E74,T12,188.81656591353044,-193.38236104182408,0.0
heating_training,E74,T11,79.1067555561776,-97.81201521653645,-700.0
heating_training,E74,T9,148.69862858229627,-160.61228860886115,-350.0
heating_training,E74,T10,49.42878003475031,-50.451654968340904,-1200.0
heating_training,E74,T3,47.012426371315,-11.038202439118436,-1250.0
heating_training,E74,T2,18.3097107561455,15.478102532019136,-1050.0
heating_validation,E75,T8,129.85088923735273,-122.91665567170867,150.0
heating_validation,E75,T12,124.75975855202877,-130.27902247134398,-100.0
heating_validation,E75,T11,26.478610567271645,-23.146871916928262,-800.0
heating_validation,E75,T9,86.55442316202445,-97.83980963576846,-450.0
heating_validation,E75,T10,65.9203407082443,20.72953421918362,-1300.0
heating_validation,E75,T3,90.9884021609483,58.85971029831728,-1150.0
heating_validation,E75,T2,25.098227148516724,24.261477610038128,-1100.0
heating_training,E76,T8,44.996132127360944,-30.511673281710728,100.0
heating_training,E76,T12,21.271590860948375,-7.7811516797611375,-250.0
heating_training,E76,T11,98.24121197647813,94.44197111807762,-700.0
heating_training,E76,T9,38.1326477163685,23.648734702929687,-450.0
heating_training,E76,T10,148.00837829818025,133.5435720564775,-1100.0
heating_training,E76,T3,169.19331219409077,164.05346125213975,-950.0
heating_training,E76,T2,37.053956219310486,39.977506386649964,-1250.0
heating_training,E77,T8,41.23945973443881,-48.25514673764576,-300.0
heating_training,E77,T12,105.29392019785301,-114.21635148092474,-200.0
heating_training,E77,T11,74.41894206042413,-89.2220479408536,-450.0
heating_training,E77,T9,75.84534072245484,-91.05944193391593,-550.0
heating_training,E77,T10,36.3445215602517,-53.08098858363928,-950.0
heating_training,E77,T3,30.46763785186014,-47.24675661542875,-850.0
heating_training,E77,T2,6.5346529133638365,6.05052810766108,-491.0
heating_validation,E78,T8,40.72840256962654,-46.886072558269916,-250.0
heating_validation,E78,T12,100.71740107373837,-112.93714304799494,-300.0
heating_validation,E78,T11,56.04566502710717,-72.36293890490003,-850.0
heating_validation,E78,T9,72.47587041857716,-87.85993431717418,-700.0
heating_validation,E78,T10,30.928921675649455,-38.02895795331767,-1300.0
heating_validation,E78,T3,24.782630241253806,-24.6563712533939,-1150.0
heating_validation,E78,T2,11.447363108618019,11.978762601925325,-750.0
heating_training,E79,T8,35.93717065704761,-40.65156483582234,-250.0
heating_training,E79,T12,89.37440022371065,-99.63333483676945,-300.0
heating_training,E79,T11,36.19109655983665,-49.58274511313584,-750.0
heating_training,E79,T9,60.940698527654206,-74.08956536310939,-650.0
heating_training,E79,T10,29.16412981194713,-16.260198139248246,-1200.0
heating_training,E79,T3,31.679910678180555,-0.4177146717198639,-1150.0
heating_training,E79,T2,12.819919431232902,14.861273624524244,-950.0
heating_validation,E80,T8,22.494770667686662,-25.015631502592782,-250.0
heating_validation,E80,T12,69.022457767429,-77.71816797755423,-350.0
heating_validation,E80,T11,18.639008523964552,-22.140461693853695,-800.0
heating_validation,E80,T9,42.48027741379277,-51.61736127046777,-700.0
heating_validation,E80,T10,42.42035551307866,9.929388174409723,-1200.0
heating_validation,E80,T3,51.39408728918217,27.30636520761368,-1050.0
heating_validation,E80,T2,16.766467474579393,18.28175697396091,-1000.0
heating_training,E81,T8,22.575491784832376,23.82378734108704,-200.0
heating_training,E81,T12,19.766043162755924,-17.360272454349456,-300.0
heating_training,E81,T11,45.71414844498198,38.51454434366178,-650.0
heating_training,E81,T9,26.524124636229907,8.96269526748506,-550.0
heating_training,E81,T10,82.56035788748791,68.39955012659095,-1000.0
heating_training,E81,T3,93.68106285821872,85.17892041070024,-900.0
heating_training,E81,T2,21.006793662074553,25.40693764306758,-950.0
cooling_validation,C69,T8,48.82520212569065,11.707809471956011,-50.0
cooling_validation,C69,T12,28.453920093037702,24.753959404514205,-250.0
cooling_validation,C69,T11,37.031996880338035,64.88087077989883,-450.0
cooling_validation,C69,T9,54.67570860608958,15.553305911660061,-550.0
cooling_validation,C69,T10,45.6325095658015,43.95791511755897,-750.0
cooling_validation,C69,T3,47.34319554442445,70.4315317575738,-650.0
cooling_validation,C69,T2,21.238324711566403,0.11783017004347585,-150.0
cooling_validation,C80,T8,17.344311880010874,17.546717479291885,-400.0
cooling_validation,C80,T12,15.984549094660617,27.708821908213395,-650.0
cooling_validation,C80,T11,28.57642384585246,49.81736674762806,-700.0
cooling_validation,C80,T9,30.00798303056387,25.377758125278376,-900.0
