phase,mean_sensor_rmse_K,steady_mae_K,t90_mae_s,axial_rmse_K,mid_radial_rmse_K,deep_radial_rmse_K,dp1_rmse_mbar,mean_core_to_side_flow_ratio,mean_core_to_corner_flow_ratio
heating_training,83.03481847532679,81.30055761066812,630.8095238095239,50.15594405953479,30.192464926220314,49.34095836737083,0.4130482595931165,2.8228150846368982,2.8185231111641427
heating_validation,81.49724035407675,77.90476999350122,713.0952380952381,47.59436504079466,31.00399525599916,49.49202582593056,0.27982850686982563,2.7634708354479973,2.759295916184185
cooling_validation,32.928832855338925,36.9897263918727,602.3809523809524,12.502976439191135,5.570681550947421,12.84797635527997,0.06348349184771152,3.3466936520722705,3.352629210337374
