simulation_id,flow_lpm,irradiance,beta_opt,front_dep,front_cell_source_fraction,downstream_source_fraction,axial_view_strength,tc_model,T8_model,T8_raw_solid,T8_tc_shift,T8_experiment,T9_pair_model,T9_pair_raw_solid,T9_pair_tc_shift,T9_pair_experiment,T10_pair_model,T10_pair_raw_solid,T10_pair_tc_shift,T10_pair_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T9_minus_T8_model,T9_minus_T8_experiment,T10_minus_T8_model,T10_minus_T8_experiment,axial_view_abs_heat,axial_view_front_loss,axial_view_max_gain,axial_view_max_loss,mean_nu,mean_effectiveness,receiver_to_tube_heat,receiver_to_cavity_heat,flange_heat_loss
E67,15.2805125,456000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,1.0,true,605.2758243493248,664.2157419273306,-58.93991757800575,931.6279999999999,630.0425501559547,638.4019960717067,-8.359445915751962,978.8844999999999,592.258144226623,593.2794886724852,-1.0213444458621552,851.525,557.5153269150279,763.414,312.4399973875022,326.43699999999995,24.766725806629893,47.25649999999996,-13.01768012270179,-80.10299999999995,0.43156730226383877,-0.0,0.08859884065687292,-0.05207816790555906,11.444353839669668,0.874915096637189,20.618802561264456,25.636862603608225,22.305715384081452
E68,12.499871559633025,456000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,1.0,true,661.9513909559565,731.7678059159675,-69.816414960011,1012.649,684.0221480601799,693.7411892094566,-9.719041149276677,1034.3225,634.8913922455216,636.0607884605304,-1.16939621500876,874.425,593.3881741760457,773.207,320.06404372082244,338.52,22.07075710422339,21.67349999999999,-27.05999871043491,-138.22400000000005,0.6416717319596644,-0.0,0.1136232015506914,-0.0838376586571931,9.624683316261827,0.9104174074574499,21.599626998601174,29.355910411145896,25.640418923013463
E69,10.499733944954128,456000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,1.0,true,707.9673118991817,786.6145524448161,-78.64724054563442,1058.429,726.3477927642239,737.1328986310922,-10.78510586686832,1057.554,666.8775284135595,668.1580023500156,-1.2804739364561328,874.796,619.7090730992026,769.76,329.69581367833996,344.308,18.38048086504216,-0.875,-41.089783485622206,-183.63300000000004,0.871408030954591,-0.0,0.1328839067985199,-0.12164660493137311,8.509298028271322,0.9351405551925288,22.465453518220514,31.957361598901173,27.864942678189184
E70,9.107139705882352,456000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,1.0,true,750.681696141674,837.5261708078241,-86.84447466615006,1152.474,762.4794445083822,774.1746057183433,-11.695161209961043,1107.001,691.164402316806,692.5292168750891,-1.3648145582831148,891.828,637.9957664406203,779.518,327.85329661638,352.421,11.79774836670822,-45.472999999999956,-59.517293824868034,-260.64599999999996,1.1375625148921193,-0.0,0.14028288014124213,-0.1707904828042393,7.6814780221851,0.9539496101122915,23.629731522692456,34.978461669870164,29.073741083133108
E71,7.126846153846151,456000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,1.0,true,819.2643073194265,919.2703370539758,-100.00602973454932,1203.298,818.1291025363711,831.2259231276483,-13.096820591277265,1107.827,726.9265383005304,728.415543431826,-1.4890051312955848,865.1495,664.738800378294,753.56,333.3672392368863,356.00399999999996,-1.1352047830554284,-95.471,-92.3377690188961,-338.1485,1.6853955657494848,-0.0,0.14378031558109616,-0.27881018646011885,6.63248967918098,0.9769581040441975,25.163124422248963,38.95418467011558,30.61098292904379
E72,18.707575757575754,304000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,1.0,true,474.89182165181194,508.80999972366277,-33.91817807185083,737.656,490.83710862963596,495.69035846153236,-4.853249831896392,784.5055,470.5728795752505,471.1716496326279,-0.5987700573774077,709.0819999999999,452.32831242552396,652.9549999999999,303.93540352588906,309.928,15.945286977824026,46.849500000000035,-4.318942076561427,-28.57400000000007,0.11536887490058724,-0.0,0.02373589894444486,-0.013060909386681188,14.562531393467312,0.8259940795330728,13.276601578901616,15.115646979525762,13.032564766264347
E73,13.170870967741934,304000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,1.0,true,532.319996927152,577.2591040418629,-44.93910711471085,837.694,546.5527454420258,552.8093164764499,-6.256571034424155,881.0165,515.5553366601464,516.3103165458022,-0.7549798856557572,769.5799999999999,490.7082219732066,694.626,313.1892288278431,325.12,14.23274851487372,43.32249999999999,-16.764660267005638,-68.11400000000003,0.20004457588802282,-0.0,0.032357345347842785,-0.02555116826210711,10.915278769780581,0.883539035823351,14.64932882371424,18.850649797447453,16.814648497967113
E74,9.023245901639344,304000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,1.0,true,606.228284129533,665.350986405181,-59.12270227564795,948.538,611.7818224470885,619.6813316586487,-7.899509211560144,949.0,562.5662899105988,563.4845239493256,-0.9182340387268368,785.9005,528.0840870915683,697.672,316.0647532788095,333.964,5.553538317555535,0.4619999999999891,-43.66199421893418,-162.63750000000005,0.3802104751052156,-0.0,0.03985879712956782,-0.057595841268669186,8.234564753341134,0.9406650359363369,16.88749337869489,23.832571366462304,19.819761158912684
E75,6.944410852713178,304000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,1.0,true,660.0677463551203,729.5226747558205,-69.45492840070017,1008.725,655.428866108627,664.4277223850719,-8.99885627644494,966.9335,591.2974953114574,592.3155037278583,-1.0180084164009031,773.0355,549.9542425279885,681.066,319.4203627161143,336.517,-4.638880246493386,-41.79150000000004,-68.77025104366294,-235.68950000000007,0.5738853457292851,-0.0,0.052975507343582987,-0.09683178778386967,6.997004805554258,0.9690855772739974,18.37057809358412,27.054264150382007,21.25656453508892
E76,4.526673611111114,304000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,1.0,true,739.9263772639822,824.7068196739085,-84.78044240992631,1067.693,713.4377715532446,723.8977100608768,-10.45993850763216,958.9124999999999,625.6493589847452,626.7866605450337,-1.1373015602885062,738.733,575.3821594616794,647.019,323.9778738333037,338.123,-26.488605710737602,-108.78050000000007,-114.27701827923704,-328.96000000000004,1.0489548590688202,0.034405109058210086,0.07278499589230504,-0.19214144134120578,5.688241036081322,0.9930524356387295,19.899400411553277,31.38765181019572,22.3911903673004
