simulation_id,flow_lpm,irradiance,beta_opt,front_dep,front_cell_source_fraction,downstream_source_fraction,axial_view_strength,tc_model,T8_model,T8_raw_solid,T8_tc_shift,T8_experiment,T9_pair_model,T9_pair_raw_solid,T9_pair_tc_shift,T9_pair_experiment,T10_pair_model,T10_pair_raw_solid,T10_pair_tc_shift,T10_pair_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T9_minus_T8_model,T9_minus_T8_experiment,T10_minus_T8_model,T10_minus_T8_experiment,axial_view_abs_heat,axial_view_front_loss,axial_view_max_gain,axial_view_max_loss,mean_nu,mean_effectiveness,receiver_to_tube_heat,receiver_to_cavity_heat,flange_heat_loss
E67,15.2805125,456000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,3.0,false,663.8137138190875,663.8137138190875,0.0,931.6279999999999,637.8365748383544,637.8365748383544,0.0,978.8844999999999,593.0799407373992,593.0799407373992,0.0,851.525,557.5972215232125,763.414,312.422913251479,326.43699999999995,-25.977138980733116,47.25649999999996,-70.73377308168835,-80.10299999999995,1.2803641530229235,-0.0,0.26244506516875943,-0.1554607774412225,11.447083246298252,0.8748774764454127,20.625959584487305,25.607775526221715,22.313618024648733
E68,12.499871559633025,456000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,3.0,false,730.8929735737449,730.8929735737449,0.0,1012.649,692.756251860289,692.756251860289,0.0,1034.3225,635.8171023814215,635.8171023814215,0.0,874.425,593.5898909879663,773.207,320.0313347130963,338.52,-38.13672171345593,21.67349999999999,-95.07587119232346,-138.22400000000005,1.8925178720712998,-0.0,0.33344584142548483,-0.25185782295837555,9.628557397906686,0.9103732511119016,21.61426625605156,29.305151559104406,25.65830448719117
E69,10.499733944954128,456000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,3.0,false,785.1231705951634,785.1231705951634,0.0,1058.429,735.6996633421476,735.6996633421476,0.0,1057.554,667.9401553194884,667.9401553194884,0.0,874.796,620.1014837371611,769.76,329.64972562069863,344.308,-49.42350725301583,-0.875,-117.18301527567496,-183.63300000000004,2.5538228631000837,-0.0,0.38569549003289444,-0.3641787174149114,8.514114161545494,0.9350992159616376,22.491371645800495,31.883322432406647,27.898351605939297
E70,9.107139705882352,456000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,3.0,false,835.2087029785648,835.2087029785648,0.0,1152.474,772.2662732408555,772.2662732408555,0.0,1107.001,692.4504217634133,692.4504217634133,0.0,891.828,638.6903558231221,779.518,327.79078374980406,352.421,-62.94242973770929,-45.472999999999956,-142.75828121515156,-260.64599999999996,3.3082041961020776,-0.0,0.40083959140697434,-0.5085479153188385,7.6871414199751875,0.9539198187946922,23.674489455040195,34.880180343753686,29.130948510075957
E71,7.126846153846151,456000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,3.0,false,915.139555736978,915.139555736978,0.0,1203.298,828.6150366914707,828.6150366914707,0.0,1107.827,728.9783767283653,728.9783767283653,0.0,865.1495,666.3221817440248,753.56,333.2923867144199,356.00399999999996,-86.5245190455073,-95.471,-186.16117900861263,-338.1485,4.8314307772684355,-0.0,0.4284170079112372,-0.8201757296321293,6.639032271996756,0.9769618362394862,25.261734746131072,38.821754999875864,30.73502845562971
E72,18.707575757575754,304000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,3.0,false,508.72435345323345,508.72435345323345,0.0,737.656,495.5596111391137,495.5596111391137,0.0,784.5055,471.11962845469543,471.11962845469543,0.0,709.0819999999999,452.3427978408225,652.9549999999999,303.9319157289532,309.928,-13.164742314119735,46.849500000000035,-37.60472499853802,-28.57400000000007,0.3445868184278842,-0.0,0.07087905753281394,-0.039124368986402834,14.563713875724147,0.8259799640928119,13.278439019742846,15.108876700370818,13.034175316695281
E73,13.170870967741934,304000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,3.0,false,576.9722064932391,576.9722064932391,0.0,837.694,552.4989411853388,552.4989411853388,0.0,881.0165,516.2311773869986,516.2311773869986,0.0,769.5799999999999,490.76369177331117,694.626,313.17912021470454,325.12,-24.473265307900306,43.32249999999999,-60.74102910624049,-68.11400000000003,0.5952954005207668,-0.0,0.09607210868324494,-0.07669078773757562,10.917345801180481,0.8835168727544427,14.653928873002737,18.834362219607765,16.819776452842753
E74,9.023245901639344,304000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,3.0,false,664.4389390786847,664.4389390786847,0.0,948.538,618.9814843592171,618.9814843592171,0.0,949.0,563.4415557327277,563.4415557327277,0.0,785.9005,528.3009415480383,697.672,316.0404023495333,333.964,-45.45745471946759,0.4619999999999891,-100.99738334595702,-162.63750000000005,1.1226344179828238,-0.0,0.1190032320487642,-0.17192791204614283,8.237836124355656,0.9406452707904296,16.902786817489826,23.794980838434427,19.838147771442213
E75,6.944410852713178,304000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,3.0,false,727.8012040018101,727.8012040018101,0.0,1008.725,663.3944868095803,663.3944868095803,0.0,966.9335,592.4483571506127,592.4483571506127,0.0,773.0355,550.4429348563992,681.066,319.38600871766846,336.517,-64.40671719222985,-41.79150000000004,-135.35284685119746,-235.68950000000007,1.68091234292177,-0.0,0.15821340232173214,-0.28698007604900905,7.000905683036746,0.9690807844617378,18.403892918574382,26.997660305994028,21.296162823402646
E76,4.526673611111114,304000.0,184.67243519237965,0.0,0.6365105278484928,0.3634894721515072,3.0,false,821.1930635977219,821.1930635977219,0.0,1067.693,722.6308902261952,722.6308902261952,0.0,958.9124999999999,627.732676811837,627.732676811837,0.0,738.733,576.7511561108279,647.019,323.9443230221074,338.123,-98.56217337152668,-108.78050000000007,-193.4603867858849,-328.96000000000004,3.041699042623444,0.10785640690792944,0.21827071130022113,-0.5605123435889272,5.692226717249254,0.9930692532413748,19.99131213254918,31.316101453391436,22.493223929576853
