ID,Io_kWm2,q_slpm,Tamb,dur_s,mfc_rss,mfc_f1,mfc_f2,mfc_f3,mfc_f4,mdot_gs,Tw_K,Q_gas_W,Q_nom_W,dp1_mbar,dp2_mbar,T2_ss,T3_ss,T8_ss,T9_ss,T10_ss,T11_ss,T12_ss,Tg_bar,mdot_ch,Re,Pr,Gz_L,Pe_LD,eps,NTU,h_app,T_film,Nu,Bi,N_rc,Lam58,Lam107,I_vol,eta_nom
E67,456.0,15.283090909090909,296.3313305785124,3929.0,0.5449238692219271,0.23992431542665316,0.34656137015250477,0.33671199305233357,0.07680232136850859,0.3055642457054323,935.1354691138324,148.54049792115356,164.61599999999999,2.7433719008264466,-0.2952148760330579,326.0204545454545,763.5706942148762,940.2152231404957,967.6360495867768,825.4468181818182,880.2960743801652,993.749958677686,529.9510123966943,3.0556424570543225e-06,72.5506737314823,0.6837233130461203,0.5431159161396045,4530.552280010773,0.731428203811691,1.3146370034281356,5.064280559056828,732.5432407552634,0.1406884798491474,2.532140279528414e-05,4.370691599303107,0.037443664448830474,0.09392562955303495,53.53473553719027,0.9023454458931912
E68,456.0,12.504024793388428,298.70152066115696,5362.0,0.5567938658165335,0.2931862600273498,0.42352049290575533,0.189417357849076,0.09387588921781878,0.2500006658993977,979.4671550642456,123.47167343205916,164.61599999999999,2.0040495867768593,-0.27466942148760337,338.21966942148754,772.8737933884297,1012.4708842975208,1020.8657851239668,849.889826446281,898.5926446280993,1047.5719917355373,535.7876570247934,2.500006658993977e-06,58.91721408082491,0.683839741619472,0.44113064730624557,3679.813830795966,0.696527922040363,1.1924656728478475,3.7627883347570643,757.6274060445195,0.10220572178069215,1.8813941673785323e-05,4.863036870620181,0.035661983805097726,0.08118609566975712,35.10110743801647,0.7500587636199347
E69,456.0,10.499570247933885,296.73804545454544,5363.0,0.5289062027749258,0.3492594738234072,0.27350824276160857,0.26542999005075374,0.1118022933642306,0.2099243721132819,998.7056136212825,103.33682023071982,164.61599999999999,1.532636363636364,-0.30113223140495865,344.1470247933884,769.5725454545454,1059.374694214876,1044.5582727272727,852.7100247933885,896.7010909090909,1070.917347107438,533.1552954545455,2.0992437211328193e-06,49.63879316185782,0.6837859841903301,0.3716311427321296,3100.064407973041,0.6735845378652715,1.11958428527789,2.9649060576383968,765.930454537914,0.0799444856650832,1.4824530288191985e-05,5.085307782174668,0.034047764289083994,0.0733229595539069,11.542652892562046,0.6277446920756173
E70,456.0,9.110834710743802,298.9885867768595,6702.0,0.5490321239182862,0.40240618063498995,0.3151347365002707,0.15355978849993332,0.12889929436480588,0.18215852753184328,1045.0380076612173,91.19462640437116,164.61599999999999,1.30796694214876,-0.2725702479338843,352.19410743801654,779.3104380165289,1150.9603884297521,1093.4349008264462,871.3563140495867,912.0663388429751,1119.884545454545,539.1495123966943,1.821585275318433e-06,42.74609579570762,0.6839113374596897,0.3200861994177637,2670.087945276447,0.6438204196583944,1.032320236154957,2.3751011262347914,792.0937600289558,0.0625986521408547,1.1875505631173957e-05,5.638350147652522,0.032220459058788,0.06640271100393513,-31.075842975207024,0.5539839772827135
E71,456.0,7.131661157024793,300.7610454545454,7084.0,0.5326154514400331,0.23647429516380802,0.40269036574187284,0.19620572212610282,0.16462961696821649,0.14258769217794545,1046.802980877119,67.08825312619697,164.61599999999999,0.8226859504132231,-0.26414876033057855,355.79656198347107,753.3298099173553,1203.833173553719,1095.2575950413222,847.2744214876031,882.6296033057852,1120.3427190082643,527.0454276859504,1.4258769217794545e-06,33.981447210539244,0.6836691430861485,0.2543656959334659,2121.8621097667656,0.6066264414566263,0.9329955879363453,1.6761589836108257,786.9242042815347,0.04437469393775241,8.380794918054129e-06,5.66000305182158,0.030607229000341848,0.06076145779167691,-83.49045454545467,0.4075439393874045
E72,304.0,18.320363636363634,296.39256611570244,3214.0,0.5073491276523586,0.23676855091475688,0.30471128185048113,0.27033594915832265,0.18818421807643934,0.366290309263604,757.4578034023043,134.2826866944615,109.744,2.489735537190083,-0.2967768595041322,309.56932231404954,652.6506033057852,737.4617851239669,771.5355702479337,684.161958677686,734.2306942148759,798.2023884297521,474.5215847107438,3.66290309263604e-06,93.9897708010034,0.6844636738405163,0.7043713557578417,5875.70932276397,0.7726846623412424,1.4814170727989293,6.772451680112541,615.9896940565241,0.21261611629763552,3.386225840056271e-05,2.677621362746295,0.05314128380119545,0.11435444362636456,60.74060330578516,1.2235993466108535
E73,304.0,13.17414049586777,296.92679338842976,4572.0,0.540427211578504,0.1507354440297829,0.21795014149307027,0.42186263974440286,0.20945177473274398,0.2633987017012828,840.242857724558,108.14205418247164,109.744,1.8305289256198345,-0.29642975206611566,324.8786198347108,694.2926033057851,839.235,868.630652892562,747.3663801652891,791.9014380165288,895.854909090909,495.6096983471074,2.6339870170128282e-06,65.46249439142161,0.6834722761708142,0.48987372312617616,4086.4177374912,0.7313713619031165,1.314425380707233,4.335295337398244,667.9262780358326,0.12842542918081,2.167647668699122e-05,3.4094951800965867,0.04545496443494865,0.08997442259835604,56.619909090909005,0.985402884736037
E74,304.0,9.026578512396695,296.51763636363637,6015.0,0.5180474396989341,0.21991712262043406,0.31812571872230405,0.30877134193236505,0.1531858167248969,0.18047394148527154,895.7818348012306,74.79156850142576,109.744,1.0636859504132232,-0.298198347107438,333.76536363636353,697.4969256198348,948.4470247933884,935.3189421487601,767.7254876033057,803.9379256198347,962.2098347107438,497.00728099173557,1.8047394148527156e-06,44.75991718892577,0.683414057051293,0.33492215254777735,2793.8461694085486,0.6691193805697627,1.1059976350347391,2.4999548390643596,696.3945578964831,0.07183544232159247,1.2499774195321797e-05,3.956765540660146,0.040395384877204434,0.0713657667682365,13.762809917355412,0.6815094082722132
E75,304.0,6.948636363636362,296.6999132231404,6351.0,0.5503416512280725,0.2856687500371677,0.4132554695909181,0.20136063321776676,0.09971514715414762,0.13892836480301884,910.9105414429632,55.061742002573354,109.744,0.6401570247933885,-0.30376033057851237,336.3386611570248,680.8034958677686,1008.7651487603307,954.102818181818,757.1450082644628,788.4407933884296,979.6317355371903,488.75170454545446,1.3892836480301884e-06,34.884622229371836,0.6837711117985219,0.2611652948151351,2178.5828526156765,0.6253613418541488,0.9817932958294429,1.706148715229808,699.8311229942088,0.0488487937392364,8.530743576149041e-06,4.113320717666863,0.03738135568038106,0.06364283789756771,-29.13341322314045,0.5017289510367159
E76,304.0,4.529809917355371,296.44899999999996,7144.0,0.51819254523427,0.2197271700598606,0.3187114924640628,0.3087134446376346,0.15284789283844213,0.09056727849222841,907.7341481570851,32.62831155466192,109.744,0.15878512396694214,-0.30138016528925626,337.9849008264463,646.7431818181817,1068.2751404958678,947.273041322314,726.0451983471075,750.908561983471,970.407694214876,471.59609090909083,9.056727849222841e-07,23.344629866458074,0.6846186958226046,0.17498726336097753,1459.7048648987502,0.5730454647462903,0.8510777462380261,0.9615801742136318,689.6651195330879,0.02782801947211034,4.8079008710681595e-06,4.080184619062975,0.03432651450473903,0.0547097381510652,-97.86744628099189,0.29731294243568596
