label,old,new,pct
"NTU exponent (profile-corrected, const_const)",0.3407344423274299,0.3408124302076464,0.022888170530635604
  its stderr,0.040456480607691823,0.04037074916831625,-0.21191027515941768
NTU exponent (uncorrected),0.3890114003330094,0.3891041201809895,0.023834737979586716
  its stderr,0.045278354185416425,0.04517631212194304,-0.22536610552476605
  r2,0.8502559312187857,0.8508900311805653,0.07457754053777708
Nu law exponent,1.442986995681887,1.4444975121632575,0.10467984021274306
  stderr,0.06901265776317364,0.07237564853038449,4.873005729979867
Nu law prefactor,0.0003101261155005509,0.00031394282845040214,1.2306970484220532
  r2,0.9711231168128449,0.9683956035078495,-0.2808617422214118
envelope Re lo,23.344629866458074,23.23589875497958,-0.4657649836407178
envelope Re hi,93.9897708010034,93.56040527185968,-0.4568215514141242
envelope Pr lo,0.683414057051293,0.6979541051549729,2.127560584049947
envelope Pr hi,0.6889449617963359,0.6997778010881711,1.5723809436954097
envelope Nu lo,0.02782801947211034,0.02816447283924572,1.2090453202125298
envelope Nu hi,0.21261611629763552,0.21622428370862842,1.6970338250097308
envelope NTU lo,0.8510777462380261,0.8510777462380261,0.0
envelope NTU hi,1.518251985025886,1.518251985025886,0.0
envelope eps lo,0.5730454647462903,0.5730454647462903,0.0
envelope eps hi,0.7809054670563477,0.7809054670563477,0.0
envelope Bi lo,4.8079008710681595e-06,4.804338644419919e-06,-0.07409110012389016
envelope Bi hi,3.386225840056271e-05,3.38385494409917e-05,-0.07001588402803481
envelope N_rc lo,1.5034036548148713,1.53179270426656,1.888318507193237
envelope N_rc hi,5.66000305182158,5.572157710129528,-1.5520370022376522
envelope Pe_LD lo,1459.7048648987502,1481.2066376343034,1.4730219274185035
envelope Pe_LD hi,5875.70932276397,5964.406076425824,1.5095497205455786
envelope Gz_L lo,0.17498726336097753,0.17756486412047431,1.473021927418515
envelope Gz_L hi,0.7043713557578417,0.7150041915902872,1.5095497205455572
envelope eta_nom lo,0.2522042003572273,0.25203343347888363,-0.06770976776032543
envelope eta_nom hi,1.2235993466108535,1.222989932923194,-0.04980500270349997
Nu/Nu_fd lo,14.537938392558132,14.295341610035145,-1.6687151642296898
Nu/Nu_fd hi,111.07509835897042,109.74819296787452,-1.1946020401509236
x* exit lo,1.4197056592741308,1.3985931995389218,-1.487101188707203
x* exit hi,5.7147016348105355,5.63174479902465,-1.4516389671258059
C_eff cooling,298.796969392082,298.30137978764014,-0.16586165698071767
K_loss cooling,0.09534951677964529,0.09513249202638516,-0.227609704369745
C_eff all6,121.63512788222192,121.56073267102103,-0.06116260367887329
C_eff deep,280.7345158861044,280.57636496216486,-0.056334691671373026
C ratio,2.308005267671826,2.3081167643295366,0.004830866691346717
dp pred lo,0.2006735041361164,0.2015290983953481,0.4263613489558437
dp pred hi,0.9918891701475983,0.9970664495587676,0.521961481886015
dp ratio lo,-0.1093837141960285,-0.10891932429568782,0.424551226619024
dp ratio hi,2.765804873560842,2.75144339882309,-0.519251190676446
