simulation_id,phase,sensor,rmse_K,steady_error_K,t90_error_s
E67,heating,T8,61.686429517693966,98.33503895173499,550.0
E67,heating,T9_pair,178.43513882743977,-131.26346258584715,900.0
E67,heating,T10_pair,109.490771104895,-89.49019067112772,550.0
E67,heating,T3,60.08195500109999,-83.48669052645562,-300.0
E68,heating,T8,69.78830457521173,94.9941014453276,650.0
E68,heating,T9_pair,148.19053139313846,-105.24920041099301,1000.0
E68,heating,T10_pair,55.76106181898535,-34.75851949038588,400.0
E68,heating,T3,29.30680297799005,-35.37964060604713,-450.0
E69,heating,T8,77.87535940013909,106.28203890561872,600.0
E69,heating,T9_pair,117.7058856285055,-66.17232133850018,1050.0
E69,heating,T10_pair,43.29180967072651,24.125776836499654,550.0
E69,heating,T3,21.409171406740796,11.080720379084141,-300.0
E70,heating,T8,56.752934097789336,62.45918837695717,800.0
E70,heating,T9_pair,109.01048097604745,-57.537391005965674,1100.0
E70,heating,T10_pair,51.50589663179328,64.70918360979897,250.0
E70,heating,T3,65.31461859764651,43.40738123349456,-700.0
E71,heating,T8,68.3457381532683,87.85837152630575,900.0
E71,heating,T9_pair,54.49356228216996,33.73860024639043,1100.0
E71,heating,T10_pair,148.4638221466629,183.78746062889945,250.0
E71,heating,T3,141.96210200741183,135.84281400007717,-750.0
E72,heating,T8,20.375246437193013,30.78412984715169,450.0
E72,heating,T9_pair,158.3287591303357,-139.98780491551668,800.0
E72,heating,T10_pair,126.31965482089082,-119.66105145584197,500.0
E72,heating,T3,91.75355011750229,-114.6743573998881,-100.0
E73,heating,T8,33.45546789431585,42.18614937260111,700.0
E73,heating,T9_pair,161.4980442283833,-132.34191199600434,1050.0
E73,heating,T10_pair,96.96439159775647,-83.56234228233154,550.0
E73,heating,T3,64.85155755840739,-84.03339194794523,-250.0
E74,heating,T8,49.964709419468925,55.22377909869988,1050.0
E74,heating,T9_pair,121.15361431827444,-74.90080912683163,1250.0
E74,heating,T10_pair,29.210479084381298,18.874542504229566,500.0
E74,heating,T3,20.026475747041225,0.04860099081724911,-400.0
E75,heating,T8,59.9399862286468,74.30932655077106,1200.0
E75,heating,T9_pair,73.55704270484186,-6.4534494894351155,1250.0
E75,heating,T10_pair,85.48069026119093,115.42511879736401,400.0
E75,heating,T3,79.81402043424431,77.35054312702266,-450.0
E76,heating,T8,94.29124556520266,127.25084809690725,1350.0
E76,heating,T9_pair,96.72603039471072,133.38688165937833,1350.0
E76,heating,T10_pair,217.22004878532704,282.52495315280737,500.0
E76,heating,T3,182.34126860538066,205.67273956127292,-450.0
E77,heating,T8,81.530427229163,103.97475482529205,400.0
E77,heating,T9_pair,49.89522585771864,-26.517074127976343,700.0
E77,heating,T10_pair,36.11312394746332,-13.722938812891357,500.0
E77,heating,T3,23.722186413657287,-28.237632725995923,50.0
E78,heating,T8,107.42536640281473,135.3669087212104,950.0
E78,heating,T9_pair,35.242444146078086,4.815554273642988,1050.0
E78,heating,T10_pair,28.55202142595953,36.9540112267332,400.0
E78,heating,T3,11.034826583670835,8.087788368099268,-200.0
E79,heating,T8,112.91848885457402,149.86792008204577,1050.0
E79,heating,T9_pair,35.26961851369862,31.323621477422535,1150.0
E79,heating,T10_pair,52.88924963170757,78.47518004740323,550.0
E79,heating,T3,36.085080370931315,40.92585021983734,-100.0
E80,heating,T8,127.75971883460143,170.66612536528476,1250.0
E80,heating,T9_pair,46.88401521283179,67.62800043266873,1200.0
E80,heating,T10_pair,89.2241542491926,126.49110078067508,550.0
E80,heating,T3,66.92298631789748,78.16417453108238,-150.0
E81,heating,T8,158.9050185179318,217.3169718325738,1400.0
E81,heating,T9_pair,100.32869789922646,154.06239262844542,1350.0
E81,heating,T10_pair,161.595520916125,229.52185918698808,750.0
E81,heating,T3,127.35979806770796,159.65617086226905,0.0
C69,cooling,T8,107.86882323607294,31.69593694283361,550.0
C69,cooling,T9_pair,57.76501107712806,21.36435261180759,300.0
C69,cooling,T10_pair,26.517043418581235,13.178435384967884,150.0
C69,cooling,T3,60.65603187342935,-18.474743130992522,-250.0
C80,cooling,T8,50.90008440766594,19.342231975193442,750.0
C80,cooling,T9_pair,22.66651030812128,14.390302329022859,300.0
C80,cooling,T10_pair,14.56760071531331,10.92485350022082,150.0
C80,cooling,T3,32.21935544715525,-3.203161932708724,-250.0
C81,cooling,T8,53.51404920535532,17.501867872574678,1500.0
C81,cooling,T9_pair,30.19859318244063,16.09247967826076,800.0
C81,cooling,T10_pair,23.569151052126156,14.673930942648383,600.0
C81,cooling,T3,21.237052753902972,5.113827194979422,0.0
