irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-8.427886870727615,-34.14928244526689
456000.0,T12_perim,-8.747185610546664,-16.81065855368442
456000.0,T11_perim,-7.946612157894044,-1.3657133576718719
456000.0,T9_core,-29.093486809522574,-16.731949144758126
456000.0,T10_core,-3.6145462017533965,-3.5441256722753445
456000.0,T3,-0.5650376232169452,0.5430107656374393
304000.0,T8,-7.733560549972994,-23.65036823444102
304000.0,T12_perim,-7.385259674699912,-13.173548257550575
304000.0,T11_perim,-6.039196849996557,-1.9289615808695002
304000.0,T9_core,-18.434448104011295,-13.384545690629912
304000.0,T10_core,-1.5791619101725416,-3.67897996265457
304000.0,T3,-0.06011765628107741,-0.13175631351821884
256000.0,T8,-6.556263929341138,-20.88606484778701
256000.0,T12_perim,-5.132920413909458,-13.987976018518863
256000.0,T11_perim,-3.125843528067951,-5.174190237226035
256000.0,T9_core,-8.953526298274069,-13.924381477027032
256000.0,T10_core,-0.0802160603775753,-6.148389808009175
256000.0,T3,0.367059890981247,-3.039355302230513
