case,flow_lpm,reynolds,irradiance,power_scale,q_receiver_gas_W,q_rear_gas_W,h_app_W_m2_K,Nu_app,deltaT_app_K,epsilon_mean,epsilon_outlet,z_peak_core_mm,z_peak_perim_mm,lambda_107,lambda_107_raw_K,Tcore_107_K,Tperim_107_K,K_loss_W_K,q_loss_external_W,q_front_W,q_cavity_ambient_W,q_tube_cavity_W,q_tube_flange_W,q_core_rear_W,q_perim_rear_W,q_rear_tube_W,q_rear_cavity_W,C_receiver_participating_J_K,C_total_with_rear_J_K,T3_error_K,T2_error_K
E67,15.2805125,111.31830775590693,456000.0,1.9811828483104401,70.18968736430796,-10.674323165708067,0.9281706068712343,0.02307711691239542,919.9700296084382,0.9698948219745893,0.9275262477583422,13.700000000000001,95.90000000000002,-2.43052855534091,-755.3842237263359,607.1286045089282,1362.5128282352641,0.1913442257481158,194.48262379484348,40.630111232744845,138.56867170688184,-1.0182558586243622,15.283840855216798,138.39286261663787,1.037481237068513,10.859416227467777,127.99929667414683,122.52693256582086,172.52693256582086,-240.48294126113342,89.81266827233259
E68,12.499871559633025,90.475804403676,456000.0,1.9811828483104401,60.30111321917805,-11.028323696510622,0.7804209872299519,0.019176165339696592,939.9928976179599,0.9794569113752101,0.9462280454268122,8.220000000000002,95.90000000000002,-2.2708358570676395,-755.852208280465,631.6074786791226,1387.4596869595875,0.22077723809452718,229.11416557409282,43.34144765595257,168.69228892874844,-1.2053158277233866,17.080428989391805,145.75850373003044,1.0238771244439147,10.45801525456083,135.9749417107831,122.52693256582086,172.52693256582086,-236.25966661032533,102.9652973214811
E69,10.499733944954128,76.40842615027003,456000.0,1.9811828483104401,51.19851046428136,-10.679165746650613,0.6495059411820399,0.015887704094474674,958.9641693233583,0.9852999947963201,0.958476220747556,2.74,90.42000000000002,-2.229974571548877,-762.6983320315635,638.759589281666,1401.4579213132295,0.23484876309418512,247.66516330992772,45.31397548808858,184.89231118451255,-1.2761105051342119,17.458876637326583,152.76179592368914,1.016643738720615,9.834374225176342,143.626058792475,122.52693256582086,172.52693256582086,-232.66816457919208,107.65674425202258
E70,9.107139705882352,65.86899555432916,456000.0,1.9811828483104401,43.874662165117726,-10.363752763846458,0.5479950751879558,0.013346395452312072,974.0142536702725,0.9890260945211206,0.9669997391790278,2.74,90.42000000000002,-2.2453216669209524,-770.854176041947,642.3556983244331,1413.20987436638,0.24389214352366395,259.7352059332964,47.086251595078664,195.2512773664552,-1.5444262118941805,17.397676971762536,157.98642834591118,1.0116901930713564,9.790661080083618,148.9581970342376,122.52693256582086,172.52693256582086,-243.5306843386901,108.9241427125562
E71,7.126846153846151,51.309287635693515,456000.0,1.9811828483104401,33.363260310139665,-9.448777516809473,0.40600231861905894,0.009848846775549707,999.6964563633558,0.9934020282139332,0.9780677700320406,2.74,84.94000000000001,-2.3713065762623966,-792.6007997537783,635.0299477971714,1427.6307475509498,0.2516100753666759,271.9418027302299,49.93771823600188,205.2899818616735,-1.8811026016630361,16.714102632554507,165.14724248413717,1.008976517707899,9.410021558245475,156.40765302828729,122.52693256582086,172.52693256582086,-226.53158528647123,113.89871908569876
E72,18.707575757575754,136.25388763090646,304000.0,1.9873720312526904,55.06735409411069,-6.644389461681178,1.0163154391430607,0.029483812695977725,659.1645898130351,0.9516414522835975,0.8964154763635896,19.180000000000003,68.50000000000001,-2.7359243864743243,-542.2508555252031,494.6185796298852,1036.8694351550882,0.14608543028027005,105.86802798734178,17.930208819349804,78.52770433896902,-0.5968017891662818,9.41011482902296,88.94336211789643,0.7576725179526334,7.559708223870546,81.62970794142933,122.52693256582086,172.52693256582086,-207.84785182891767,56.98703419263438
E73,13.170870967741934,95.78456031942005,304000.0,1.9873720312526904,43.59850479626574,-7.072526119426487,0.7723618954903158,0.02199049249082801,686.718801865512,0.9724216639869147,0.9326998440022066,13.700000000000001,68.50000000000001,-2.4054351971740906,-545.3728347388396,523.7062243500654,1069.079059088905,0.18656297756667936,140.9778458665844,19.91916290472183,109.67219343121667,-0.8481486816662722,11.386489530645925,98.32644578802967,0.7494202027774539,7.385339316597752,91.34860915225127,122.52693256582086,172.52693256582086,-233.6965992993887,68.4123257618815
E74,9.023245901639344,65.6974650463822,304000.0,1.9873720312526904,29.623216478123695,-6.634795341271539,0.4999597128897799,0.014064809798586054,720.8176043317235,0.9864414816776537,0.9611780691208958,2.74,63.02,-2.36276214487109,-560.5640440410396,533.796460449445,1094.3605044904846,0.20927272945564826,164.2308088577575,22.187519404245627,130.44019413381778,-1.2239031523499384,11.603095319694082,109.0683029063605,0.7451214825043292,7.130809605290868,102.41556072019651,122.52693256582086,172.52693256582086,-237.45198819645918,76.00839774332604
E75,6.944410852713178,50.53949993727276,304000.0,1.9873720312526904,21.86629800591413,-6.041114300975655,0.3575143529912684,0.010004644254532648,744.0634355250024,0.9919919789649595,0.9745927083135224,2.74,57.54,-2.4966460611520915,-578.3575172037523,528.3642879369517,1106.721805140704,0.21592305352178695,173.0410179368544,23.827832380396643,138.0670707364839,-1.473643485787846,11.146114819973842,114.3770050293601,0.7464648363616292,6.875735007441008,107.99296045823137,122.52693256582086,172.52693256582086,-227.36513605412176,79.65004440470477
E76,4.526673611111114,32.965341158298585,304000.0,1.9873720312526904,13.942628418151697,-5.120302699891952,0.21743762163634964,0.006041112558170273,780.0782096000976,0.9968911313195169,0.988737720366498,2.74,52.06,-2.8450225130960693,-611.4981301967839,511.40363051635455,1122.9017607131384,0.22383825471947655,185.06391317363966,26.777828326365782,147.78865821721075,-1.7382561405226495,10.497426630063138,118.16568211548736,0.7552870512794465,6.381171678456036,112.2776924629431,122.52693256582086,172.52693256582086,-202.2639290892285,85.46706542120643
