simulation_id,phase,sensor,rmse_K,steady_error_K,t90_error_s
E67,heating,T8,207.0999915132637,-192.925430484932,0.0
E67,heating,T9_pair,197.1711824735451,-198.3779077056264,50.0
E67,heating,T10_pair,80.63270786861884,-106.04949390177637,-650.0
E67,heating,T3,79.5590778810497,-120.36107605990753,-1150.0
E68,heating,T8,186.08687653144935,-179.35976844140032,50.0
E68,heating,T9_pair,155.70440301154136,-157.94559282768887,0.0
E68,heating,T10_pair,41.29566727685484,-52.59898817374085,-950.0
E68,heating,T3,58.508376121543805,-82.71420304792741,-1500.0
E69,heating,T8,145.58588373962343,-143.50900885480087,50.0
E69,heating,T9_pair,101.9079821616336,-100.48402865610842,50.0
E69,heating,T10_pair,44.48762070699268,6.57951262996005,-850.0
E69,heating,T3,38.59500245937772,-45.40490992889124,-1350.0
E70,heating,T8,168.1336398285498,-158.64872583641716,200.0
E70,heating,T9_pair,79.8952727738587,-75.3184971227779,0.0
E70,heating,T10_pair,76.73908960965029,40.683425215903185,-1250.0
E70,heating,T3,50.97285456035292,-26.604957515171918,-1850.0
E71,heating,T8,93.07780629585604,-77.940767532157,250.0
E71,heating,T9_pair,47.199189482681376,41.94840350252298,-50.0
E71,heating,T10_pair,159.97550578547464,138.84897902476575,-1350.0
E71,heating,T3,84.5747267720459,35.443727420086475,-1950.0
E72,heating,T8,171.92658579439183,-187.13115235333407,-200.0
E72,heating,T9_pair,195.30845922475325,-210.55357019933786,-50.0
E72,heating,T10_pair,125.62083622931118,-153.83869129300535,-650.0
E72,heating,T3,109.10411879817163,-150.00157075509514,-1000.0
E73,heating,T8,184.7144265365612,-190.01589935294442,-50.0
E73,heating,T9_pair,196.48895430341074,-208.65160893095356,-50.0
E73,heating,T10_pair,106.6610890601182,-135.4092182163398,-800.0
E73,heating,T3,100.21158950573565,-140.11643241748266,-1300.0
E74,heating,T8,163.39246122400215,-160.21395684094625,150.0
E74,heating,T9_pair,136.84355334771067,-141.23506775147496,50.0
E74,heating,T10_pair,39.29230581083063,-54.94425772660247,-1050.0
E74,heating,T3,55.299067550354906,-85.61640248749427,-1600.0
E75,heating,T8,113.76331839786151,-108.3439926636371,250.0
E75,heating,T9_pair,63.72523347140711,-58.708852718417575,-50.0
E75,heating,T10_pair,49.89653866681744,20.443569265241877,-1200.0
E75,heating,T3,32.23986088959319,-35.129733662411695,-1700.0
E76,heating,T8,25.89917740221108,6.029933794158751,400.0
E76,heating,T9_pair,84.00120938331335,83.94454041094673,50.0
E76,heating,T10_pair,125.58961588289498,117.92166992296598,-1150.0
E76,heating,T3,57.725246191455454,26.601155933617065,-1750.0
E77,heating,T8,43.26912741535835,-52.159294395958455,-450.0
E77,heating,T9_pair,74.57431104985187,-86.77382465644405,-300.0
E77,heating,T10_pair,42.46108537331698,-57.448287402475216,-600.0
E77,heating,T3,45.80742418265678,-68.9767752991769,-900.0
E78,heating,T8,33.16004845670473,-38.335407367539915,-300.0
E78,heating,T9_pair,60.92108914110345,-72.63022781383131,-350.0
E78,heating,T10_pair,26.89671912899383,-41.20451884774684,-1200.0
E78,heating,T3,39.86153290496209,-62.48731659963079,-1550.0
E79,heating,T8,20.21474138671814,-21.964735240957566,-200.0
E79,heating,T9_pair,40.92566724889638,-48.12962960701043,-250.0
E79,heating,T10_pair,16.748887299115232,-16.66216630437748,-1000.0
E79,heating,T3,27.3701426981961,-46.967477507946796,-1450.0
E80,heating,T8,12.221525485298214,5.2573855722502,-100.0
E80,heating,T9_pair,18.213104544013028,-15.058549303081008,-250.0
E80,heating,T10_pair,29.594817424348452,9.55985879155969,-1100.0
E80,heating,T3,20.147933078843053,-30.305003386324074,-1550.0
E81,heating,T8,72.06897162661384,81.0784030362496,150.0
E81,heating,T9_pair,60.66117021048141,67.85195836369451,0.0
E81,heating,T10_pair,69.11307963855222,66.48693842208434,-850.0
E81,heating,T3,28.968381063717416,7.96980354340576,-1350.0
C69,cooling,T8,22.786586933624395,-15.345136298888633,-50.0
C69,cooling,T9_pair,52.813395437753506,-33.041487974332824,-150.0
C69,cooling,T10_pair,84.5365794816354,-52.36133562913591,-450.0
C69,cooling,T3,95.24547730622125,-63.020134547374255,-700.0
C80,cooling,T8,13.46290632101787,-9.377063419931517,-150.0
C80,cooling,T9_pair,28.036693580859417,-16.956047466637415,-400.0
C80,cooling,T10_pair,42.20248894209233,-24.297583299446785,-800.0
C80,cooling,T3,55.50884718301228,-27.829425709973805,-1100.0
C81,cooling,T8,15.159743034468171,-6.3108129087497105,0.0
C81,cooling,T9_pair,24.987547377007967,-9.290087327932383,-650.0
C81,cooling,T10_pair,36.45529491783725,-12.919994865202398,-1350.0
C81,cooling,T3,48.42836145907602,-14.470710963720023,-1750.0
