index,name,value
1,A_Nu,4.917604150346132
2,B_Re,0.5127772232675154
3,C_Pr_fixed,0.3333333333333333
4,phi_0,1.0
5,m_rec,0.0
6,front_dep,1.0
7,scale_456,2.002466304587915
8,scale_304,1.996605361016035
9,scale_256,0.9519931605398161
10,G_core_perim_W_m_K,17.85826648407777
11,C_perim_eff_J_K,222.13066742029187
12,k_perim_ref_W_m_K,7.617466671895104
13,beta_opt,184.67243519237965
14,spill_capture,0.5251444984572524
15,beta_perim_1_m,3.629206240369939
16,f_core_tube,0.9993097145331002
17,flange_scale,0.10138173496160813
18,G_rear_core_heat_W_m_K,3.330176474103027
19,G_rear_perim_W_m_K,0.0
20,rear_sink_shape,0.9997676118527177
21,k_core_axial_scale,0.03608858862322474
22,G_rear_core_cool_W_m_K,8.866134163705592
23,f_T3_wall,0.17571349284261825
# fitted,phi_0,1.0
# fitted,m_rec,0.0
# fitted,G_core_perim_W_m_K,17.85826648407777
# fitted,C_perim_eff_J_K,222.13066742029187
# fitted,k_perim_ref_W_m_K,7.617466671895104
# fitted,spill_capture,0.5251444984572524
# derived,f_perim_source,0.48880310646025776
# derived,flux_receiver_fraction,0.06920265203911855
# derived,flux_spillover_fraction,0.9307973479608814
# fitted,beta_perim_1_m,3.629206240369939
# fitted,f_core_tube,0.9993097145331002
# fitted,flange_scale,0.10138173496160813
# fitted,G_rear_core_heat_W_m_K,3.330176474103027
# fitted,G_rear_core_cool_W_m_K,8.866134163705592
# fitted,G_rear_perim_W_m_K,0.0
# fitted,rear_sink_shape,0.9997676118527177
# fitted,k_core_axial_scale,0.03608858862322474
# fitted,f_T3_wall,0.17571349284261825
# derived,C_core_eff_J_K,72.52693256582086
# derived,C_participating_eff_J_K,294.6575999861127
# reference,measured_C_eff_J_K,301.0
