irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-37.20400034336264,-34.14928244526689
456000.0,T12_perim,-26.988148400769905,-16.81065855368442
456000.0,T11_perim,-13.108198240051161,-1.3657133576718719
456000.0,T9_core,-28.19097754393838,-16.731949144758126
456000.0,T10_core,-11.699326471646517,-3.5441256722753445
456000.0,T3,-3.4439622928879885,0.5430107656374393
304000.0,T8,-30.43014285381195,-23.65036823444102
304000.0,T12_perim,-20.98408323064779,-13.173548257550575
304000.0,T11_perim,-8.177333686312963,-1.9289615808695002
304000.0,T9_core,-21.57720955834529,-13.384545690629912
304000.0,T10_core,-7.450045618578788,-3.67897996265457
304000.0,T3,-0.751419812899578,-0.13175631351821884
256000.0,T8,-21.940028938985265,-20.88606484778701
256000.0,T12_perim,-12.813503957897995,-13.987976018518863
256000.0,T11_perim,-3.1387372853100466,-5.174190237226035
256000.0,T9_core,-13.120281068633492,-13.924381477027032
256000.0,T10_core,-2.7503087232044012,-6.148389808009175
256000.0,T3,0.6325316504722736,-3.039355302230513
