variant,simulation_id,phase,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W
baseline_v11_nu_front_source,E67,heating,2.74,675.4475803329427,296.33849999999995,675.4475610834404,60.64215775986742,1596.3482508473164,16.79584932821039,0.9999999492243703,118.47361605014837
baseline_v11_nu_front_source,E67,heating,8.220000000000002,671.7087670049988,675.4475610834404,671.7088499512439,31.30217963598199,1058.1243935004072,10.716080930096522,0.9999778147062013,-1.213820482498597
baseline_v11_nu_front_source,E67,heating,13.700000000000001,667.9601177946007,671.7088499512439,667.9611979419751,23.891965359968946,804.2921723036036,8.152075480637327,0.999711863283569,-1.2157288308754004
baseline_v11_nu_front_source,E67,heating,19.180000000000003,664.1952893539514,667.9611979419751,664.2005077669768,19.354131351464495,648.8105860619331,6.581551098396916,0.9986143017273257,-1.218958820063299
baseline_v11_nu_front_source,E67,heating,24.66,660.4072115660412,664.2005077669768,660.4229516132729,16.183995644909245,540.2461933933922,5.4847823863802185,0.9958505620447459,-1.2234185242225404
baseline_v11_nu_front_source,E67,heating,30.14,656.5881224608702,660.4229516132729,656.6241114363777,13.823629982598428,459.4793786244674,4.668667507585091,0.9906152336708407,-1.229294421823873
baseline_v11_nu_front_source,E67,heating,35.620000000000005,652.7294565114647,656.6241114363777,652.7980859177975,12.000296147798814,397.14258903738045,4.0386392533811755,0.982378565583879,-1.237060875943029
baseline_v11_nu_front_source,E67,heating,41.1,648.821585650082,652.7980859177975,648.9368898763099,10.558156456230794,347.8735544762789,3.5405833009308383,0.9710035914837094,-1.247384258642289
baseline_v11_nu_front_source,E67,heating,46.580000000000005,644.8534687125033,648.9368898763099,645.0301578502637,9.398828895643565,308.28242807829184,3.140298531917385,0.9567301214661638,-1.2610237506746107
baseline_v11_nu_front_source,E67,heating,52.06,640.8122650625933,645.0301578502637,641.0650248638748,8.455818386388545,276.07602087331213,2.8146513071934924,0.9400743892731562,-1.2787735751273186
baseline_v11_nu_front_source,E67,heating,57.54,636.6829444137112,641.0650248638748,637.0260581188658,7.681935809289052,249.62614193417085,2.547216985081385,0.9217007288988245,-1.3014461676576627
baseline_v11_nu_front_source,E67,heating,63.02,632.4479023363302,637.0260581188658,632.8951632412667,7.0424657228205,227.73473947321227,2.3259094241612517,0.9023054421514842,-1.3298799495327178
baseline_v11_nu_front_source,E67,heating,68.50000000000001,628.0865780993275,632.8951632412667,628.6514325103568,6.511164176636262,209.4960510681465,2.141590152197352,0.8825320974141173,-1.3649574349157156
baseline_v11_nu_front_source,E67,heating,73.98000000000002,623.575066976186,628.6514325103568,624.2709272896534,6.067769669271474,194.21069402164585,1.9872018973390255,0.862921551101225,-1.4076256052266005
baseline_v11_nu_front_source,E67,heating,79.46000000000002,618.8857194323335,624.2709272896534,619.7263978275124,5.69637848571999,181.32947161352934,1.857202008960746,0.8438911890770964,-1.45891497938882
baseline_v11_nu_front_source,E67,heating,84.94000000000001,613.9867222014745,619.7263978275124,614.98694795334,5.384341394021246,170.41513097294435,1.7471769712041147,0.8257347946061724,-1.5199559406805223
baseline_v11_nu_front_source,E67,heating,90.42000000000002,608.8416599987015,614.98694795334,610.0176545999407,5.121489419999944,161.1154692255986,1.6535713432272126,0.8086347442268305,-1.5919915101223066
baseline_v11_nu_front_source,E67,heating,95.90000000000002,603.4090612023458,610.0176545999407,604.7791547387594,4.899575476410362,153.14389379234873,1.573491819801186,0.7926800070780197,-1.6763856758812667
baseline_v11_nu_front_source,E67,heating,101.38000000000001,597.6419363516072,604.7791547387594,599.2272160884238,4.711862307056615,146.26504151556563,1.5045622369517233,0.7778854939243209,-1.7746260358547563
baseline_v11_nu_front_source,E67,heating,106.86000000000001,591.4873249862012,599.2272160884238,593.3123131788051,4.552812451147881,140.28392875368843,1.4448141008149358,0.7642100943668539,-1.8883190641772094
baseline_v11_nu_front_source,E67,heating,112.34,584.8858744485841,593.3123131788051,586.9792372026203,4.417851101327131,135.03762685215605,1.3926024846356169,0.7515720672686518,-2.019175827317636
baseline_v11_nu_front_source,E67,heating,117.82000000000002,577.7714839712116,586.9792372026203,580.1667767085747,4.303182159873319,130.3887830364876,1.346540419753638,0.7398613236948541,-2.1689854725889375
baseline_v11_nu_front_source,E67,heating,123.30000000000003,570.0710587532044,580.1667767085747,572.8075166723979,4.205643842019731,126.22051632375397,1.3054470152517936,0.7289486561242644,-2.3395733217343193
baseline_v11_nu_front_source,E67,heating,128.78,561.7044316151308,572.8075166723979,564.8278157311065,4.122594155500684,122.43235687027783,1.2683059362220557,0.7186922283432065,-2.532739998476814
baseline_v11_nu_front_source,E67,heating,134.26000000000002,552.5845236475213,564.8278157311065,556.1480349584116,4.051819270745643,118.93699168237227,1.2342318199473385,0.7089417383362171,-2.7501778237677987
