variant,simulation_id,phase,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W
baseline_v11_nu_front_source,E76,heating,2.74,846.0919776513554,296.4675,846.0919759333943,18.796135249093673,561.2330409527641,19.583607701625294,0.9999999968743004,51.79029723707439
baseline_v11_nu_front_source,E76,heating,8.220000000000002,832.2754461355637,846.0919759333943,832.2754560491531,10.804373649887413,429.45790434497155,14.147469757581373,0.9999992824834028,-1.3790255146066508
baseline_v11_nu_front_source,E76,heating,13.700000000000001,818.7286632353969,832.2754560491531,818.7287919860022,8.913078391379537,350.02675375187124,11.563783143443208,0.9999904958607473,-1.3482346098057831
baseline_v11_nu_front_source,E76,heating,19.180000000000003,805.4439559847259,818.7287919860022,805.4445798804052,7.752753845816105,300.81634485949013,9.966150618661143,0.9999530370055573,-1.3183829980105826
baseline_v11_nu_front_source,E76,heating,24.66,792.4135279732399,805.4445798804052,792.4154173282469,6.939401632510107,266.0459594481559,8.838854891786278,0.9998550113206133,-1.289463266282447
baseline_v11_nu_front_source,E76,heating,30.14,779.6294742780998,792.4154173282469,779.6338051425216,6.331229531242786,239.84298299612834,7.990334489627405,0.99966127923417,-1.2614774805440958
baseline_v11_nu_front_source,E76,heating,35.620000000000005,767.0837797397647,779.6338051425216,767.0920336337847,5.859176828233062,219.3273112523741,7.3267928772766755,0.9993423205328233,-1.2344385998456286
baseline_v11_nu_front_source,E76,heating,41.1,754.7683069727559,767.0920336337847,754.7821077072055,5.483894248132142,202.84895393602756,6.7945598683412864,0.9988801492576798,-1.2083665407040147
baseline_v11_nu_front_source,E76,heating,46.580000000000005,742.6747807307212,754.7821077072055,742.6957247462666,5.18058490359186,189.36424142205084,6.359713132164925,0.9982701371172938,-1.1832829474859048
baseline_v11_nu_front_source,E76,heating,52.06,730.7947724391923,742.6957247462666,730.8242924860232,4.932501961264817,178.16691472310234,5.999304115559489,0.9975195222979485,-1.1592073053364118
baseline_v11_nu_front_source,E76,heating,57.54,719.11968707329,730.8242924860232,719.1589665263264,4.727758745591968,168.75548887527958,5.697036109702267,0.9966441027568819,-1.1361551012067344
baseline_v11_nu_front_source,E76,heating,63.02,707.6407536297487,719.1589665263264,707.6906910382654,4.557601730692582,160.76103853805265,5.440914400141263,0.9956644829397489,-1.114137611450764
baseline_v11_nu_front_source,E76,heating,68.50000000000001,696.3490197035428,707.6906910382654,696.410233394992,4.415401933561699,153.9047866853122,5.221868069448025,0.9946027627108344,-1.0931625879946967
baseline_v11_nu_front_source,E76,heating,73.98000000000002,685.2353500874207,696.410233394992,685.3082095338801,4.296029392635607,147.97166168923127,5.032891782917393,0.9934800709363915,-1.0732352385336161
baseline_v11_nu_front_source,E76,heating,79.46000000000002,674.2904289388471,685.3082095338801,674.3751005812635,4.195445883005816,142.79299733644075,4.868484919192383,0.9923150001321882,-1.0543591364345708
baseline_v11_nu_front_source,E76,heating,84.94000000000001,663.5047649033517,674.3751005812635,663.6012629351661,4.110428899814855,138.23476089128928,4.724270248339279,0.9911228103092957,-1.036536902013004
baseline_v11_nu_front_source,E76,heating,90.42000000000002,652.8686985814344,663.6012629351661,652.976934332005,4.038378273688148,134.18927905411644,4.5967260724690195,0.9899152013439366,-1.0197706280370458
baseline_v11_nu_front_source,E76,heating,95.90000000000002,642.3724118033788,652.976934332005,642.4922380757216,3.9771768492945414,130.56926388041248,4.48299287942246,0.9887004556764045,-1.004062087635816
baseline_v11_nu_front_source,E76,heating,101.38000000000001,632.0059382783849,642.4922380757216,632.1371870234,3.9250877249677307,127.30340126434277,4.380730563335163,0.9874837886049731,-0.9894127845006603
baseline_v11_nu_front_source,E76,heating,106.86000000000001,621.7591752841506,632.1371870234,621.9016883447579,3.8806769333421127,124.33303117183517,4.288010942201187,0.9862677876853594,-0.9758239032456162
baseline_v11_nu_front_source,E76,heating,112.34,611.6218961514122,621.9016883447579,611.7755496109991,3.8427542690446432,121.60960927820703,4.203235519803981,0.9850528632586212,-0.9632962057026705
baseline_v11_nu_front_source,E76,heating,117.82000000000002,601.5837633757494,611.7755496109991,601.7484864486152,3.8103273428836233,119.09273964188444,4.125071686182255,0.9838376640695227,-0.9518299045720842
baseline_v11_nu_front_source,E76,heating,123.30000000000003,591.63434225808,601.7484864486152,591.8101318016379,3.7825654594768277,116.74863226219878,4.052402633777662,0.9826194346999243,-0.9414245331799918
baseline_v11_nu_front_source,E76,heating,128.78,581.7631150355351,591.8101318016379,581.950046750715,3.7587709121097483,114.54888175329317,3.9842876395256908,0.9813943064362484,-0.9320788206301766
baseline_v11_nu_front_source,E76,heating,134.26000000000002,571.9594955128791,581.950046750715,572.1577328050539,3.738355959550016,112.4694920298403,3.919930290623405,0.9801575220970751,-0.9237905755962252
