simulation_id,flow_lpm,irradiance,power_scale,nominal_absorbed_W,scaled_absorbed_W,added_absorbed_W,front_cell_source_fraction,downstream_source_fraction,T8_model,T8_experiment,T12_wall_model,T12_wall_experiment,T11_wall_model,T11_wall_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T11_minus_T8_model,T11_minus_T8_experiment,T9_interior_experiment,T10_interior_experiment,Lambda58_experiment,Lambda107_experiment,mean_nu,mean_effectiveness,receiver_gas_heat,receiver_to_tube_heat,receiver_to_cavity_heat,flange_heat_loss
E67,15.2805125,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,885.5976911789876,931.6279999999999,850.6189470670319,991.103,783.7216840953174,878.055,717.5763614174465,763.414,323.4692409900724,326.43699999999995,-34.978744111955734,59.47500000000002,-101.87600708367017,-53.57299999999998,966.6659999999999,824.995,0.035173069435758465,0.09121281586477252,7.331824073024522,0.935067039605803,133.46118072688878,32.71891781951128,41.49846561524165,36.10076616845321
E68,12.499871559633025,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,977.08992281252,1012.649,924.2752497427365,1047.717,839.5963136498294,898.751,767.4372182375288,773.207,334.2174384761759,338.52,-52.81467306978345,35.0680000000001,-137.49360916269052,-113.89800000000002,1020.928,850.0989999999999,0.03576819369219926,0.0810872748212279,4.014742062157946,0.8533886888588615,122.59228795755043,32.65499639744536,46.39968624961084,40.47404931812105
E69,10.499733944954128,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1052.6861418019648,1058.429,979.4033812527781,1070.73,876.5781355537912,896.755,798.5712122826046,769.76,344.10601007611086,344.308,-73.28276054918672,12.30099999999993,-176.10800624817364,-161.6740000000001,1044.378,852.837,0.03404688552781276,0.0731946538136868,2.4464855777203427,0.7620620477180524,111.73862889050075,33.61126502744519,49.86723568149372,42.55085778841908
E70,9.107139705882352,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1112.8771855426203,1152.474,1017.7937801143837,1120.277,900.2495033630826,912.173,819.9249845377777,779.518,344.06162943618017,352.421,-95.08340542823657,-32.19699999999989,-212.62768217953771,-240.30099999999993,1093.725,871.483,0.03233171423109301,0.06636406782867674,1.6426537110829649,0.6792516719130904,101.7699346491282,33.6568075223907,52.90808244536882,43.78832957710298
E71,7.126846153846151,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1206.8071364738364,1203.298,1065.3225788743277,1120.348,922.7192292673301,882.823,840.6496055971068,753.56,349.1734955514445,356.00399999999996,-141.48455759950866,-82.95000000000005,-284.0879072065063,-320.475,1095.306,847.476,0.030555252210167617,0.060729555296504756,0.8627843147027773,0.5418200331277457,84.71144662859429,34.15121497872375,56.300286476607944,44.018158352228724
E72,18.707575757575754,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,654.5739109852417,737.656,636.1735657568257,797.899,597.992298073629,733.977,558.8088431313467,652.9549999999999,310.3381910242883,309.928,-18.400345228415972,60.24300000000005,-56.58161291161275,-3.6789999999999736,771.112,684.1869999999999,0.0534162085200319,0.11379140908000156,17.077829275970966,0.9891022285287709,98.06158300635624,22.521792629005333,25.70548482285587,22.27697058061426
E73,13.170870967741934,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,764.4513393839288,837.694,727.8960638270145,894.482,668.7642651944975,791.76,619.4749967808114,694.626,322.9571461651508,325.12,-36.55527555691435,56.78800000000001,-95.68707418943131,-45.93399999999997,867.5509999999999,747.4,0.04507272791175252,0.08965618993530448,6.402925326771299,0.9216405827069403,87.29359361228144,24.059845589724336,31.82612484133303,27.90229643292937
E74,9.023245901639344,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,898.0001797675877,948.538,824.9874080411257,962.509,734.1432630148968,804.0,674.072753193433,697.672,328.9383573424372,333.964,-73.012771726462,13.971000000000004,-163.85691675269095,-144.538,935.491,767.8009999999999,0.040569882365660545,0.07133468518266729,2.167702278876261,0.7408171952612491,71.21158165914396,26.206256428792308,38.897464484096076,31.845715512204077
E75,6.944410852713178,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,986.5461131838845,1008.725,875.7842719928655,979.689,762.2463047674796,788.678,698.4290985815635,681.066,332.846669069969,336.517,-110.76184119101902,-29.036000000000058,-224.29980841640486,-220.04700000000003,954.178,757.393,0.037352566735263215,0.06359159903855431,1.0685592674076765,0.5903724467234653,59.570881663874836,27.3085185559706,42.61375285665412,32.82668176721141
E76,4.526673611111114,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,1112.6023755627575,1067.693,922.0669942741047,970.472,779.3941376918139,751.1579999999999,721.4582914559562,647.019,337.2821637261947,338.123,-190.53538128865284,-97.221,-333.20823787094366,-316.5350000000001,947.353,726.308,0.034300957931289816,0.05465256036798639,0.36015581156058174,0.3769112786480227,42.62582622408536,27.36264821222691,46.32288314265407,32.38581363317328
