simulation_id,flow_lpm,irradiance,power_scale,nominal_absorbed_W,scaled_absorbed_W,added_absorbed_W,front_cell_source_fraction,downstream_source_fraction,T8_model,T8_experiment,T12_wall_model,T12_wall_experiment,T11_wall_model,T11_wall_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T11_minus_T8_model,T11_minus_T8_experiment,T9_interior_experiment,T10_interior_experiment,Lambda58_experiment,Lambda107_experiment,mean_nu,mean_effectiveness,receiver_gas_heat,receiver_to_tube_heat,receiver_to_cavity_heat,flange_heat_loss
E67,15.2805125,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,886.0625693956456,931.6279999999999,851.9918419608952,991.103,785.1240341889394,878.055,718.0186531598247,763.414,323.53648009940974,326.43699999999995,-34.07072743475044,59.47500000000002,-100.9385352067062,-53.57299999999998,966.6659999999999,824.995,0.035173069435758465,0.09121281586477252,43.47842021917228,0.9999998397392216,133.35305631822746,32.8210487066798,41.59214283282208,36.16174127644094
E68,12.499871559633025,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,979.8052436805409,1012.649,929.2473801629122,1047.717,844.3212480900401,898.751,769.3536450732687,773.207,334.4992924033819,338.52,-50.557863517628675,35.0680000000001,-135.48399559050085,-113.89800000000002,1020.928,850.0989999999999,0.03576819369219926,0.0810872748212279,21.642617765779278,0.999954887010059,122.27032745077769,32.943655001154305,46.734475980209154,40.69750854389795
E69,10.499733944954128,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1058.8886965106697,1058.429,990.7422212871573,1070.73,886.8014118869635,896.755,802.9380802942071,769.76,344.7239311370672,344.308,-68.14647522351231,12.30099999999993,-172.08728462370618,-161.6740000000001,1044.378,852.837,0.03404688552781276,0.0731946538136868,12.134027663183106,0.9990020323775348,111.07548909436909,34.214325352017674,50.62355710931279,43.02494168939645
E70,9.107139705882352,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1122.3054380586814,1152.474,1036.814147790233,1120.277,916.8521504050599,912.173,827.1855217785703,779.518,345.18650301715917,352.421,-85.49129026844844,-32.19699999999989,-205.4532876536215,-240.30099999999993,1093.725,871.483,0.03233171423109301,0.06636406782867674,7.591395098308631,0.9940700485607163,100.79439123517403,34.5558639344528,54.15561143177545,44.55612711661447
E71,7.126846153846151,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1219.1837524543573,1203.298,1101.0472141209023,1120.348,952.1875067278022,882.823,852.4550521922312,753.56,351.21795246752316,356.00399999999996,-118.13653833345506,-82.95000000000005,-266.9962457265551,-320.475,1095.306,847.476,0.030555252210167617,0.060729555296504756,3.538181346514163,0.9576321048313052,83.18695156874,35.71723285377797,58.57183094583317,45.2599779349089
E72,18.707575757575754,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,654.4628185818278,737.656,636.2525446810965,797.899,598.0771107343373,733.977,558.8138733272016,652.9549999999999,310.34103897729983,309.928,-18.210273900731295,60.24300000000005,-56.385707847490494,-3.6789999999999736,771.112,684.1869999999999,0.0534162085200319,0.11379140908000156,115.05427179900047,0.9999999999998442,98.0515791696519,22.52968806606199,25.710763088687536,22.27969051081419
E73,13.170870967741934,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,765.1171209788266,837.694,729.1946084119221,894.482,669.9805087650582,791.76,619.807821387315,694.626,323.02347646000777,325.12,-35.922512566904516,56.78800000000001,-95.13661221376844,-45.93399999999997,867.5509999999999,747.4,0.04507272791175252,0.08965618993530448,37.20149994593336,0.999999386549927,87.18065141414236,24.143004439522333,31.912254326152485,27.95515633192614
E74,9.023245901639344,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,902.861197699727,948.538,833.8991139505525,962.509,741.6002772886711,804.0,676.5898399695859,697.672,329.4304030578926,333.964,-68.96208374917444,13.971000000000004,-161.26092041105585,-144.538,935.491,767.8009999999999,0.040569882365660545,0.07133468518266729,10.578356526172284,0.9983494150896397,70.56378938982905,26.65077492287314,39.47575019625411,32.17128065479956
E75,6.944410852713178,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,993.9013351115934,1008.725,895.4286426525366,979.689,777.6426505964087,788.678,702.9748302969126,681.066,333.89535815582093,336.517,-98.47269245905682,-29.036000000000058,-216.25868451518477,-220.04700000000003,954.178,757.393,0.037352566735263215,0.06359159903855431,4.612401505249239,0.977222276051815,58.325066637110446,28.20860974640054,43.851189499862734,33.43406111281321
E76,4.526673611111114,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,1109.9196554448106,1067.693,959.9731699778376,970.472,806.6608382390474,751.1579999999999,723.970198706566,647.019,339.1675492794176,338.123,-149.94648546697294,-97.221,-303.2588172057632,-316.5350000000001,947.353,726.308,0.034300957931289816,0.05465256036798639,1.284861779852808,0.8149859705604972,40.95259662576233,28.953752139653698,48.50016738333195,33.17830129487497
