irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-38.72036511500423,-34.14928244526689
456000.0,T12_perim,-22.428828304472557,-16.81065855368442
456000.0,T11_perim,-10.292405893162114,-1.3657133576718719
456000.0,T9_core,-21.05723866167877,-16.731949144758126
456000.0,T10_core,-7.653767020701501,-3.5441256722753445
456000.0,T3,-2.9712119989178465,0.5430107656374393
304000.0,T8,-31.617154616462418,-23.65036823444102
304000.0,T12_perim,-20.66627900144761,-13.173548257550575
304000.0,T11_perim,-11.133062772345527,-1.9289615808695002
304000.0,T9_core,-20.64805411038756,-13.384545690629912
304000.0,T10_core,-9.474699741647642,-3.67897996265457
304000.0,T3,-5.413057980946042,-0.13175631351821884
256000.0,T8,-24.306792527012462,-20.88606484778701
256000.0,T12_perim,-13.946022035019386,-13.987976018518863
256000.0,T11_perim,-6.945021838766874,-5.174190237226035
256000.0,T9_core,-13.14399565229653,-13.924381477027032
256000.0,T10_core,-5.586492381982947,-6.148389808009175
256000.0,T3,-2.7968157781170793,-3.039355302230513
