case,flow_lpm,reynolds,irradiance,power_scale,q_receiver_gas_W,q_rear_gas_W,h_app_W_m2_K,Nu_app,deltaT_app_K,epsilon_mean,epsilon_outlet,z_peak_core_mm,z_peak_perim_mm,lambda_107,lambda_107_raw_K,Tcore_107_K,Tperim_107_K,K_loss_W_K,q_loss_external_W,q_front_W,q_cavity_ambient_W,q_tube_cavity_W,q_tube_flange_W,q_core_rear_W,q_perim_rear_W,q_rear_tube_W,q_rear_cavity_W,C_receiver_participating_J_K,C_total_with_rear_J_K,T3_error_K,T2_error_K
E67,15.2805125,111.31830775590693,456000.0,1.34,50.862457872521944,-28.926461889991494,1.6307989769719629,0.047567400895798057,379.4242595502664,0.36779411082427715,0.16603523026643774,8.220000000000002,35.620000000000005,-0.04949641677165853,-24.374060322664377,788.7794060782936,813.153466400958,0.13396938547673715,77.68556668541392,8.075061636819227,37.03588888238859,5.299375217678411,32.5746161662061,40.2243140185202,0.09182143257555721,18.71254134189504,19.71320544308845,177.53321700015528,267.4424501543278,-43.32104517443565,3.9464901935742773
E68,12.499871559633025,90.475804403676,456000.0,1.34,31.18654919946451,-30.086005706230132,0.8262437090181675,0.02300386744280088,459.18462629319373,0.43948649350341057,0.21170399023259664,2.74,35.620000000000005,-0.05804521620408198,-30.983794649223682,832.5427209879851,863.5265156372088,0.14999051550859507,99.28740382868128,12.762581860722337,50.96536390672372,6.174593766584127,35.55945806123522,42.837036186841594,0.09761831390876508,18.74902806872685,22.8336393683851,177.53321700015528,267.4424501543278,-28.141726967361706,6.591238420396962
E69,10.499733944954128,76.40842615027003,456000.0,1.34,20.4359011456874,-29.359167822701796,0.4831968165151503,0.013190240492566351,514.5148469146155,0.49871466761556177,0.25433907731206773,2.74,30.14,-0.0670899581517831,-36.89750592733708,846.7091206979713,883.6066266253084,0.1656525010455655,117.85867341539776,17.130693193531336,64.83621480019912,6.410920978696556,35.89176542166731,43.776548764464714,0.10040909712352841,18.97566071890925,23.77510500606562,177.53321700015528,267.4424501543278,-19.772836570457798,11.077485201664274
E70,9.107139705882352,65.86899555432916,456000.0,1.34,14.251526887562479,-28.190309301557324,0.31538207144507474,0.008530119332715792,549.733974140168,0.5465844562409565,0.2926364436021074,2.74,30.14,-0.07405982299905348,-40.73257167321458,849.0355309606284,889.768102633843,0.16194305156947453,119.23485888682224,20.893462740159826,63.084095853788796,6.584252598712899,35.25730029287361,44.247314863496996,0.10209623494518479,18.949279583630897,24.398157709881513,177.53321700015528,267.4424501543278,-31.645098560513134,3.5801768168112744
E71,7.126846153846151,51.309287635693515,456000.0,1.34,8.013904382331974,-26.299649964260386,0.16238469092820743,0.004350905848320313,600.3814367332877,0.6254275753873533,0.3644616688489872,2.74,24.66,-0.08261503231302716,-45.55783196531138,852.2307450085526,897.788576973864,0.16600358675031468,127.7638355656022,27.058449556248487,66.6736168850851,6.621913230437469,34.03176912426861,44.80425342082012,0.10433647800927477,19.330946212291945,24.637069498044035,177.53321700015528,267.4424501543278,-8.336008297816875,4.727901762973772
E72,18.707575757575754,136.25388763090646,304000.0,1.58,64.97354248809681,-17.417397248298055,3.551808462194187,0.12310901426081822,222.543641860079,0.2798076603346065,0.11672273106924112,35.620000000000005,41.1,-0.05472261194452451,-17.3201503499605,612.9301076085868,630.2502579585473,0.1162852428568064,41.99685116219064,3.016102204827529,19.040350248845858,3.1323771226432946,19.940398708517247,25.929885280169675,0.06120675541481147,12.781490938257285,11.721728595212552,177.53321700015528,267.4424501543278,-62.94420623301846,4.164977258005251
E73,13.170870967741934,95.78456031942005,304000.0,1.58,31.975316124678685,-22.210069725448424,1.1613482330583653,0.036191520370338584,334.9504501457866,0.39273056190611094,0.18152954550966743,2.74,35.620000000000005,-0.05358202530752372,-22.108854543091184,709.5980001264728,731.706854669564,0.14513421758310183,72.38477890502055,6.5262967003854655,38.87191468354592,4.562410417194653,26.986567521089167,33.10665750797075,0.07545298515401216,15.1086034933689,16.937781703767044,177.53321700015528,267.4424501543278,-34.42290723338135,7.53129098487824
E74,9.023245901639344,65.6974650463822,304000.0,1.58,12.483980285183492,-21.09796029250448,0.3510130346965747,0.010487700912119114,432.6712243333109,0.5190389184978312,0.27108173588041456,2.74,30.14,-0.0733500067328877,-32.02851198126484,733.200156664324,765.2286686455889,0.14921422304877704,87.20438351664627,12.069536016372497,47.77646976188475,5.075909540445346,27.358377738389027,35.68228141055566,0.08223139376741388,15.96668338234864,18.890959390000504,177.53321700015528,267.4424501543278,-30.57027016551706,6.230199923874181
E75,6.944410852713178,50.53949993727276,304000.0,1.58,6.615232607247359,-19.656184309501327,0.16723317762103287,0.004938371364280138,481.2279684655624,0.6052968263717692,0.34624665263771665,2.74,24.66,-0.08305391633600392,-36.58336479037666,737.187799617932,773.7711644083087,0.15142272895771552,93.74639783166926,16.047145265806783,51.2146473928197,5.142774818579399,26.484605173042766,36.426294493324676,0.08478097507919888,16.42134471981234,19.220274732567162,177.53321700015528,267.4424501543278,-16.53445941449968,6.88244159037589
E76,4.526673611111114,32.965341158298585,304000.0,1.58,4.085476463173603,-17.92028782224518,0.09135421185677463,0.002670000643782044,544.0543914259181,0.6765773655594777,0.41869696559948416,2.74,24.66,-0.08617156205985027,-39.3205930538179,752.7734101389838,792.0940031928017,0.15812659491162342,104.39551291128794,21.453284069384548,57.402673853407755,5.379218596111777,25.539554988495638,37.518749887792794,0.08780563537308729,16.76085316676562,20.114207533176742,177.53321700015528,267.4424501543278,25.530689180414242,10.506424382034368
