effective_front_area_cm2,objective,power_scale_456,power_scale_304,power_scale_256,side_final_rmse_K,T2_final_rmse_K,T3_final_rmse_K
40.0,2.020592995355873,1.65,1.8,1.11,102.55121900637583,5.7417803412960575,91.3420770546177
