irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-7.828418371888911,-34.14928244526689
456000.0,T12_perim,2.7596104165114017,-16.81065855368442
456000.0,T11_perim,8.185778876977365,-1.3657133576718719
456000.0,T9_core,3.1611228383737986,-16.731949144758126
456000.0,T10_core,8.389222317298042,-3.5441256722753445
456000.0,T3,7.34917041026791,0.5430107656374393
456000.0,T2,-3.7724218247264005,-3.714704533708543
304000.0,T8,-8.486528620535946,-23.65036823444102
304000.0,T12_perim,0.6039395978086295,-13.173548257550575
304000.0,T11_perim,3.8714861557914406,-1.9289615808695002
304000.0,T9_core,0.7362432846183722,-13.384545690629912
304000.0,T10_core,3.9449770205957564,-3.67897996265457
304000.0,T3,3.979897277905035,-0.13175631351821884
304000.0,T2,-2.3263362036215414,-2.0439067897339482
256000.0,T8,-9.78276235407438,-20.88606484778701
256000.0,T12_perim,-1.887369055139709,-13.987976018518863
256000.0,T11_perim,0.9739141597928219,-5.174190237226035
256000.0,T9_core,-1.8534765126630024,-13.924381477027032
256000.0,T10_core,1.0054949044596326,-6.148389808009175
256000.0,T3,1.7898124183506776,-3.039355302230513
256000.0,T2,-2.3576052854063283,-1.1393701213842518
