simulation_id,flow_lpm,irradiance,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment
E67,15.2805125,456000.0,1155.8555365344664,931.6279999999999,1070.3416825475333,991.103,774.2187073761266,878.055,1091.9304948101362,966.6659999999999,776.1063937647788,824.995,609.519636725863,763.414,394.861596469083,326.43699999999995,-21.588812262602914,24.437000000000012,-1.8876863886521278,53.059999999999945
E68,12.499871559633025,456000.0,1182.9130684619504,1012.649,1078.327128805533,1047.717,766.7964050066777,898.751,1099.743808185364,1020.928,768.2127161056251,850.0989999999999,597.4728185773229,773.207,416.37818920525257,338.52,-21.416679379831066,26.7890000000001,-1.4163110989474035,48.652000000000044
E69,10.499733944954128,456000.0,1196.9742752623138,1058.429,1067.8618238063113,1070.73,743.8921422650038,896.755,1088.2389046616536,1044.378,744.8595518132202,852.837,578.4431866583357,769.76,415.24474870326145,344.308,-20.37708085534223,26.35200000000009,-0.9674095482163239,43.918000000000006
E70,9.107139705882352,456000.0,1207.9836707366064,1152.474,1064.1949576522068,1120.277,733.1395349035485,912.173,1083.9556523195272,1093.725,733.7995805286836,871.483,568.8382137003596,779.518,425.34012477181477,352.421,-19.760694667320422,26.552000000000135,-0.6600456251351261,40.690000000000055
E71,7.126846153846151,456000.0,1219.721550150379,1203.298,1048.1415621797787,1120.348,708.5259510102712,882.823,1066.471041029798,1095.306,708.7756819377901,847.476,550.482407309045,753.56,426.6146033563013,356.00399999999996,-18.329478850019314,25.041999999999916,-0.24973092751883996,35.34699999999998
E72,18.707575757575754,304000.0,958.2245727407376,737.656,866.0485361478227,797.899,642.2420976468619,733.977,874.7162752347277,771.112,643.2664700184805,684.1869999999999,536.3356779875382,652.9549999999999,350.392156110173,309.928,-8.667739086905044,26.787000000000035,-1.0243723716185968,49.79000000000008
E73,13.170870967741934,304000.0,1013.3143005322017,837.694,891.1354823209499,894.482,642.5773959618704,791.76,900.0900108004469,867.5509999999999,643.3430863266693,747.4,526.3994720207935,694.626,369.3062184894685,325.12,-8.954528479496958,26.93100000000004,-0.7656903647989566,44.360000000000014
E74,9.023245901639344,304000.0,1048.8689435070912,948.538,886.5682615918284,962.509,623.0655338373383,804.0,894.8686966503564,935.491,623.4665410945518,767.8009999999999,507.2168267671085,697.672,379.8125699207392,333.964,-8.30043505852791,27.01800000000003,-0.40100725721345043,36.19900000000007
E75,6.944410852713178,304000.0,1062.6215460554852,1008.725,875.1074231450143,979.689,607.777692541771,788.678,882.7899325031104,954.178,607.9944585184572,757.393,495.1859413686769,681.066,381.02444606892016,336.517,-7.682509358096127,25.510999999999967,-0.21676597668624709,31.284999999999968
E76,4.526673611111114,304000.0,1077.4688974860576,1067.693,854.3454238081393,970.472,586.1667569417834,751.1579999999999,861.0371013251572,947.353,586.1608372446858,726.308,479.71949008093696,647.019,382.49631091305827,338.123,-6.691677517017865,23.119000000000028,0.005919697097624521,24.84999999999991
E77,13.84748387096774,256000.0,835.2582236146413,565.544,708.6849352174453,623.3499999999999,534.1616542294951,574.299,712.248412981941,602.429,534.5650708952314,543.727,462.9478773023062,525.356,331.1858072711755,308.37,-3.563477764495701,20.920999999999935,-0.4034166657363585,30.572000000000003
E78,10.009137614678897,256000.0,885.9786691755446,631.689,741.3880109076774,685.819,547.6965730312909,612.092,745.2384628306825,663.635,548.025468383875,583.704,466.1188161693443,554.4549999999999,351.1774036958541,312.95899999999995,-3.850451923005039,22.18399999999997,-0.3288953525841407,28.388000000000034
E79,8.033490566037736,256000.0,900.2020256483887,676.213,736.9445898103993,716.108,539.8840859754863,622.325,740.6175074024303,694.063,540.1416327721028,595.766,458.94030088503683,560.0329999999999,350.2383946280765,314.96,-3.6729175920310126,22.04499999999996,-0.2575467966164524,26.559000000000083
E80,6.605050847457628,256000.0,911.8867075144173,710.3340000000001,735.1611820654416,735.351,535.4904581046225,626.4849999999999,738.7046927658448,713.233,535.6904592654049,601.77,454.6530764651878,561.2539999999999,352.47641206891336,316.11899999999997,-3.5435107004032034,22.118000000000052,-0.200001160782449,24.714999999999918
E81,4.527140495867768,256000.0,927.011627576812,760.0609999999999,726.3456450098386,749.902,525.3304699457312,618.9749999999999,729.583418206581,728.5039999999999,525.4379362869294,597.766,446.54042089273395,550.499,354.11334669548216,319.315,-3.2377731967424097,21.39800000000014,-0.10746634119811915,21.208999999999946
