variant,simulation_id,phase,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W,Qaxial_view_W
axial_view_rad_upper,C80,cooling,2.74,307.4365903954407,295.681,307.43658993982064,38.88990504297343,685.2220246300705,17.06593545773106,0.9999999612422639,1.5519490247439205,0.001783575065427049
axial_view_rad_upper,C80,cooling,8.220000000000002,307.99707310166525,307.43658993982064,307.9970628932855,24.432382438667727,438.3062027360995,10.913345548951733,0.9999817864648177,0.07401268828266783,0.0012217701290977152
axial_view_rad_upper,C80,cooling,13.700000000000001,308.57877464105957,307.9970628932855,308.57864442916593,18.785381857023896,337.5568344928819,8.404567250561263,0.999776157359459,0.07680225433608213,0.0009674105334145504
axial_view_rad_upper,C80,cooling,19.180000000000003,309.1832134140243,308.57864442916593,309.1825859617231,15.331025715166936,275.9553853822399,6.870603407251417,0.998962149370959,0.07975734693203955,0.0008205761313091417
axial_view_rad_upper,C80,cooling,24.66,309.8119544699781,309.1825859617231,309.81005201214884,12.923106887958841,233.02507166427108,5.8015703042763045,0.9969771957059844,0.08286652603373984,0.0007262030008754441
axial_view_rad_upper,C80,cooling,30.14,310.46662710321846,309.81005201214884,310.46223851658306,11.13538502341512,201.15822636075512,5.008029843792859,0.993315941017075,0.08613397821111779,0.0006619123991346209
axial_view_rad_upper,C80,cooling,35.620000000000005,311.1489362752129,310.46223851658306,311.14048195542165,9.758960181240537,176.6295298023692,4.397216723004936,0.9876884412610595,0.08957830736243266,0.0006164237811069387
axial_view_rad_upper,C80,cooling,41.1,311.8606751011118,311.14048195542165,311.8463292137124,8.674225252926224,157.30760267850138,3.916056125187557,0.9800804999530944,0.0932273514073342,0.0005831616916258295
axial_view_rad_upper,C80,cooling,46.580000000000005,312.60373901957837,311.8463292137124,312.58156566401675,7.805562702955546,141.8457639415958,3.5310130939953357,0.9707247577336466,0.09711266694994503,0.000557808048664943
axial_view_rad_upper,C80,cooling,52.06,313.3801407282433,312.58156566401675,313.3482149273914,7.101824113837642,129.33352617454344,3.219414482761673,0.9600215405137342,0.10126579034798902,0.0005371807373835998
axial_view_rad_upper,C80,cooling,57.54,314.19202504221937,313.3482149273914,314.14852533031166,6.526706788531883,119.1248845865547,2.96517317159038,0.9484484587902824,0.10571648187332496,0.0005186353932905681
axial_view_rad_upper,C80,cooling,63.02,315.04168328860084,314.14852533031166,314.9849534235816,6.05351684687183,110.74493192046909,2.7564626582348217,0.9364839505792314,0.11049233895241654,0.0004996906814765139
axial_view_rad_upper,C80,cooling,68.50000000000001,315.9315672341872,314.9849534235816,315.8601500605547,5.662095016633708,103.83507399320138,2.5843528395715314,0.9245551112477206,0.11561913569919284,0.0004777439197876927
axial_view_rad_upper,C80,cooling,73.98000000000002,316.8643027747865,315.8601500605547,316.7769513743759,5.33690068518342,98.11890831756035,2.4419603258659444,0.913009844844781,0.12112147184538902,0.00044980384780628224
axial_view_rad_upper,C80,cooling,79.46000000000002,317.84270373509264,316.7769513743759,317.73837537926875,5.065758847987195,93.37992232365426,2.323893077742336,0.9021082573499918,0.12702351790645772,0.0004121856960190562
axial_view_rad_upper,C80,cooling,84.94000000000001,318.86978619339203,317.73837537926875,318.7476242198655,4.839007696353542,89.44633100899613,2.2258728250020665,0.892026864157889,0.13334976408126556,0.00036010922982554266
axial_view_rad_upper,C80,cooling,90.42000000000002,319.9487837971969,318.7476242198655,319.80809183788796,4.648899610649032,86.18042769949737,2.1444698689193027,0.8828698850976331,0.14012573934161468,0.0002871140068930227
axial_view_rad_upper,C80,cooling,95.90000000000002,321.08316460435685,319.80809183788796,320.9233767833647,4.489168711224696,83.470899547104,2.076911711343107,0.8746833708677868,0.14737869526297462,0.00018414442392820636
axial_view_rad_upper,C80,cooling,101.38000000000001,322.27665010334056,320.9233767833647,322.0972999929688,4.354711526443686,81.22715554379795,2.020941798722152,0.8674694108541493,0.15513826734267122,3.8021685202164357e-5
axial_view_rad_upper,C80,cooling,106.86000000000001,323.53323729400984,322.0972999929688,323.33392760730885,4.24134666951033,79.37505970168871,1.9747132567719403,0.8611988931853031,0.16343714692283132,-0.00017129383412833215
axial_view_rad_upper,C80,cooling,112.34,324.8572251710271,323.33392760730885,324.6375994003148,4.1456310495940984,77.85366953412216,1.936707658076373,0.8558221479878285,0.1723118302134649,-0.00047604703817622727
axial_view_rad_upper,C80,cooling,117.82000000000002,326.25324795262367,324.6375994003148,326.01296441038994,4.064717388511588,76.61270922871542,1.9056720834404977,0.8512773450077582,0.18180357912368728,-0.0009323778417304747
axial_view_rad_upper,C80,cooling,123.30000000000003,327.7263198249142,326.01296441038994,327.46502766995843,3.9962424663040634,75.61059007378407,1.8805698086082059,0.847496816631989,0.19195989940625582,-0.0016503661336701315
axial_view_rad_upper,C80,cooling,128.78,329.2819029195287,327.46502766995843,328.99921823709957,3.938238587108717,74.81284617093884,1.8605413285739252,0.844411616870223,0.20283737093480256,-0.0028931254883762148
axial_view_rad_upper,C80,cooling,134.26000000000002,330.92603605781835,328.99921823709957,330.62151150942043,3.889062825852706,74.1908932885057,1.8448734209683773,0.841954675152248,0.21450884387003624,-0.005580260066187502
