variant,simulation_id,phase,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W,Qaxial_view_W
tc_wire_fixed,E76,heating,2.74,826.2763126315554,296.4675,826.2763109025695,18.969541764598095,558.8702170810166,19.54049179680384,0.9999999967365855,49.822608497865126,0.0
tc_wire_fixed,E76,heating,8.220000000000002,830.2054938889212,826.2763109025695,830.2054909834751,10.861085901249384,427.56672769451535,14.11735514698642,0.9999992605470249,0.3912769858455331,0.0
tc_wire_fixed,E76,heating,13.700000000000001,822.9790777425966,830.2054909834751,822.9791462079742,8.908893712175937,350.20190440935636,11.566925196504055,0.9999905256763915,-0.7193679149644783,0.0
tc_wire_fixed,E76,heating,19.180000000000003,811.857069003692,822.9791462079742,811.8575831030324,7.736569522753673,301.6349703613562,9.982026112294195,0.9999537766793979,-1.1049958022026287,0.0
tc_wire_fixed,E76,heating,24.66,799.4835173211737,811.8575831030324,799.4852748281836,6.9227033282472865,267.04891350693043,8.859461758973538,0.9998579685092314,-1.2262132903314331,0.0
tc_wire_fixed,E76,heating,30.14,786.8126162512605,799.4852748281836,786.8168141676332,6.316561274646281,240.87906909819043,8.01261378328579,0.9996687422495278,-1.2522196380546171,0.0
tc_wire_fixed,E76,heating,35.620000000000005,774.1846179025966,786.8168141676332,774.1927387230977,5.846815421297902,220.34796754201454,7.349572896948391,0.9993571331278681,-1.2444525368533266,0.0
tc_wire_fixed,E76,heating,41.1,761.7173166456055,774.1927387230977,761.7309720163705,5.473583129517376,203.8400982662016,6.817382847028631,0.9989054181349354,-1.2251333495037118,0.0
tc_wire_fixed,E76,heating,46.580000000000005,749.4479380174806,761.7309720163705,749.4687095283616,5.171990256484856,190.32317095593723,6.382391860825804,0.9983089266965376,-1.2022938262879788,0.0
tc_wire_fixed,E76,heating,52.06,737.3844742311243,749.4687095283616,737.4137834409706,4.92532339461214,179.09444674919783,6.02175521825819,0.9975745912649464,-1.178841409029084,0.0
tc_wire_fixed,E76,heating,57.54,725.5242379795178,737.4137834409706,725.5632627888168,4.721747364263328,169.65332163680873,5.7192171805603955,0.9967177206710298,-1.1558328109985592,0.0
tc_wire_fixed,E76,heating,63.02,713.8605626707206,725.5632627888168,713.9102015736837,4.552555431641288,161.63090275643108,5.462800013248501,0.995758337609079,-1.1336550671430337,0.0
tc_wire_fixed,E76,heating,68.50000000000001,702.385220845328,713.9102015736837,702.4460964079849,4.411156819509559,154.7482047649096,5.2434403715198075,0.9947179466854024,-1.1124519360097556,0.0
tc_wire_fixed,E76,heating,73.98000000000002,691.089298079434,702.4460964079849,691.161787107093,4.292451953327776,148.78990636319082,5.054136607503349,0.9936171246893795,-1.0922782470794477,0.0
tc_wire_fixed,E76,heating,79.46000000000002,679.9635111943977,691.161787107093,680.0477895497206,4.192426733239547,143.5871102003877,4.889390034762569,0.9924739883192752,-1.0731560491007832,0.0
tc_wire_fixed,E76,heating,84.94000000000001,668.9983275746224,680.0477895497206,669.0944201978797,4.107877921570266,139.00558439887823,4.744824463804211,0.9913034115621298,-1.0550951800494173,0.0
tc_wire_fixed,E76,heating,90.42000000000002,658.1840140770544,669.0944201978797,658.2918438267624,4.03622085674179,134.93748754694855,4.616918711055218,0.9901167978062514,-1.0381008477304412,0.0
tc_wire_fixed,E76,heating,95.90000000000002,647.5106616088084,658.2918438267624,647.6300932394,3.9753509607550233,131.29538996571085,4.5028134274604525,0.9889222138929475,-1.0221764066655925,0.0
tc_wire_fixed,E76,heating,101.38000000000001,636.9682017542053,647.6300932394,637.0990793766188,3.9235416023275262,128.00785726345347,4.400168413082612,0.9877247275874897,-1.0073243266243852,0.0
tc_wire_fixed,E76,heating,106.86000000000001,626.5464211688314,637.0990793766188,626.6885988964829,3.879367250404963,125.01612629670053,4.307055191812651,0.9865268328745391,-0.9935464683899483,0.0
tc_wire_fixed,E76,heating,112.34,616.2349756615836,626.6885988964829,616.3883419507079,3.8416446646796807,122.27156333061674,4.221874811549836,0.9853288868674513,-0.9808440934057909,0.0
tc_wire_fixed,E76,heating,117.82000000000002,606.0234045624134,616.3883419507079,606.187901164211,3.8093872315116717,119.73369394089065,4.1432940719394855,0.9841295132198908,-0.9692177757475626,0.0
tc_wire_fixed,E76,heating,123.30000000000003,595.9011455393451,606.187901164211,596.076782128229,3.781769062758758,117.36865837326799,4.070195460686054,0.9829259491243904,-0.9586672842782805,0.0
tc_wire_fixed,E76,heating,128.78,585.8575499111781,596.076782128229,586.0444154444067,3.758096466039409,115.14798847267697,4.001637450849352,0.9817143275287571,-0.9491914615704844,0.0
tc_wire_fixed,E76,heating,134.26000000000002,575.8818984939988,586.0444154444067,576.0801702676162,3.7377850618510413,113.04763098101967,3.936822738215948,0.9804898949162979,-0.9407881084107802,0.0
