variant,simulation_id,phase,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W,Qaxial_view_W
tc_wire_fixed,E80,heating,2.74,670.4555112050671,296.5685,670.4555060726206,28.299355945342434,742.0566741484979,18.103881753262915,0.9999999862727339,50.38921030444876,0.0
tc_wire_fixed,E80,heating,8.220000000000002,675.7733696682731,670.4555060726206,675.7733464967765,15.56257768688785,525.8008791649208,12.343659276030582,0.9999956427057409,0.7448082739721399,0.0
tc_wire_fixed,E80,heating,13.700000000000001,672.7123097142704,675.7733464967765,672.7124819003236,12.325236898128209,416.94219518090586,9.78568863760831,0.9999437491067839,-0.42880553483115713,0.0
tc_wire_fixed,E80,heating,19.180000000000003,666.6548791813669,672.7124819003236,666.6565296110634,10.380108994719274,349.3744371874151,8.208033733737398,0.9997275440841751,-0.8475517927300967,0.0
tc_wire_fixed,E80,heating,24.66,659.5674960285548,666.6565296110634,659.5733508435451,9.030847078495801,301.7373396631108,7.099039905163976,0.9991741025173528,-0.9898957306867076,0.0
tc_wire_fixed,E80,heating,30.14,652.1604540596173,659.5733508435451,652.174498596523,8.027526204726056,266.0264915306859,6.268743083072964,0.9981053915473183,-1.0323823693295147,0.0
tc_wire_fixed,E80,heating,35.620000000000005,644.6870596396561,652.174498596523,644.7140963347815,7.2514875039202895,238.27140805857158,5.623787067708472,0.9963890596930258,-1.0392908805497385,0.0
tc_wire_fixed,E80,heating,41.1,637.2349021490593,644.7140963347815,637.2800233160395,6.636217519233576,216.17612259177116,5.1105288652046585,0.9939671085066386,-1.0339523120312666,0.0
tc_wire_fixed,E80,heating,46.580000000000005,629.8314413613506,637.2800233160395,629.8995309089918,6.1401686825471575,198.2796064535068,4.694955235673454,0.9908587234381796,-1.024858102705491,0.0
tc_wire_fixed,E80,heating,52.06,622.482196917432,629.8995309089918,622.5775478488604,5.735403943048598,183.58979111903201,4.354010870749818,0.9871448512987415,-1.015125055736857,0.0
tc_wire_fixed,E80,heating,57.54,615.1845431233878,622.5775478488604,615.3106315028747,5.4021383493624775,171.40098621568814,4.071306439171729,0.9829449074944558,-1.0059154857360717,0.0
tc_wire_fixed,E80,heating,63.02,607.9326871044057,615.3106315028747,608.0920965956005,5.125822246642823,161.19357038035702,3.8347740341641225,0.9783937798137909,-0.9976743498265639,0.0
tc_wire_fixed,E80,heating,68.50000000000001,600.7194647704489,608.0920965956005,600.9139279994051,4.895450087676214,152.57471566590746,3.635286930211826,0.9736236348744816,-0.9905795036840985,0.0
tc_wire_fixed,E80,heating,73.98000000000002,593.5369901979618,600.9139279994051,593.7675052270649,4.702515190425645,145.24128971003717,3.465797836938688,0.9687519353819088,-0.9847078137642488,0.0
tc_wire_fixed,E80,heating,79.46000000000002,586.3768927180885,593.7675052270649,586.6438773584787,4.540330060912607,138.95553283740472,3.3207747638785734,0.9638751673063739,-0.980097896381519,0.0
tc_wire_fixed,E80,heating,84.94000000000001,579.230405964278,586.6438773584787,579.533862080097,4.403565900898307,133.52848850659717,3.195817076473757,0.959066933736825,-0.9767746114184493,0.0
tc_wire_fixed,E80,heating,90.42000000000002,572.0884036880356,579.533862080097,572.4280734605295,4.28792992743859,128.80835040669754,3.087385625417641,0.9543789308048403,-0.9747589548587368,0.0
tc_wire_fixed,E80,heating,95.90000000000002,564.9414162988638,572.4280734605295,565.3169205507359,4.189932848367031,124.67204604921311,2.99260787566522,0.9498435358046424,-0.9740720873976311,0.0
tc_wire_fixed,E80,heating,101.38000000000001,557.779640382292,565.3169205507359,558.1905949662031,4.106717332105081,121.01902032451414,2.9091339686036357,0.9454770720038236,-0.9747368405172395,0.0
tc_wire_fixed,E80,heating,106.86000000000001,550.5929458028949,558.1905949662031,551.0390559131316,4.035928945909502,117.76655643263382,2.8350283523193665,0.9412831389489246,-0.9767780533369644,0.0
tc_wire_fixed,E80,heating,112.34,543.3708823561013,551.0390559131316,543.8520168677818,3.97561740555242,114.84619720208187,2.7686868567722107,0.9372556570215629,-0.9802223338020432,0.0
tc_wire_fixed,E80,heating,117.82000000000002,536.1026870443238,543.8520168677818,536.6189360857372,3.924159929407628,112.20097054437608,2.708772356768529,0.9333814596649782,-0.9850975278791116,0.0
tc_wire_fixed,E80,heating,123.30000000000003,528.7772927652281,536.6189360857372,529.3290120836919,3.8802010163239924,109.78321324277321,2.6541642626749278,0.9296423854141955,-0.9914320412353204,0.0
tc_wire_fixed,E80,heating,128.78,521.3833391076637,529.3290120836919,521.9711847014057,3.8426046273380576,107.55284698558926,2.6039184619919546,0.9260168905119106,-0.9992540884619817,0.0
tc_wire_fixed,E80,heating,134.26000000000002,513.9091859114613,521.9711847014057,514.5341420844045,3.8104158699071973,105.47600093616855,2.557235269596649,0.9224812370695625,-1.0085909078470525,0.0
