irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-34.514156109514396,-34.14928244526689
456000.0,T12_perim,-19.82099487165404,-16.81065855368442
456000.0,T11_perim,-5.914593093676839,-1.3657133576718719
456000.0,T9_core,-18.447477373355742,-16.731949144758126
456000.0,T10_core,-3.6549944762105953,-3.5441256722753445
456000.0,T3,-3.6667523454218687,0.5430107656374393
304000.0,T8,-17.34640157215727,-23.65036823444102
304000.0,T12_perim,-8.347219108144328,-13.173548257550575
304000.0,T11_perim,-2.652790786913817,-1.9289615808695002
304000.0,T9_core,-7.233262152912093,-13.384545690629912
304000.0,T10_core,-1.7213851666928104,-3.67897996265457
304000.0,T3,-1.640492990402849,-0.13175631351821884
256000.0,T8,-12.847248495678834,-20.88606484778701
256000.0,T12_perim,-5.322294775931419,-13.987976018518863
256000.0,T11_perim,-1.4380014091900235,-5.174190237226035
256000.0,T9_core,-4.17597349063073,-13.924381477027032
256000.0,T10_core,-0.7834907047149678,-6.148389808009175
256000.0,T3,-0.817343340405877,-3.039355302230513
