wall_fraction,gas_fraction,mid_radial_rmse_K,deep_radial_rmse_K,mid_sign_correct,deep_sign_correct
0.0,1.0,28.41871011085872,45.76100110790029,0,0
0.25,0.75,28.05758820827296,45.168505637255244,0,0
0.55,0.44999999999999996,27.625111107105948,44.45766817506436,0,0
0.75,0.25,27.33734065254891,43.98387559427642,0,0
0.8,0.19999999999999996,27.26546847824506,43.86544019948108,0,0
1.0,0.0,26.978268293980523,43.39175087476082,0,0
