phase,mean_sensor_rmse_K,steady_mae_K,t90_mae_s,axial_rmse_K,mid_radial_rmse_K,deep_radial_rmse_K,dp1_rmse_mbar
heating_training,105.1963987992837,100.46247375441983,1081.6031746031747,50.17632256053454,27.103094670502333,44.15678742937848,0.5018388833953981
heating_validation,97.23850917914608,90.77971511129644,1196.4285714285713,44.006868036529305,27.865400920307525,44.22790024406112,0.3369976565731321
cooling_validation,35.73415431236166,21.004487526344064,1026.1904761904761,5.535575863777716,4.7335056638070965,9.742523121870759,0.030985639769720102
