phase,simulation_id,sensor,rmse_K,steady_error_K,t90_error_s
heating_validation,E73,T2,5.245255270745219,-9.347711537197029,-1300.0
heating_training,E74,T8,197.80448744050227,-195.572073235709,50.0
heating_training,E74,T12,207.3161607830361,-221.46187892593605,-250.0
heating_training,E74,T11,74.43931973106,-98.7103317614027,-1350.0
heating_training,E74,T9,172.82326157739664,-191.68370985731565,-650.0
heating_training,E74,T10,62.53204148540144,-56.178368703043816,-1900.0
heating_training,E74,T3,69.55388161331297,-4.760792102132768,-2100.0
heating_training,E74,T2,7.025312713892922,-10.219945372374582,-1950.0
heating_validation,E75,T8,148.88395246138592,-147.2979130371599,50.0
heating_validation,E75,T12,124.18584823177866,-139.94521088832528,-500.0
heating_validation,E75,T11,53.451227122549916,0.8152463509202335,-1650.0
heating_validation,E75,T9,94.04908054719432,-110.85110426710969,-850.0
heating_validation,E75,T10,102.40053439358023,39.68867770707675,-2150.0
heating_validation,E75,T3,140.10000525849526,91.08737751698538,-2250.0
heating_validation,E75,T2,8.349555263657043,-6.101712908253035,-2100.0
heating_training,E76,T8,31.068492639108822,-16.247819155516027,0.0
heating_training,E76,T12,48.58585785032784,33.91244427331526,-700.0
heating_training,E76,T11,193.38440245554813,176.31092347323295,-1750.0
heating_training,E76,T9,87.7056702039644,61.776855859419584,-950.0
heating_training,E76,T10,240.0691523084953,210.67577228750463,-2250.0
heating_training,E76,T3,272.75283126699446,253.95818045334852,-2400.0
heating_training,E76,T2,14.3229128141578,4.194956992170944,-2450.0
heating_training,E77,T8,59.326029907794116,-69.38667981863978,-350.0
heating_training,E77,T12,117.68286631070534,-132.1764782444733,-350.0
heating_training,E77,T11,75.84434576630649,-96.22915514943855,-700.0
heating_training,E77,T9,91.21657545526061,-110.332287145326,-700.0
heating_training,E77,T10,43.199882048280834,-62.655141999793045,-1250.0
heating_training,E77,T3,32.28583695247127,-51.4094580052726,-1150.0
heating_training,E77,T2,5.610626231191848,-1.0677036074805528,-641.0
heating_validation,E78,T8,58.892013810556946,-67.85260547265261,-350.0
heating_validation,E78,T12,111.23363518119805,-128.95456688376407,-550.0
heating_validation,E78,T11,53.645840702342255,-74.3254526566875,-1450.0
heating_validation,E78,T9,86.1221952685577,-105.38902775538065,-950.0
heating_validation,E78,T10,38.22815585449088,-42.531988873398404,-1950.0
heating_validation,E78,T3,33.98375079539025,-23.021049404691894,-1950.0
heating_validation,E78,T2,4.766626600938774,-0.8261792344347327,-1600.0
heating_training,E79,T8,50.081412468654015,-58.28089299239366,-400.0
heating_training,E79,T12,92.27745710311888,-109.17491636821535,-600.0
heating_training,E79,T11,29.999959244239538,-41.43450340053698,-1400.0
heating_training,E79,T9,68.44788236412663,-85.34339254767292,-1000.0
heating_training,E79,T10,44.551229603352546,-10.854603510598395,-1900.0
heating_training,E79,T3,54.02608073665023,12.120668420045263,-1950.0
heating_training,E79,T2,3.8779104426438566,-0.03253291522872814,-1600.0
heating_validation,E80,T8,30.800156633042203,-36.495466811177835,-400.0
heating_validation,E80,T12,62.84631024134582,-77.75760222511099,-750.0
heating_validation,E80,T11,35.5945076285205,-1.949863099365416,-1650.0
heating_validation,E80,T9,44.55435073681269,-53.508335660085095,-1100.0
heating_validation,E80,T10,70.85418965047455,27.342256802479255,-2100.0
heating_validation,E80,T3,86.88672668229958,52.19068762801828,-2100.0
heating_validation,E80,T2,7.233007942167656,1.902915547179191,-1850.0
heating_training,E81,T8,38.61728203339726,35.13021129795982,-350.0
heating_training,E81,T12,28.87445944831432,13.060133240646792,-800.0
heating_training,E81,T11,108.83504452192626,93.15038593190502,-1650.0
heating_training,E81,T9,62.296330191081786,37.43171884216065,-1100.0
heating_training,E81,T10,144.45383706443383,120.33953121247657,-2000.0
heating_training,E81,T3,161.5534301744542,144.46168441488794,-2050.0
heating_training,E81,T2,8.843416889148079,5.525703680941319,-1800.0
cooling_validation,C69,T8,46.1615804994056,4.065389640319836,-100.0
cooling_validation,C69,T12,28.451420819380882,5.708766788739865,-350.0
cooling_validation,C69,T11,37.20362560363435,23.251076584639407,-700.0
cooling_validation,C69,T9,84.54288997362399,-2.108534156030373,-700.0
cooling_validation,C69,T10,87.42929689161778,7.393600070302568,-1100.0
cooling_validation,C69,T3,64.7403281333751,21.1368724687444,-950.0
cooling_validation,C69,T2,18.738701215768334,-12.029492210876867,-250.0
cooling_validation,C80,T8,16.887789877818246,11.668281745212937,-550.0
cooling_validation,C80,T12,21.82646497879378,15.536692149434941,-900.0
cooling_validation,C80,T11,25.423508710087464,28.034854263543764,-1200.0
cooling_validation,C80,T9,43.44124357476253,13.603938119932195,-1150.0
cooling_validation,C80,T10,38.920259030996114,23.205954548037028,-1450.0
cooling_validation,C80,T3,32.38801879048152,30.917112986833615,-1400.0
cooling_validation,C80,T2,10.901861077469421,-3.640936781549726,-650.0
cooling_validation,C81,T8,20.415603919627944,25.23948931563217,-600.0
cooling_validation,C81,T12,24.36189049632077,33.857059328313994,-1250.0
cooling_validation,C81,T11,31.640553782772333,47.867010593418684,-1450.0
cooling_validation,C81,T9,35.53587104697251,32.31676863879568,-1500.0
cooling_validation,C81,T10,34.99198945722119,44.709094116468464,-1700.0
cooling_validation,C81,T3,37.66113872153399,52.74969927875702,-1750.0
cooling_validation,C81,T2,8.75320395793096,2.0536142676418194,-1850.0
