simulation_id,flow_lpm,irradiance,power_scale,nominal_incident_flux_W_m2,scaled_incident_flux_W_m2,nominal_receiver_absorbed_W,scaled_receiver_absorbed_W,participating_absorbed_W,core_absorbed_W,perim_absorbed_W,spill_capture,flux_receiver_fraction,flux_spillover_fraction,f_perim_source,beta_perim_1_m,core_front_cell_source_fraction,perim_front_cell_source_fraction,core_downstream_source_fraction,perim_downstream_source_fraction,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T11_minus_T8_model,T11_minus_T8_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment,mean_nu,mean_effectiveness,receiver_gas_heat,rear_tube_gas_heat,active_flow_fraction,G_core_perim_W_m_K,C_perim_eff_J_K,C_participating_eff_J_K,f_core_tube,flange_scale,G_rear_core_W_m_K,G_rear_perim_W_m_K,rear_sink_shape,k_core_axial_scale
E67,15.2805125,456000.0,2.0034190016068183,456000.0,913559.0647327091,164.61599999999999,329.794822368508,329.794822368508,168.60308961309758,161.1917327554104,0.5251021463644217,0.06920265203911855,0.9307973479608814,0.48876368524457026,3.629367998027823,1.0,0.050263693598819756,0.0,0.9497363064011802,901.7230302987966,931.6279999999999,933.3386715853906,991.103,866.8287897295361,878.055,893.2842180444867,966.6659999999999,825.9253397252494,824.995,694.6583703311284,763.414,325.06760085046994,326.43699999999995,31.615641286593927,59.47500000000002,-34.894240569260546,-53.57299999999998,40.054453540903864,24.437000000000012,40.9034500042867,53.059999999999945,11.139956423856411,0.9741630570606987,125.68134582512951,-20.454831157395226,1.0,16.044477788186573,214.29323236142696,286.8201649272478,0.9993097154917425,0.10138177146664679,3.336402359922935,0.0,0.999767609832555,0.0
E68,12.499871559633025,456000.0,2.0034190016068183,456000.0,913559.0647327091,164.61599999999999,329.794822368508,329.794822368508,168.60308961309758,161.1917327554104,0.5251021463644217,0.06920265203911855,0.9307973479608814,0.48876368524457026,3.629367998027823,1.0,0.050263693598819756,0.0,0.9497363064011802,987.023566848322,1012.649,1004.0451068221732,1047.717,909.7143412724279,898.751,969.1736825564278,1020.928,866.6490728305974,850.0989999999999,715.8023371124068,773.207,335.90934584808247,338.52,17.02153997385119,35.0680000000001,-77.30922557589417,-113.89800000000002,34.87142426574542,26.7890000000001,43.065268441830426,48.652000000000044,9.796802019647888,0.9827742348558307,107.70937785122678,-21.014568567466327,1.0,16.044477788186573,214.29323236142696,286.8201649272478,0.9993097154917425,0.10138177146664679,3.336402359922935,0.0,0.999767609832555,0.0
E69,10.499733944954128,456000.0,2.0034190016068183,456000.0,913559.0647327091,164.61599999999999,329.794822368508,329.794822368508,168.60308961309758,161.1917327554104,0.5251021463644217,0.06920265203911855,0.9307973479608814,0.48876368524457026,3.629367998027823,1.0,0.050263693598819756,0.0,0.9497363064011802,1059.3350031762752,1058.429,1059.0120090945402,1070.73,938.5431762563044,896.755,1027.617825328266,1044.378,892.6280683435648,852.837,720.8138403827944,769.76,345.2744422614911,344.308,-0.3229940817350325,12.30099999999993,-120.79182691997084,-161.6740000000001,31.394183766274182,26.35200000000009,45.915107912739586,43.918000000000006,8.799016240583741,0.9880658513132643,92.20988969913168,-20.75480336103407,1.0,16.044477788186573,214.29323236142696,286.8201649272478,0.9993097154917425,0.10138177146664679,3.336402359922935,0.0,0.999767609832555,0.0
E70,9.107139705882352,456000.0,2.0034190016068183,456000.0,913559.0647327091,164.61599999999999,329.794822368508,329.794822368508,168.60308961309758,161.1917327554104,0.5251021463644217,0.06920265203911855,0.9307973479608814,0.48876368524457026,3.629367998027823,1.0,0.050263693598819756,0.0,0.9497363064011802,1116.9113209183165,1152.474,1098.913925306988,1120.277,956.2434164216453,912.173,1069.487843462796,1093.725,907.4945813094814,871.483,721.6036487552788,779.518,345.2893070887907,352.421,-17.997395611328557,-32.19699999999989,-160.6679044966712,-240.30099999999993,29.426081844191913,26.552000000000135,48.748835112163874,40.690000000000055,8.061770827612678,0.9913190850279769,79.7611652685777,-20.23583155194033,1.0,16.044477788186573,214.29323236142696,286.8201649272478,0.9993097154917425,0.10138177146664679,3.336402359922935,0.0,0.999767609832555,0.0
E71,7.126846153846151,456000.0,2.0034190016068183,456000.0,913559.0647327091,164.61599999999999,329.794822368508,329.794822368508,168.60308961309758,161.1917327554104,0.5251021463644217,0.06920265203911855,0.9307973479608814,0.48876368524457026,3.629367998027823,1.0,0.050263693598819756,0.0,0.9497363064011802,1206.2948792958205,1203.298,1154.9750860678525,1120.348,975.8181477221344,882.823,1125.8948413908681,1095.306,921.5332186775502,847.476,710.3687598682693,753.56,350.2450071436707,356.00399999999996,-51.31979322796792,-82.95000000000005,-230.47673157368604,-320.475,29.08024467698442,25.041999999999916,54.28492904458426,35.34699999999998,6.979766280509844,0.9950805846607872,61.0193366031195,-18.65624574997668,1.0,16.044477788186573,214.29323236142696,286.8201649272478,0.9993097154917425,0.10138177146664679,3.336402359922935,0.0,0.999767609832555,0.0
E72,18.707575757575754,304000.0,1.9980406077869783,304000.0,607404.3447672414,109.744,219.27296846097414,219.27296846097414,112.100304321472,107.17266413950215,0.5251021463644217,0.06920265203911855,0.9307973479608814,0.48876368524457026,3.629367998027823,1.0,0.050263693598819756,0.0,0.9497363064011802,661.008665583415,737.656,687.1307964907439,797.899,653.1396601347989,733.977,656.6820104321312,771.112,626.8277921855545,684.1869999999999,548.4043827889005,652.9549999999999,311.06223416165284,309.928,26.122130907328938,60.24300000000005,-7.869005448616122,-3.6789999999999736,30.448786058612768,26.787000000000035,26.3118679492444,49.79000000000008,13.374710633609793,0.9563983898451108,94.14204228982729,-11.806650100118262,1.0,16.044477788186573,214.29323236142696,286.8201649272478,0.9993097154917425,0.10138177146664679,3.336402359922935,0.0,0.999767609832555,0.0
E73,13.170870967741934,304000.0,1.9980406077869783,304000.0,607404.3447672414,109.744,219.27296846097414,219.27296846097414,112.100304321472,107.17266413950215,0.5251021463644217,0.06920265203911855,0.9307973479608814,0.48876368524457026,3.629367998027823,1.0,0.050263693598819756,0.0,0.9497363064011802,762.7240515708222,837.694,776.516097327928,894.482,707.5042634562407,791.76,751.3867650594873,867.5509999999999,680.8545461332592,747.4,573.1764217104937,694.626,323.27668297216775,325.12,13.792045757105825,56.78800000000001,-55.21978811458155,-45.93399999999997,25.12933226844075,26.93100000000004,26.649717322981473,44.360000000000014,10.854966318082868,0.9760463477232681,74.26883292055606,-12.586339464707805,1.0,16.044477788186573,214.29323236142696,286.8201649272478,0.9993097154917425,0.10138177146664679,3.336402359922935,0.0,0.999767609832555,0.0
E74,9.023245901639344,304000.0,1.9980406077869783,304000.0,607404.3447672414,109.744,219.27296846097414,219.27296846097414,112.100304321472,107.17266413950215,0.5251021463644217,0.06920265203911855,0.9307973479608814,0.48876368524457026,3.629367998027823,1.0,0.050263693598819756,0.0,0.9497363064011802,893.3564079377297,948.538,872.7378808156105,962.509,749.6834369683322,804.0,852.8827626599773,935.491,720.1418186862115,767.8009999999999,576.0284096304249,697.672,328.3188024251401,333.964,-20.61852712211919,13.971000000000004,-143.6729709693975,-144.538,19.85511815563325,27.01800000000003,29.54161828212068,36.19900000000007,8.597080263070854,0.9889559361072909,51.299199330109886,-12.033166174505233,1.0,16.044477788186573,214.29323236142696,286.8201649272478,0.9993097154917425,0.10138177146664679,3.336402359922935,0.0,0.999767609832555,0.0
E75,6.944410852713178,304000.0,1.9980406077869783,304000.0,607404.3447672414,109.744,219.27296846097414,219.27296846097414,112.100304321472,107.17266413950215,0.5251021463644217,0.06920265203911855,0.9307973479608814,0.48876368524457026,3.629367998027823,1.0,0.050263693598819756,0.0,0.9497363064011802,982.1523090501736,1008.725,927.2233301231716,979.689,764.3287595080906,788.678,908.3035548405834,954.178,731.2845112848477,757.393,564.8117749657182,681.066,331.64187982046553,336.517,-54.928978927001936,-29.036000000000058,-217.82354954208301,-220.04700000000003,18.91977528258826,25.510999999999967,33.0442482232429,31.284999999999968,7.363107901086332,0.9938396255371587,37.858094771365366,-10.936751396261412,1.0,16.044477788186573,214.29323236142696,286.8201649272478,0.9993097154917425,0.10138177146664679,3.336402359922935,0.0,0.999767609832555,0.0
E76,4.526673611111114,304000.0,1.9980406077869783,304000.0,607404.3447672414,109.744,219.27296846097414,219.27296846097414,112.100304321472,107.17266413950215,0.5251021463644217,0.06920265203911855,0.9307973479608814,0.48876368524457026,3.629367998027823,1.0,0.050263693598819756,0.0,0.9497363064011802,1101.8681630331114,1067.693,985.9102476348043,970.472,766.2989739231411,751.1579999999999,963.1249214160674,947.353,726.9083003997673,726.308,537.3531500004007,647.019,335.600970382508,338.123,-115.95791539830714,-97.221,-335.56918910997024,-316.5350000000001,22.785326218736827,23.119000000000028,39.390673523373835,24.84999999999991,5.7845628044956605,0.9978401649986982,22.42659632328123,-8.717108204022548,1.0,16.044477788186573,214.29323236142696,286.8201649272478,0.9993097154917425,0.10138177146664679,3.336402359922935,0.0,0.999767609832555,0.0
