irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-37.18949860504499,-34.14928244526689
456000.0,T12_perim,-27.234699413620024,-16.81065855368442
456000.0,T11_perim,-13.529525362875546,-1.3657133576718719
456000.0,T9_core,-28.650787289826795,-16.731949144758126
456000.0,T10_core,-11.924239996952242,-3.5441256722753445
456000.0,T3,-2.1464116049526916,0.5430107656374393
304000.0,T8,-30.55094849221694,-23.65036823444102
304000.0,T12_perim,-21.224524072587354,-13.173548257550575
304000.0,T11_perim,-8.472938747122178,-1.9289615808695002
304000.0,T9_core,-21.923031344467734,-13.384545690629912
304000.0,T10_core,-7.630255939043726,-3.67897996265457
304000.0,T3,0.2761092913212518,-0.13175631351821884
256000.0,T8,-22.319769103201523,-20.88606484778701
256000.0,T12_perim,-13.20152315479573,-13.987976018518863
256000.0,T11_perim,-3.285662152034047,-5.174190237226035
256000.0,T9_core,-13.579028661146207,-13.924381477027032
256000.0,T10_core,-2.8210284520958218,-6.148389808009175
256000.0,T3,1.3830074729792492,-3.039355302230513
