simulation_id,flow_lpm,irradiance,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment
E67,15.2805125,456000.0,1018.7985335044577,931.6279999999999,892.2112395874659,991.103,710.4411172483026,878.055,895.4126247601947,966.6659999999999,710.7997884111903,824.995,626.198974964342,763.414,370.5195746716636,326.43699999999995,-3.2013851727288056,24.437000000000012,-0.35867116288773104,53.059999999999945
E68,12.499871559633025,456000.0,1045.557897156377,1012.649,906.568780497124,1047.717,715.9127718889997,898.751,909.822818002654,1020.928,716.211308600795,850.0989999999999,626.7085507362467,773.207,387.91522982573076,338.52,-3.25403750553005,26.7890000000001,-0.29853671179523644,48.652000000000044
E69,10.499733944954128,456000.0,1058.8804027850078,1058.429,907.4125445720877,1070.73,711.4892902067074,896.755,910.6210745513171,1044.378,711.742197770582,852.837,620.7821198285869,769.76,388.5106760269858,344.308,-3.208529979229411,26.35200000000009,-0.2529075638746008,43.918000000000006
E70,9.107139705882352,456000.0,1069.872623548509,1152.474,910.2936482577562,1120.277,710.5446774331843,912.173,913.4657896925322,1093.725,710.7486446702871,871.483,618.367611931764,779.518,397.1657298928052,352.421,-3.1721414347759946,26.552000000000135,-0.20396723710280185,40.690000000000055
E71,7.126846153846151,456000.0,1082.018044762421,1203.298,909.0867667837839,1120.348,704.8403591939363,882.823,912.1705235423557,1095.306,704.9857721424231,847.476,611.8869754741514,753.56,400.293409219432,356.00399999999996,-3.0837567585717807,25.041999999999916,-0.14541294848686448,35.34699999999998
E72,18.707575757575754,304000.0,790.7782414169941,737.656,698.4085722350784,797.899,581.8183444923368,733.977,699.6342176810997,771.112,581.9907713158061,684.1869999999999,532.5179132462002,652.9549999999999,335.72085017163687,309.928,-1.2256454460213035,26.787000000000035,-0.1724268234693227,49.79000000000008
E73,13.170870967741934,304000.0,843.1528551197812,837.694,732.7717412989911,894.482,600.5008622357237,791.76,734.1448215658479,867.5509999999999,600.6742368722724,747.4,541.9808709776544,694.626,350.49009424221464,325.12,-1.3730802668568458,26.93100000000004,-0.173374636548715,44.360000000000014
E74,9.023245901639344,304000.0,878.709887626417,948.538,749.4895694506813,962.509,606.3041783849013,804.0,750.913193537324,935.491,606.4517835791121,767.8009999999999,542.3732285083715,697.672,359.93477748223415,333.964,-1.4236240866426897,27.01800000000003,-0.1476051942107688,36.19900000000007
E75,6.944410852713178,304000.0,893.9465537205298,1008.725,754.0177497891273,979.689,606.2068426007938,788.678,755.4439664331877,954.178,606.3373109137532,757.393,540.4756572873226,681.066,362.2499155095041,336.517,-1.426216644060446,25.510999999999967,-0.13046831295935135,31.284999999999968
E76,4.526673611111114,304000.0,910.5291993613321,1067.693,757.6740335515235,970.472,605.023540376764,751.1579999999999,759.0859616022128,947.353,605.128685389804,726.308,537.8543737718535,647.019,365.39589510223743,338.123,-1.411928050689312,23.119000000000028,-0.10514501303998713,24.84999999999991
E77,13.84748387096774,256000.0,654.1455501775022,565.544,580.1493313376922,623.3499999999999,500.2609767073156,574.299,580.6897709259556,602.429,500.3411977830831,543.727,466.6828389967713,525.356,322.21670898298055,308.37,-0.540439588263439,20.920999999999935,-0.08022107576749704,30.572000000000003
E78,10.009137614678897,256000.0,699.9416902894362,631.689,613.4783455782841,685.819,521.0972357652282,612.092,614.1072993355141,663.635,521.1836902689861,583.704,480.2440090875773,554.4549999999999,337.0276798117877,312.95899999999995,-0.628953757229965,22.18399999999997,-0.08645450375786368,28.388000000000034
E79,8.033490566037736,256000.0,712.9399925700104,676.213,619.5066962143048,716.108,523.3672429945266,622.325,620.155405705698,694.063,523.4548001742997,595.766,480.6418143363632,560.0329999999999,336.91034547164406,314.96,-0.648709491393106,22.04499999999996,-0.0875571797731709,26.559000000000083
E80,6.605050847457628,256000.0,724.646950016164,710.3340000000001,625.7366245916204,735.351,526.3048677559011,626.4849999999999,626.4024541484292,713.233,526.3914814611434,601.77,481.9501437378282,561.2539999999999,338.8925747132005,316.11899999999997,-0.6658295568088306,22.118000000000052,-0.08661370524225731,24.714999999999918
E81,4.527140495867768,256000.0,740.0419072922782,760.0609999999999,632.698156642429,749.902,528.9618470613835,618.9749999999999,633.3807762675066,728.5039999999999,529.0445696989988,597.766,482.78687549572686,550.499,341.3970300106674,319.315,-0.6826196250775638,21.39800000000014,-0.08272263761523391,21.208999999999946
