variant,simulation_id,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W
initial_observation_map,E80,2.74,667.0216177291837,296.5685,572.2458196198479,2.154805265646991,56.343225029893276,1.3632128164240498,0.7441625037729585,37.46371904303177
initial_observation_map,E80,8.220000000000002,665.6046780146946,572.2458196198479,634.0539696973584,1.4518664876426361,46.06781950204387,1.0848547205495296,0.6620491203534489,8.629857562748219
initial_observation_map,E80,13.700000000000001,660.3498964397822,634.0539696973584,651.0778045487393,1.3573046241528794,44.53549676528429,1.0424050338911643,0.6473943671251554,2.3914373473880834
initial_observation_map,E80,19.180000000000003,653.7208888955608,651.0778045487393,652.7819930928804,1.3411402601556368,44.268907538292574,1.0349973205939835,0.6447726672780711,0.23966743591982861
initial_observation_map,E80,24.66,646.6680968251482,652.7819930928804,648.8316888993237,1.3494134445320525,44.405529388278936,1.0387944192234042,0.6461189429080625,-0.5552259972771387
initial_observation_map,E80,30.14,639.5200188340035,648.8316888993237,642.789059126138,1.366880565178343,44.692763207815304,1.0467720060426253,0.6489308288199018,-0.8482871764939703
initial_observation_map,E80,35.620000000000005,632.3848237164894,642.789059126138,636.002353435578,1.3881635581062801,45.04056158169417,1.0564215793145884,0.6523022041837105,-0.951387318006355
initial_observation_map,E80,41.1,625.2953125656254,636.002353435578,628.9796986925683,1.4112387378169813,45.415004745848776,1.0667976255189875,0.6558912801685095,-0.9829930561567022
initial_observation_map,E80,46.580000000000005,618.258537801608,628.9796986925683,621.9083490349693,1.435345476579959,45.80333150301,1.0775439924769596,0.6595694001347644,-0.9883168022363551
initial_observation_map,E80,52.06,611.27256817587,621.9083490349693,614.8537445996701,1.460214859576547,46.20097158073125,1.0885325130412415,0.6632897507721478,-0.9844965060821306
initial_observation_map,E80,57.54,604.3321735505276,614.8537445996701,607.8354676641417,1.4857718359893963,46.60655046660178,1.099723834245771,0.6670369760132346,-0.9779702252316554
initial_observation_map,E80,63.02,597.4307746478657,607.8354676641417,600.8559181316635,1.512019369769166,47.019956273552495,1.1111135920126065,0.6708078288864571,-0.9711425060565311
initial_observation_map,E80,68.50000000000001,590.5611204651434,600.8559181316635,593.9110084254864,1.5389938352368906,47.44159863005016,1.1227117861149118,0.6746038077817443,-0.9649158617734416
initial_observation_map,E80,73.98000000000002,583.7155249825612,593.9110084254864,586.9941029995925,1.5667482784900977,47.87213019986072,1.134535025511011,0.6784283908276691,-0.9596403302473397
initial_observation_map,E80,79.46000000000002,576.8859482903753,586.9941029995925,580.0974503874368,1.5953465203659554,48.31234643433644,1.1466037243292724,0.6822860166422767,-0.9554653511839709
initial_observation_map,E80,84.94000000000001,570.0640218911558,580.0974503874368,573.212695149278,1.6248614769457008,48.76315366541493,1.1589411915055878,0.6861817215033335,-0.9524686720332157
initial_observation_map,E80,90.42000000000002,563.2410539154032,573.212695149278,566.3310559191174,1.6553751544000934,49.22556359199925,1.1715734483043734,0.6901210210795482,-0.9507030483358867
initial_observation_map,E80,95.90000000000002,556.4080274160852,566.3310559191174,559.4433837678116,1.6869793608245898,49.70069839020083,1.184529335651996,0.6941098828045458,-0.9502129531091132
initial_observation_map,E80,101.38000000000001,549.5555967857316,559.4433837678116,552.5401784978882,1.7197767887648496,50.18980066221487,1.1978407503142012,0.6981547319369222,-0.9510404383519391
initial_observation_map,E80,106.86000000000001,542.6740843701955,552.5401784978882,545.6115908627282,1.7538823571431008,50.69424622096947,1.2115429536877746,0.7022624703845468,-0.9532270919800457
initial_observation_map,E80,112.34,535.753478261277,545.6115908627282,538.6474208615,1.7894247933709644,51.21555914492569,1.2256749366102953,0.706440500608915,-0.9568145832155412
initial_observation_map,E80,117.82000000000002,528.7834318559826,538.6474208615,531.6371159163031,1.8265484753602579,51.75542910107581,1.2402798389861818,0.7106967517173528,-0.9618446823766165
initial_observation_map,E80,123.30000000000003,521.753265640632,531.6371159163031,524.569770515745,1.8654155732680866,52.315731180353005,1.2554054295972787,0.7150397065356432,-0.9683590657462466
initial_observation_map,E80,128.78,514.6519716287285,524.569770515745,517.434128153427,1.9062085453522566,52.89854862755734,1.2711046549972154,0.7194784289948972,-0.9763990120327298
initial_observation_map,E80,134.26000000000002,507.46822088487727,517.434128153427,510.2185861484096,1.9491330565908989,53.50619895725046,1.2874362690736891,0.7240225912785755,-0.9860050255894358
