irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-43.960344876107015,-34.14928244526689
456000.0,T12_perim,-35.15957402773367,-16.81065855368442
456000.0,T11_perim,-22.93954498621977,-1.3657133576718719
456000.0,T9_core,-36.56717209720205,-16.731949144758126
456000.0,T10_core,-22.015627214806926,-3.5441256722753445
456000.0,T3,-13.082428347639715,0.5430107656374393
304000.0,T8,-36.04600617418943,-23.65036823444102
304000.0,T12_perim,-25.389778248408607,-13.173548257550575
304000.0,T11_perim,-15.323098588300619,-1.9289615808695002
304000.0,T9_core,-25.875016487858343,-13.384545690629912
304000.0,T10_core,-14.456970985691992,-3.67897996265457
304000.0,T3,-8.765978310965318,-0.13175631351821884
256000.0,T8,-22.703016139330877,-20.88606484778701
256000.0,T12_perim,-13.8909489520306,-13.987976018518863
256000.0,T11_perim,-7.743969663081526,-5.174190237226035
256000.0,T9_core,-13.798210982102823,-13.924381477027032
256000.0,T10_core,-7.079917785859297,-6.148389808009175
256000.0,T3,-4.578861765435755,-3.039355302230513
