case,flow_lpm,reynolds,irradiance,power_scale,q_receiver_gas_W,q_rear_gas_W,h_app_W_m2_K,Nu_app,deltaT_app_K,epsilon_mean,epsilon_outlet,z_peak_core_mm,z_peak_perim_mm,lambda_107,lambda_107_raw_K,Tcore_107_K,Tperim_107_K,K_loss_W_K,q_loss_external_W,q_front_W,q_cavity_ambient_W,q_tube_cavity_W,q_tube_flange_W,q_core_rear_W,q_perim_rear_W,q_rear_tube_W,q_rear_cavity_W,C_receiver_participating_J_K,C_total_with_rear_J_K,T3_error_K,T2_error_K
E67,15.2805125,111.31830775590693,456000.0,1.34,366.4387451593962,-80.60734470396011,3.6202965484405754,0.06357730667571197,1231.3610825053859,0.9998626101753697,0.9994265048899379,41.1,41.1,-0.24337304831147788,-297.0256728827924,1516.7927571314135,1813.818430014206,0.7503639126955942,1241.889430860005,234.17217627471638,920.3719138168464,3.2896967299219235,87.3453407684421,1002.7012472451282,1.4695426571945316,47.22222509368237,954.2167682336931,222.52693256582086,302.52693256582086,354.78269401079865,475.0816609575614
E68,12.499871559633025,90.475804403676,456000.0,1.34,311.50986169769874,-80.69645540122701,2.899478940463436,0.04988309747179114,1307.0133505715785,0.9999340952489125,0.9997130705550075,41.1,41.1,-0.2440735140339882,-306.50358590403334,1554.5393859211554,1861.0429718251887,0.8156147436338165,1405.5333739873552,274.91287825224845,1040.921023898821,4.794751839240919,89.69947183628575,1016.6667253168512,1.4890706259174042,31.77586942370766,985.3661231313506,222.52693256582086,302.52693256582086,389.3857211535618,499.84530073886515
E69,10.499733944954128,76.40842615027003,456000.0,1.34,264.278413187718,-78.03439840403699,2.354270594802559,0.040301795514402425,1365.6314023387843,0.9999652005730034,0.9998408990459468,35.620000000000005,35.620000000000005,-0.2490573939551328,-314.1408904764885,1558.0577705817855,1872.198661058274,0.8264063013991987,1456.6521476291098,306.9130540546372,1062.2885609930286,4.834728990814342,87.45053258144407,1030.249157107677,1.5088687061879735,31.12095776649062,999.6651445829867,222.52693256582086,302.52693256582086,396.63217412297536,499.49995499297086
E70,9.107139705882352,65.86899555432916,456000.0,1.34,231.4187433646363,-76.06376713475453,1.995334004051539,0.033976722510756695,1410.9483294034653,0.9999803728309885,0.9999069881532866,30.14,35.620000000000005,-0.25171406080155134,-319.2355933035092,1567.2869635861584,1886.5225568896676,0.8484936345354115,1520.1210258906526,333.5913413328311,1099.966156705275,5.466347487699314,86.56352785254658,1035.4979977096323,1.5187630857640317,24.51905354404687,1012.0856722298175,222.52693256582086,302.52693256582086,402.93584367642757,502.5148128412116
E71,7.126846153846151,51.309287635693515,456000.0,1.34,182.1197292823553,-71.0108403820868,1.4957486737118846,0.02547256781182961,1481.2438223699091,0.9999928905284919,0.9999638438717445,24.66,35.620000000000005,-0.25805527118896715,-326.43032373316487,1565.7463206746781,1892.176644407843,0.8607870735042298,1570.7447019429494,374.2822102552149,1114.2525801012835,5.484072217925074,82.20991158645094,1042.6032929333235,1.534032235641609,23.636720756562454,1020.1296908444034,222.52693256582086,302.52693256582086,430.92436157120665,503.32122274082013
E72,18.707575757575754,136.25388763090646,304000.0,1.58,336.96236166719245,-59.62501706294604,4.284891917973534,0.08644033551455071,956.686628790354,0.9996589383687073,0.9986687738152562,46.580000000000005,41.1,-0.23903448376518827,-230.1896355573274,1259.4196057490121,1489.6092413063395,0.6075834164297608,794.4034455902637,120.10352545853145,607.0033497179159,1.394244231847794,67.29657041381645,798.3579211013652,1.1678750520198955,50.486372746578354,744.8756758934971,222.52693256582086,302.52693256582086,317.47871312884513,377.7417551079635
E73,13.170870967741934,95.78456031942005,304000.0,1.58,264.23032738673635,-62.06064698213749,2.9914156314389717,0.0578642897732049,1074.5684533665108,0.9998914833639944,0.9995296560259876,35.620000000000005,35.620000000000005,-0.23629926874506363,-244.06339908957943,1329.838191584847,1573.9015906744264,0.7126145336985877,1017.157845609117,165.93040599862067,778.709933016537,2.657731434128303,72.51750659395925,825.3901474388233,1.2032023667371214,37.04573483579725,787.6582264686758,222.52693256582086,302.52693256582086,336.50748704349917,429.3193348015942
E74,9.023245901639344,65.6974650463822,304000.0,1.58,188.1758373991369,-59.441513679358394,1.9232521258334336,0.03646404260713655,1190.298314625667,0.999973732021815,0.9998733410271798,30.14,35.620000000000005,-0.24217209612265905,-257.2855488629166,1358.9549032317689,1616.2404520946855,0.7638856413759181,1157.8144371923033,217.75494490918322,868.3389620601945,3.49182012321314,71.72053022292567,846.9766592508995,1.2367484497360477,28.160877879247096,819.2299939493579,222.52693256582086,302.52693256582086,364.796792979334,450.9211304328374
E75,6.944410852713178,50.53949993727276,304000.0,1.58,146.1704410220664,-55.61821850211639,1.4127429748628313,0.026729577231867155,1258.706814441491,0.9999909617205093,0.9999531717893082,24.66,30.14,-0.24796595070940913,-263.9229737973167,1361.0621702283352,1624.9851440256518,0.7761351215931149,1205.2289020291732,249.9621060608505,886.7608863477923,3.554194551965998,68.50590962053049,854.9620158434492,1.2529859503745557,27.043254758511182,828.4882196095035,222.52693256582086,302.52693256582086,385.4115887689443,454.4222776679455
E76,4.526673611111114,32.965341158298585,304000.0,1.58,96.63016432691441,-48.034918445878766,0.8651971734051336,0.016469727722401305,1358.7069866857937,0.9999987350088223,0.9999926472171473,13.700000000000001,24.66,-0.2547188465160936,-270.9274348643937,1360.100751210079,1631.0281860744726,0.7925459152848543,1263.2612421733925,294.45538966110223,906.7148205476472,3.687280336889034,62.09103196464316,858.454802022556,1.267498136127129,24.80092515384274,834.4737055621467,222.52693256582086,302.52693256582086,423.34338501590673,459.1247863208891
E77,13.84748387096774,100.66318456033584,256000.0,1.11,157.8232128434633,-31.340471909232903,2.8313063630752007,0.07028831057319515,678.1288132313002,0.9997471406412576,0.999012715474863,35.620000000000005,30.14,-0.2426319672316051,-150.37129756327488,916.8875599900506,1067.2588575533255,0.49036693308837864,439.5838861863306,48.89216792289136,350.12217723953745,0.25766994496272105,40.56954102390179,526.711955512083,0.7593196457457695,37.47458562663269,486.3876899876925,222.52693256582086,302.52693256582086,243.12350098709192,252.38164213767766
E78,10.009137614678897,72.5623155236233,256000.0,1.11,131.3318701170803,-34.50084381608669,2.0748132869107514,0.04906970326699173,770.0506476280696,0.9999235845857115,0.9996731186679292,30.14,30.14,-0.2267609210093129,-157.4241966625849,992.3898344965693,1149.8140311591542,0.6099849150931682,609.6203885152054,69.92088674052813,492.3307886603803,1.1214400150309864,47.3687131142969,534.3695197140087,0.7741654977709246,27.46525555660014,506.30248398608114,222.52693256582086,302.52693256582086,281.6072223562635,323.73205106125147
