simulation_id,flow_lpm,irradiance,power_scale,nominal_incident_flux_W_m2,scaled_incident_flux_W_m2,nominal_receiver_absorbed_W,scaled_receiver_absorbed_W,participating_absorbed_W,core_absorbed_W,perim_absorbed_W,spill_capture,flux_receiver_fraction,flux_spillover_fraction,f_perim_source,beta_perim_1_m,core_front_cell_source_fraction,perim_front_cell_source_fraction,core_downstream_source_fraction,perim_downstream_source_fraction,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T11_minus_T8_model,T11_minus_T8_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment,mean_nu,mean_effectiveness,receiver_gas_heat,rear_tube_gas_heat,active_flow_fraction,G_core_perim_W_m_K,C_perim_eff_J_K,C_receiver_participating_eff_J_K,C_rear_eff_J_K,C_total_with_rear_eff_J_K,f_core_rear,G_receiver_rear_W_K,G_rear_tube_W_K,G_rear_cavity_W_K,G_rear_axial_W_K,T_rear_inlet,T_rear_mid,T_rear_exit,flange_scale,flange_cool_gain,flange_cool_tau_s,flange_gate_end,effective_flange_scale_end,k_core_axial_scale
E67,15.2805125,456000.0,1.34,456000.0,611040.0,164.61599999999999,220.58544,1704.0570736790219,220.58544,1483.4716336790218,0.5,0.06920265203911855,0.9307973479608814,0.4653986739804407,10.0,0.6365105278484928,0.07149220222511954,0.3634894721515072,0.9285077977748805,1950.1760216305315,931.6279999999999,2090.1695976718056,991.103,1813.818430014206,878.055,1837.497378044192,966.6659999999999,1516.7927571314135,824.995,1118.1966940107986,763.414,801.5186609575613,326.43699999999995,139.99357604127408,59.47500000000002,-136.35759161632564,-53.57299999999998,252.67221962761369,24.437000000000012,297.0256728827924,53.059999999999945,20.670409955861572,0.9998626101753697,366.4387451593962,-80.60734470396011,1.0,27.050156544838487,150.0,222.52693256582086,80.0,302.52693256582086,0.999069457227619,1.9635457222055919,0.5,3.3869140731389527,4.521902076815926,1150.035704251654,1134.7758758439877,1011.6539758549309,0.1014799960839941,4.8809313715223235,113.68330754703565,2.3128135834238103e-11,0.10147999609544986,0.09907798652844035
E68,12.499871559633025,456000.0,1.34,456000.0,611040.0,164.61599999999999,220.58544,1704.0570736790219,220.58544,1483.4716336790218,0.5,0.06920265203911855,0.9307973479608814,0.4653986739804407,10.0,0.6365105278484928,0.07149220222511954,0.3634894721515072,0.9285077977748805,2039.1506233923374,1012.649,2165.915842118066,1047.717,1861.0429718251887,898.751,1912.513126477289,1020.928,1554.5393859211554,850.0989999999999,1162.5927211535618,773.207,838.3653007388651,338.52,126.76521872572857,35.0680000000001,-178.10765156714865,-113.89800000000002,253.40271564077693,26.7890000000001,306.50358590403334,48.652000000000044,18.12048921411733,0.9999340952489125,311.50986169769874,-80.69645540122701,1.0,27.050156544838487,150.0,222.52693256582086,80.0,302.52693256582086,0.999069457227619,1.9635457222055919,0.5,3.3869140731389527,4.521902076815926,1207.8866457653548,1182.4830398853494,1059.895877561349,0.1014799960839941,4.8809313715223235,113.68330754703565,2.3128135834238125e-11,0.10147999609544986,0.09907798652844035
E69,10.499733944954128,456000.0,1.34,456000.0,611040.0,164.61599999999999,220.58544,1704.0570736790219,220.58544,1483.4716336790218,0.5,0.06920265203911855,0.9307973479608814,0.4653986739804407,10.0,0.6365105278484928,0.07149220222511954,0.3634894721515072,0.9285077977748805,2101.5514961677886,1058.429,2204.368442603286,1070.73,1872.198661058274,896.755,1947.2251655418256,1044.378,1558.0577705817855,852.837,1166.3921741229753,769.76,843.8079549929708,344.308,102.81694643549736,12.30099999999993,-229.35283510951467,-161.6740000000001,257.14327706146037,26.35200000000009,314.1408904764885,43.918000000000006,16.241767026862576,0.9999652005730034,264.278413187718,-78.03439840403699,1.0,27.050156544838487,150.0,222.52693256582086,80.0,302.52693256582086,0.999069457227619,1.9635457222055919,0.5,3.3869140731389527,4.521902076815926,1230.9748097070014,1195.665457915204,1065.5428165846351,0.1014799960839941,4.8809313715223235,113.68330754703565,2.3128135834238125e-11,0.10147999609544986,0.09907798652844035
E70,9.107139705882352,456000.0,1.34,456000.0,611040.0,164.61599999999999,220.58544,1704.0570736790219,220.58544,1483.4716336790218,0.5,0.06920265203911855,0.9307973479608814,0.4653986739804407,10.0,0.6365105278484928,0.07149220222511954,0.3634894721515072,0.9285077977748805,2149.9902322009198,1152.474,2235.265183645958,1120.277,1886.5225568896676,912.173,1973.7974332999563,1093.725,1567.2869635861584,871.483,1182.4538436764276,779.518,854.9358128412116,352.421,85.27495144503837,-32.19699999999989,-263.46767531125215,-240.30099999999993,261.4677503460018,26.552000000000135,319.2355933035092,40.690000000000055,14.850764967425375,0.9999803728309885,231.4187433646363,-76.06376713475453,1.0,27.050156544838487,150.0,222.52693256582086,80.0,302.52693256582086,0.999069457227619,1.9635457222055919,0.5,3.3869140731389527,4.521902076815926,1253.456528530456,1211.350240882345,1080.9436936504046,0.1014799960839941,4.8809313715223235,113.68330754703565,2.3128135834238125e-11,0.10147999609544986,0.09907798652844035
E71,7.126846153846151,456000.0,1.34,456000.0,611040.0,164.61599999999999,220.58544,1704.0570736790219,220.58544,1483.4716336790218,0.5,0.06920265203911855,0.9307973479608814,0.4653986739804407,10.0,0.6365105278484928,0.07149220222511954,0.3634894721515072,0.9285077977748805,2217.4217968694197,1203.298,2267.083924146239,1120.348,1892.176644407843,882.823,1996.7542654051585,1095.306,1565.7463206746781,847.476,1184.4843615712066,753.56,859.3252227408201,356.00399999999996,49.66212727681932,-82.95000000000005,-325.2451524615767,-320.475,270.3296587410805,25.041999999999916,326.43032373316487,35.34699999999998,12.788799349948698,0.9999928905284919,182.1197292823553,-71.0108403820868,1.0,27.050156544838487,150.0,222.52693256582086,80.0,302.52693256582086,0.999069457227619,1.9635457222055919,0.5,3.3869140731389527,4.521902076815926,1273.892662731916,1220.8315618853596,1084.5181501577574,0.1014799960839941,4.8809313715223235,113.68330754703565,2.3128135834238125e-11,0.10147999609544986,0.09907798652844035
E72,18.707575757575754,304000.0,1.58,304000.0,480320.0,109.744,173.39552,1339.5075504541564,173.39552,1166.1120304541564,0.5,0.06920265203911855,0.9307973479608814,0.4653986739804407,10.0,0.6365105278484928,0.07149220222511954,0.3634894721515072,0.9285077977748805,1619.3731684751065,737.656,1702.7249741109006,797.899,1489.6092413063395,733.977,1499.8607764647163,771.112,1259.4196057490121,684.1869999999999,970.433713128845,652.9549999999999,687.6697551079635,309.928,83.35180563579411,60.24300000000005,-129.76392716876694,-3.6789999999999736,202.86419764618427,26.787000000000035,230.1896355573274,49.79000000000008,24.37833085549448,0.9996589383687073,336.96236166719245,-59.62501706294604,1.0,27.050156544838487,150.0,222.52693256582086,80.0,302.52693256582086,0.999069457227619,1.9635457222055919,0.5,3.3869140731389527,4.521902076815926,957.0079008684414,949.1214324558946,846.5482992404569,0.1014799960839941,4.8809313715223235,113.68330754703565,1.1708618764976762e-10,0.10147999614198888,0.09907798652844035
E73,13.170870967741934,304000.0,1.58,304000.0,480320.0,109.744,173.39552,1339.5075504541564,173.39552,1166.1120304541564,0.5,0.06920265203911855,0.9307973479608814,0.4653986739804407,10.0,0.6365105278484928,0.07149220222511954,0.3634894721515072,0.9285077977748805,1768.0514589479612,837.694,1831.071486084858,894.482,1573.9015906744264,791.76,1629.2877169376236,867.5509999999999,1329.838191584847,747.4,1031.1334870434991,694.626,754.4393348015942,325.12,63.020027136896715,56.78800000000001,-194.14986827353482,-45.93399999999997,201.78376914723435,26.93100000000004,244.06339908957943,44.360000000000014,19.27082437453275,0.9998914833639944,264.23032738673635,-62.06064698213749,1.0,27.050156544838487,150.0,222.52693256582086,80.0,302.52693256582086,0.999069457227619,1.9635457222055919,0.5,3.3869140731389527,4.521902076815926,1055.008083098113,1033.0777597628985,924.3499062330573,0.1014799960839941,4.8809313715223235,113.68330754703565,1.1708618764982932e-10,0.10147999614198888,0.09907798652844035
E74,9.023245901639344,304000.0,1.58,304000.0,480320.0,109.744,173.39552,1339.5075504541564,173.39552,1166.1120304541564,0.5,0.06920265203911855,0.9307973479608814,0.4653986739804407,10.0,0.6365105278484928,0.07149220222511954,0.3634894721515072,0.9285077977748805,1901.7134366281498,948.538,1918.759504627184,962.509,1616.2404520946855,804.0,1707.8383903450137,935.491,1358.9549032317689,767.8009999999999,1062.468792979334,697.672,784.8851304328374,333.964,17.04606799903422,13.971000000000004,-285.47298453346434,-144.538,210.92111428217027,27.01800000000003,257.2855488629166,36.19900000000007,15.061647392069967,0.999973732021815,188.1758373991369,-59.441513679358394,1.0,27.050156544838487,150.0,222.52693256582086,80.0,302.52693256582086,0.999069457227619,1.9635457222055919,0.5,3.3869140731389527,4.521902076815926,1115.950939602217,1077.1180089586878,961.2739543737725,0.1014799960839941,4.8809313715223235,113.68330754703565,1.1708618764982932e-10,0.10147999614198888,0.09907798652844035
E75,6.944410852713178,304000.0,1.58,304000.0,480320.0,109.744,173.39552,1339.5075504541564,173.39552,1166.1120304541564,0.5,0.06920265203911855,0.9307973479608814,0.4653986739804407,10.0,0.6365105278484928,0.07149220222511954,0.3634894721515072,0.9285077977748805,1971.7567044609762,1008.725,1951.9685580649368,979.689,1624.9851440256518,788.678,1731.8989576194167,954.178,1361.0621702283352,757.393,1066.4775887689443,681.066,790.9392776679455,336.517,-19.788146396039338,-29.036000000000058,-346.7715604353243,-220.04700000000003,220.0696004455201,25.510999999999967,263.9229737973167,31.284999999999968,12.795305115348832,0.9999909617205093,146.1704410220664,-55.61821850211639,1.0,27.050156544838487,150.0,222.52693256582086,80.0,302.52693256582086,0.999069457227619,1.9635457222055919,0.5,3.3869140731389527,4.521902076815926,1137.2223296782831,1088.317879694999,967.2785611222703,0.1014799960839941,4.8809313715223235,113.68330754703565,1.1708618764982932e-10,0.10147999614198888,0.09907798652844035
E76,4.526673611111114,304000.0,1.58,304000.0,480320.0,109.744,173.39552,1339.5075504541564,173.39552,1166.1120304541564,0.5,0.06920265203911855,0.9307973479608814,0.4653986739804407,10.0,0.6365105278484928,0.07149220222511954,0.3634894721515072,0.9285077977748805,2056.116870038196,1067.693,1984.041884928915,970.472,1631.0281860744726,751.1579999999999,1749.8092467695874,947.353,1360.100751210079,726.308,1070.3623850159067,647.019,797.2477863208891,338.123,-72.07498510928099,-97.221,-425.08868396372327,-316.5350000000001,234.2326381593275,23.119000000000028,270.9274348643937,24.84999999999991,9.858301463444926,0.9999987350088223,96.63016432691441,-48.034918445878766,1.0,27.050156544838487,150.0,222.52693256582086,80.0,302.52693256582086,0.999069457227619,1.9635457222055919,0.5,3.3869140731389527,4.521902076815926,1159.0011740256207,1098.2701721180028,973.3504743378502,0.1014799960839941,4.8809313715223235,113.68330754703565,1.1708618764982932e-10,0.10147999614198888,0.09907798652844035
